Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-01-21 00:00:00-05:00,23.51007080078125,23.51007080078125,23.51007080078125,23.51007080078125,0,0.0,0.0,0.0
2025-01-22 00:00:00-05:00,23.453413425861534,23.453413425861534,23.448528289794922,23.448528289794922,500,0.0,0.0,0.0
2025-01-23 00:00:00-05:00,23.414340836960367,23.420202255249023,23.414340836960367,23.420202255249023,900,0.0,0.0,0.0
2025-01-24 00:00:00-05:00,23.47294895045364,23.47294895045364,23.463180541992188,23.463180541992188,400,0.0,0.0,0.0
2025-01-27 00:00:00-05:00,23.55891034326264,23.584306716918945,23.55891034326264,23.584306716918945,600,0.0,0.0,0.0
2025-01-28 00:00:00-05:00,23.579421997070312,23.579421997070312,23.579421997070312,23.579421997070312,0,0.0,0.0,0.0
2025-01-29 00:00:00-05:00,23.60970232666272,23.60970232666272,23.541325332349924,23.562814712524414,24200,0.0,0.0,0.0
2025-01-30 00:00:00-05:00,23.580399598897326,23.602867126464844,23.580399598897326,23.602867126464844,400,0.0,0.0,0.0
2025-01-31 00:00:00-05:00,23.54620933532715,23.54620933532715,23.54620933532715,23.54620933532715,100,0.0,0.0,0.0
2025-02-03 00:00:00-05:00,23.61190928273478,23.61190928273478,23.543270310590042,23.55405616760254,700,0.092,0.0,0.0
2025-02-04 00:00:00-05:00,23.611907449544272,23.6315191172835,23.611907449544272,23.6207332611084,700,0.0,0.0,0.0
2025-02-05 00:00:00-05:00,23.729578727712504,23.731538772583008,23.729578727712504,23.731538772583008,200,0.0,0.0,0.0
2025-02-06 00:00:00-05:00,23.70016023354193,23.709966068300865,23.698198318481445,23.698198318481445,1600,0.0,0.0,0.0
2025-02-07 00:00:00-05:00,23.611907804288727,23.621713638305664,23.611907804288727,23.621713638305664,200,0.0,0.0,0.0
2025-02-10 00:00:00-05:00,23.660935400587288,23.660935400587288,23.62759780883789,23.62759780883789,1600,0.0,0.0,0.0
2025-02-11 00:00:00-05:00,23.572688707957038,23.59229850769043,23.572688707957038,23.59229850769043,200,0.0,0.0,0.0
2025-02-12 00:00:00-05:00,23.492279052734375,23.492279052734375,23.492279052734375,23.492279052734375,100,0.0,0.0,0.0
2025-02-13 00:00:00-05:00,23.63446044921875,23.63446044921875,23.63446044921875,23.63446044921875,0,0.0,0.0,0.0
2025-02-14 00:00:00-05:00,23.719770431518555,23.719770431518555,23.719770431518555,23.719770431518555,0,0.0,0.0,0.0
2025-02-18 00:00:00-05:00,23.631521224975586,23.631521224975586,23.631521224975586,23.631521224975586,0,0.0,0.0,0.0
2025-02-19 00:00:00-05:00,23.66093635559082,23.66093635559082,23.66093635559082,23.66093635559082,100,0.0,0.0,0.0
2025-02-20 00:00:00-05:00,23.7099666595459,23.7099666595459,23.7099666595459,23.7099666595459,900,0.0,0.0,0.0
2025-02-21 00:00:00-05:00,23.779584884643555,23.779584884643555,23.779584884643555,23.779584884643555,0,0.0,0.0,0.0
2025-02-24 00:00:00-05:00,23.758994121669602,23.847244767013514,23.758994121669602,23.817829132080078,1700,0.0,0.0,0.0
2025-02-25 00:00:00-05:00,23.945301055908203,23.95510689089819,23.945301055908203,23.945301055908203,900,0.0,0.0,0.0
2025-02-26 00:00:00-05:00,23.985506057739258,23.985506057739258,23.985506057739258,23.985506057739258,0,0.0,0.0,0.0
2025-02-27 00:00:00-05:00,23.935493173251043,23.935493173251043,23.929609298706055,23.929609298706055,300,0.0,0.0,0.0
2025-02-28 00:00:00-05:00,24.001190185546875,24.001190185546875,24.001190185546875,24.001190185546875,0,0.0,0.0,0.0
