Date,Open,High,Low,Close,Volume
2025-01-21,72.61242511490325,72.8614730834961,72.38430088463852,72.8614730834961,29600
2025-01-22,73.28983398757428,73.40339827742847,73.14837644756852,73.1503677368164,8300
2025-01-23,73.100552110541,73.60861206054688,73.100552110541,73.60861206054688,16400
2025-01-24,73.48906808022451,73.6235561055991,73.22507785285173,73.33964538574219,25200
2025-01-27,71.62619389446195,72.2836765482251,71.62619389446195,72.22390747070312,69000
2025-01-28,72.4032258766747,72.90630003810556,72.0137160082761,72.841552734375,8900
2025-01-29,72.77182183519945,72.83159091750103,72.38330759955699,72.50284576416016,17300
2025-01-30,72.73197055976966,73.08561441744327,72.4580162754403,72.91128540039062,46200
2025-01-31,73.28983163919479,73.44922597800536,72.34345245361328,72.34345245361328,16100
2025-02-03,71.2874870486543,72.14421265603114,71.23768201587329,71.86528015136719,19100
2025-02-04,71.97485854640766,72.38927470576111,71.95493805428161,72.37333679199219,18800
2025-02-05,72.28368048748673,72.78177642822266,72.2637599940073,72.78177642822266,15400
2025-02-06,72.82162438141212,72.9411701422705,72.56759818997152,72.88140106201172,104600
2025-02-07,73.00093541749752,73.17028620296418,72.29364013671875,72.29364013671875,8300
2025-02-10,72.81166050719102,72.91128577497958,72.60844259369314,72.85150909423828,26600
2025-02-11,72.59250488012873,72.82162475585938,72.56261273950481,72.82162475585938,23400
2025-02-12,72.05456115443471,72.73197194295878,72.05456115443471,72.70208740234375,14000
2025-02-13,72.8116562808247,73.49903106689453,72.71203861915933,73.49903106689453,10100
2025-02-14,73.648461045029,73.648461045029,73.41933358387081,73.54884338378906,22800
2025-02-18,73.54884994220744,73.71820074145054,73.47911681308729,73.70823669433594,16600
2025-02-19,73.60861764070376,73.92242051601693,73.5677734086767,73.91743469238281,26500
2025-02-20,73.8078476394894,73.8078476394894,73.14040095010466,73.56876373291016,8800
2025-02-21,73.57872922616446,73.57872922616446,72.15915282722992,72.1840591430664,77000
2025-02-24,72.54269071681144,72.54269071681144,71.79455117948997,71.8951644897461,12300
2025-02-25,71.74573748423593,71.94498042496926,71.0683266864247,71.3970718383789,23600
2025-02-26,71.77562962560171,72.0445980951654,71.22772103901136,71.3970718383789,74100
2025-02-27,71.7357806073663,71.80551373611962,70.24149276235997,70.31122589111328,90600
2025-02-28,70.27137792404882,71.3671875,70.09206307705018,71.3671875,23400
2025-03-03,71.6560841104405,71.6760046044126,69.67366434537891,70.21160888671875,14800
2025-03-04,69.6836189459376,70.23152751991726,68.68742706622245,69.33495330810547,24000
2025-03-05,69.29510049358196,70.21160274326844,68.95141309999208,69.98247528076172,10500
2025-03-06,69.2154115012877,69.66369478341277,68.48818812324741,68.7272720336914,13900
2025-03-07,68.52804200602618,69.18054648726134,67.93032838353892,69.07594299316406,17800
2025-03-10,68.05982792542488,68.05982792542488,66.50577104784534,67.1732177734375,390100
2025-03-11,66.9440869094902,67.25788976323798,66.07042778242399,66.52568817138672,33400
2025-03-12,67.37245490347267,67.37245490347267,66.34637847101646,66.90425109863281,51200
