Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-01-21 00:00:00-05:00,23.336250766878432,23.36550521850586,23.31674655911106,23.36550521850586,1000,0.0,0.0,0.0
2025-01-22 00:00:00-05:00,23.297243229336136,23.33625164634097,23.297243229336136,23.3030948638916,10900,0.0,0.0,0.0
2025-01-23 00:00:00-05:00,23.24848394137555,23.277740253340493,23.24848394137555,23.26506233215332,2900,0.0,0.0,0.0
2025-01-24 00:00:00-05:00,23.312845288641896,23.31674575805664,23.312845288641896,23.31674575805664,200,0.0,0.0,0.0
2025-01-27 00:00:00-05:00,23.448400497436523,23.448400497436523,23.448400497436523,23.448400497436523,0,0.0,0.0,0.0
2025-01-28 00:00:00-05:00,23.433773040771484,23.433773040771484,23.433773040771484,23.433773040771484,0,0.0,0.0,0.0
2025-01-29 00:00:00-05:00,23.424016726599906,23.424016726599906,23.38500831292234,23.411338806152344,1300,0.0,0.0,0.0
2025-01-30 00:00:00-05:00,23.472775958963226,23.472775958963226,23.42401730069479,23.44644546508789,1400,0.0,0.0,0.0
2025-01-31 00:00:00-05:00,23.46302658790385,23.46302658790385,23.375259504780086,23.379161834716797,2400,0.0,0.0,0.0
2025-02-03 00:00:00-05:00,23.45555128602031,23.45555128602031,23.377202966454963,23.393850326538086,1400,0.102,0.0,0.0
2025-02-04 00:00:00-05:00,23.465340566386658,23.47415552188977,23.465340566386658,23.468278884887695,1200,0.0,0.0,0.0
2025-02-05 00:00:00-05:00,23.631828611645474,23.631828611645474,23.597551345825195,23.597551345825195,600,0.0,0.0,0.0
2025-02-06 00:00:00-05:00,23.573069599863057,23.573069599863057,23.553482055664062,23.553482055664062,300,0.0,0.0,0.0
2025-02-07 00:00:00-05:00,23.46533966064453,23.46533966064453,23.46533966064453,23.46533966064453,100,0.0,0.0,0.0
2025-02-10 00:00:00-05:00,23.514308676421642,23.514308676421642,23.465339816254893,23.47611427307129,1400,0.0,0.0,0.0
2025-02-11 00:00:00-05:00,23.43694004933638,23.455548777277375,23.43694004933638,23.445755004882812,1300,0.0,0.0,0.0
2025-02-12 00:00:00-05:00,23.32529067993164,23.32529067993164,23.32529067993164,23.32529067993164,100,0.0,0.0,0.0
2025-02-13 00:00:00-05:00,23.465340144027532,23.491783142089844,23.465340144027532,23.491783142089844,100,0.0,0.0,0.0
2025-02-14 00:00:00-05:00,23.61224607938204,23.61224607938204,23.58286476135254,23.58286476135254,100,0.0,0.0,0.0
2025-02-18 00:00:00-05:00,23.504515675813085,23.504515675813085,23.484928131103516,23.484928131103516,600,0.0,0.0,0.0
2025-02-19 00:00:00-05:00,23.4849272665012,23.515287399291992,23.4849272665012,23.515287399291992,100,0.0,0.0,0.0
2025-02-20 00:00:00-05:00,23.553482518601566,23.58286383547754,23.553482518601566,23.563276290893555,1300,0.0,0.0,0.0
2025-02-21 00:00:00-05:00,23.641624259190227,23.661211803490797,23.641624259190227,23.653377532958984,400,0.0,0.0,0.0
2025-02-24 00:00:00-05:00,23.690592717984618,23.71997216596596,23.66121140203227,23.693531036376953,2300,0.0,0.0,0.0
2025-02-25 00:00:00-05:00,23.827702494514973,23.857083811336263,23.827702494514973,23.8472900390625,1400,0.0,0.0,0.0
2025-02-26 00:00:00-05:00,23.837495172683123,23.889400482177734,23.837495172683123,23.889400482177734,600,0.0,0.0,0.0
2025-02-27 00:00:00-05:00,23.837497248629305,23.837497248629305,23.817909703274992,23.82770347595215,600,0.0,0.0,0.0
2025-02-28 00:00:00-05:00,23.876669413239668,23.903112411499023,23.85708373672446,23.903112411499023,400,0.0,0.0,0.0
2025-03-03 00:00:00-05:00,23.907046901897036,23.995555248929747,23.907046901897036,23.968019485473633,10500,0.101,0.0,0.0
2025-03-04 00:00:00-05:00,23.98571965896215,23.98571965896215,23.915897369384766,23.915897369384766,10800,0.0,0.0,0.0
2025-03-05 00:00:00-05:00,23.877543210751867,23.877543210751867,23.838205337524414,23.838205337524414,1500,0.0,0.0,0.0
2025-03-06 00:00:00-05:00,23.75953327752472,23.78116798400879,23.75953327752472,23.78116798400879,100,0.0,0.0,0.0
2025-03-07 00:00:00-05:00,23.751665115356445,23.751665115356445,23.751665115356445,23.751665115356445,200,0.0,0.0,0.0
2025-03-10 00:00:00-04:00,23.836240768432617,23.836240768432617,23.836240768432617,23.836240768432617,100,0.0,0.0,0.0
2025-03-11 00:00:00-04:00,23.69069276142854,23.69069276142854,23.687742233276367,23.687742233276367,200,0.0,0.0,0.0
2025-03-12 00:00:00-04:00,23.661188872604615,23.661188872604615,23.62185287475586,23.62185287475586,2700,0.0,0.0,0.0
2025-03-13 00:00:00-04:00,23.60218808149425,23.684795379638672,23.58251914125033,23.684795379638672,700,0.0,0.0,0.0
2025-03-14 00:00:00-04:00,23.700528149648108,23.700528149648108,23.67987632751465,23.67987632751465,200,0.0,0.0,0.0
2025-03-17 00:00:00-04:00,23.7260968585592,23.7260968585592,23.720197677612305,23.720197677612305,100,0.0,0.0,0.0
2025-03-18 00:00:00-04:00,23.739865716485756,23.76936912536621,23.739865716485756,23.76936912536621,500,0.0,0.0,0.0
2025-03-19 00:00:00-04:00,23.769366943670253,23.887378692626953,23.769366943670253,23.887378692626953,2200,0.0,0.0,0.0
2025-03-20 00:00:00-04:00,23.926716041446053,23.935567626517024,23.875577926635742,23.875577926635742,143700,0.0,0.0,0.0
2025-03-21 00:00:00-04:00,23.848039627075195,23.848039627075195,23.848039627075195,23.848039627075195,0,0.0,0.0,0.0
2025-03-24 00:00:00-04:00,23.769369485816554,23.80870548918705,23.74970054626465,23.74970054626465,2500,0.0,0.0,0.0
2025-03-25 00:00:00-04:00,23.790019989013672,23.790019989013672,23.790019989013672,23.790019989013672,0,0.0,0.0,0.0
2025-03-26 00:00:00-04:00,23.720195949218727,23.720195949218727,23.71036148071289,23.71036148071289,2400,0.0,0.0,0.0
2025-03-27 00:00:00-04:00,23.65135520587417,23.680858612060547,23.65135520587417,23.680858612060547,2600,0.0,0.0,0.0
2025-03-28 00:00:00-04:00,23.793951168010043,23.838205337524414,23.793951168010043,23.838205337524414,1100,0.0,0.0,0.0
2025-03-31 00:00:00-04:00,23.85295719225484,23.86180877685547,23.85295719225484,23.86180877685547,300,0.0,0.0,0.0
2025-04-01 00:00:00-04:00,23.967475242776285,23.98722639511471,23.929948806762695,23.929948806762695,800,0.101,0.0,0.0
2025-04-02 00:00:00-04:00,23.97932714156685,23.98722873341661,23.97834014892578,23.97834014892578,800,0.0,0.0,0.0
2025-04-03 00:00:00-04:00,24.056355565706554,24.056355565706554,24.029691696166992,24.029691696166992,700,0.0,0.0,0.0
2025-04-04 00:00:00-04:00,23.97735079220898,23.97735079220898,23.957599639892578,23.957599639892578,400,0.0,0.0,0.0
2025-04-07 00:00:00-04:00,23.66133869756464,23.66133869756464,23.56159782409668,23.56159782409668,200,0.0,0.0,0.0
2025-04-08 00:00:00-04:00,23.592211065875063,23.592211065875063,23.28805160522461,23.28805160522461,1200,0.0,0.0,0.0
2025-04-09 00:00:00-04:00,23.59813690185547,23.59813690185547,23.59813690185547,23.59813690185547,100,0.0,0.0,0.0
2025-04-10 00:00:00-04:00,23.274227142333984,23.274227142333984,23.274227142333984,23.274227142333984,100,0.0,0.0,0.0
2025-04-11 00:00:00-04:00,23.058944604637755,23.23670122125692,23.058944604637755,23.212011337280273,2500,0.0,0.0,0.0
2025-04-14 00:00:00-04:00,23.436183047711065,23.436183047711065,23.367055892944336,23.367055892944336,200,0.0,0.0,0.0
2025-04-15 00:00:00-04:00,23.493459631216222,23.493459631216222,23.47864532470703,23.47864532470703,200,0.0,0.0,0.0
2025-04-16 00:00:00-04:00,23.54283730320168,23.62184003709536,23.54283730320168,23.587276458740234,9200,0.0,0.0,0.0
