Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-21 00:00:00-05:00,11.653839482175526,11.94788009214423,11.604832402269974,11.84986686706543,246700,0.0,0.0
2025-01-22 00:00:00-05:00,11.820462556666032,11.820462556666032,11.506817817687988,11.506817817687988,271300,0.0,0.0
2025-01-23 00:00:00-05:00,11.457811305041599,11.928277969360352,11.41860582757606,11.928277969360352,209900,0.0,0.0
2025-01-24 00:00:00-05:00,11.8792700153394,11.977284169162228,11.634235565514581,11.967482566833496,197900,0.0,0.0
2025-01-27 00:00:00-05:00,11.95768145091265,12.163510434527385,11.947879848185215,12.094901084899902,256000,0.0,0.0
2025-01-28 00:00:00-05:00,12.006688509598085,12.006688509598085,11.742050844796672,11.840065002441406,196200,0.0,0.0
2025-01-29 00:00:00-05:00,11.820463356922247,12.075298497758379,11.761654672278627,12.045894622802734,150200,0.0,0.0
2025-01-30 00:00:00-05:00,12.104702895118622,12.143908371968118,11.957681655883789,11.957681655883789,140500,0.0,0.0
2025-01-31 00:00:00-05:00,12.006688433253293,12.085099384977589,11.742050770134584,11.800859451293945,178700,0.0,0.0
2025-02-03 00:00:00-05:00,11.565627036574721,11.849866981083071,11.379400318088239,11.781257629394531,219800,0.0,0.0
2025-02-04 00:00:00-05:00,11.76165399688389,12.065497136418925,11.76165399688389,12.055695533752441,166200,0.0,0.0
2025-02-05 00:00:00-05:00,12.065497136418925,12.183113564219891,11.987085249819337,12.055695533752441,140500,0.0,0.0
2025-02-06 00:00:00-05:00,12.114503468400265,12.124305071218949,11.869469006326966,12.026291847229004,177200,0.0,0.0
2025-02-07 00:00:00-05:00,11.957681884775694,11.957681884775694,11.712647416092864,11.820463180541992,190100,0.0,0.0
2025-02-10 00:00:00-05:00,11.918476104736328,12.036092534551612,11.781257403984643,11.918476104736328,185500,0.0,0.0
2025-02-11 00:00:00-05:00,11.859668504574355,12.026292015899703,11.840065298662052,11.99688720703125,104700,0.0,0.0
2025-02-12 00:00:00-05:00,11.761654665405777,11.849867224953492,11.634236627696001,11.791058540344238,227300,0.0,0.0
2025-02-13 00:00:00-05:00,11.889072005666849,11.908674276231784,11.781257180729009,11.800859451293945,130400,0.0,0.0
2025-02-14 00:00:00-05:00,11.889072532658844,11.957681884775694,11.732250622259002,11.820463180541992,129300,0.0,0.0
2025-02-18 00:00:00-05:00,11.820462545646329,11.918475767015627,11.761653865038937,11.869468688964844,200100,0.0,0.0
2025-02-19 00:00:00-05:00,11.761654310181896,11.859668469993,11.761654310181896,11.84986686706543,196600,0.0,0.0
2025-02-20 00:00:00-05:00,11.849867151359371,11.889072629277942,11.742051386034053,11.751852989196777,185600,0.0,0.0
2025-02-21 00:00:00-05:00,11.879270352403635,11.879270352403635,10.879530254812359,11.036352157592773,262600,0.0,0.0
2025-02-24 00:00:00-05:00,11.124564880743765,11.124564880743765,10.654098230516597,10.75211238861084,285700,0.0,0.0
2025-02-25 00:00:00-05:00,10.830523300590032,10.830523300590032,10.203234747549587,10.242440223693848,262100,0.0,0.0
2025-02-26 00:00:00-05:00,10.232638928476852,10.693303988064615,10.232638928476852,10.654098510742188,620500,0.0,0.0
2025-02-27 00:00:00-05:00,10.55608438240176,10.61489212599199,10.291446732049028,10.438467025756836,484300,0.0,0.0
