Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-21 00:00:00-05:00,1.6799999475479126,1.7000000476837158,1.5099999904632568,1.6299999952316284,55900,0.0,0.0
2025-01-22 00:00:00-05:00,1.6399999856948853,1.690000057220459,1.399999976158142,1.5199999809265137,69900,0.0,0.0
2025-01-23 00:00:00-05:00,1.4299999475479126,1.5299999713897705,1.3899999856948853,1.440000057220459,47800,0.0,0.0
2025-01-24 00:00:00-05:00,1.4199999570846558,1.4800000190734863,1.2699999809265137,1.3650000095367432,104000,0.0,0.0
2025-01-27 00:00:00-05:00,1.2899999618530273,1.4199999570846558,1.281999945640564,1.2999999523162842,32100,0.0,0.0
2025-01-28 00:00:00-05:00,1.25,1.3270000219345093,1.25,1.2599999904632568,29200,0.0,0.0
2025-01-29 00:00:00-05:00,1.2400000095367432,1.2999999523162842,1.2400000095367432,1.2999999523162842,32400,0.0,0.0
2025-01-30 00:00:00-05:00,1.2400000095367432,1.343999981880188,1.2000000476837158,1.253000020980835,29300,0.0,0.0
2025-01-31 00:00:00-05:00,1.2400000095367432,1.3580000400543213,1.190000057220459,1.2799999713897705,44400,0.0,0.0
2025-02-03 00:00:00-05:00,0.9800000190734863,1.2699999809265137,0.8299999833106995,1.2699999809265137,42800,0.0,0.0
2025-02-04 00:00:00-05:00,1.2799999713897705,1.2999999523162842,1.2599999904632568,1.2799999713897705,37900,0.0,0.0
2025-02-05 00:00:00-05:00,1.1100000143051147,1.2999999523162842,1.1100000143051147,1.25,50100,0.0,0.0
2025-02-06 00:00:00-05:00,1.159999966621399,1.2699999809265137,1.100000023841858,1.1150000095367432,62400,0.0,0.0
2025-02-07 00:00:00-05:00,1.0099999904632568,1.1799999475479126,1.0,1.0299999713897705,87700,0.0,0.0
2025-02-10 00:00:00-05:00,1.1699999570846558,1.1699999570846558,1.0499999523162842,1.090000033378601,39800,0.0,0.0
2025-02-11 00:00:00-05:00,1.2000000476837158,1.25,1.1100000143051147,1.1200000047683716,52300,0.0,0.0
2025-02-12 00:00:00-05:00,1.059999942779541,1.190000057220459,1.059999942779541,1.100000023841858,25100,0.0,0.0
2025-02-13 00:00:00-05:00,1.090000033378601,1.2000000476837158,1.090000033378601,1.159999966621399,38900,0.0,0.0
2025-02-14 00:00:00-05:00,1.190000057220459,1.2289999723434448,1.1699999570846558,1.190000057220459,45900,0.0,0.0
2025-02-18 00:00:00-05:00,1.2799999713897705,1.2999999523162842,1.2000000476837158,1.2100000381469727,67500,0.0,0.0
2025-02-19 00:00:00-05:00,1.2000000476837158,1.2699999809265137,1.1449999809265137,1.2000000476837158,44300,0.0,0.0
2025-02-20 00:00:00-05:00,1.149999976158142,1.2000000476837158,1.149999976158142,1.159999966621399,16100,0.0,0.0
2025-02-21 00:00:00-05:00,1.1100000143051147,1.2000000476837158,1.1100000143051147,1.1799999475479126,21100,0.0,0.0
2025-02-24 00:00:00-05:00,1.159999966621399,1.2000000476837158,1.1100000143051147,1.1100000143051147,22700,0.0,0.0
2025-02-25 00:00:00-05:00,1.059999942779541,1.1100000143051147,1.0499999523162842,1.059999942779541,13700,0.0,0.0
2025-02-26 00:00:00-05:00,1.0499999523162842,1.100000023841858,1.0499999523162842,1.0499999523162842,16500,0.0,0.0
2025-02-27 00:00:00-05:00,1.0499999523162842,1.0950000286102295,1.0499999523162842,1.065000057220459,13700,0.0,0.0
2025-02-28 00:00:00-05:00,1.0499999523162842,1.1200000047683716,1.0199999809265137,1.0779999494552612,39100,0.0,0.0
2025-03-03 00:00:00-05:00,1.0099999904632568,1.1200000047683716,1.0099999904632568,1.0700000524520874,28700,0.0,0.0
2025-03-04 00:00:00-05:00,1.0499999523162842,1.2000000476837158,1.0210000276565552,1.0829999446868896,50000,0.0,0.0
2025-03-05 00:00:00-05:00,1.0299999713897705,1.1699999570846558,1.0299999713897705,1.1100000143051147,8000,0.0,0.0
2025-03-06 00:00:00-05:00,1.1100000143051147,1.159999966621399,1.0800000429153442,1.149999976158142,11300,0.0,0.0
2025-03-07 00:00:00-05:00,1.159999966621399,1.184000015258789,1.100000023841858,1.149999976158142,12100,0.0,0.0
2025-03-10 00:00:00-04:00,1.0399999618530273,1.1699999570846558,1.0399999618530273,1.090000033378601,22100,0.0,0.0
2025-03-11 00:00:00-04:00,1.1299999952316284,1.1380000114440918,1.0299999713897705,1.1299999952316284,18500,0.0,0.0
2025-03-12 00:00:00-04:00,1.1299999952316284,1.1299999952316284,1.0299999713897705,1.0499999523162842,19200,0.0,0.0
2025-03-13 00:00:00-04:00,1.0199999809265137,1.0820000171661377,0.8709999918937683,0.8799999952316284,65900,0.0,0.0
2025-03-14 00:00:00-04:00,0.8500000238418579,0.9760000109672546,0.8500000238418579,0.8500000238418579,29200,0.0,0.0
2025-03-17 00:00:00-04:00,0.8399999737739563,1.0099999904632568,0.8399999737739563,0.9110000133514404,22800,0.0,0.0
2025-03-18 00:00:00-04:00,0.8999999761581421,0.9359999895095825,0.8899999856948853,0.9139999747276306,15200,0.0,0.0
2025-03-19 00:00:00-04:00,0.8870000243186951,0.9300000071525574,0.8539999723434448,0.9039999842643738,17600,0.0,0.0
2025-03-20 00:00:00-04:00,0.8899999856948853,1.0,0.8899999856948853,0.949999988079071,16600,0.0,0.0
2025-03-21 00:00:00-04:00,0.9430000185966492,1.0099999904632568,0.8849999904632568,0.949999988079071,15100,0.0,0.0
2025-03-24 00:00:00-04:00,0.949999988079071,1.0,0.8999999761581421,0.9409999847412109,8100,0.0,0.0
2025-03-25 00:00:00-04:00,0.8820000290870667,0.949999988079071,0.8820000290870667,0.9089999794960022,13500,0.0,0.0
2025-03-26 00:00:00-04:00,0.8820000290870667,0.949999988079071,0.8700000047683716,0.8700000047683716,20400,0.0,0.0
2025-03-27 00:00:00-04:00,0.8600000143051147,0.9200000166893005,0.8600000143051147,0.8669999837875366,9000,0.0,0.0
2025-03-28 00:00:00-04:00,0.8600000143051147,0.8999999761581421,0.8600000143051147,0.8709999918937683,4900,0.0,0.0
2025-03-31 00:00:00-04:00,0.8500000238418579,0.8939999938011169,0.8500000238418579,0.8500000238418579,3400,0.0,0.0
2025-04-01 00:00:00-04:00,0.8399999737739563,0.8999999761581421,0.8399999737739563,0.8759999871253967,4500,0.0,0.0
2025-04-02 00:00:00-04:00,0.8500000238418579,0.8899999856948853,0.8500000238418579,0.8500000238418579,5100,0.0,0.0
2025-04-03 00:00:00-04:00,0.8500000238418579,0.8999999761581421,0.8500000238418579,0.8510000109672546,8200,0.0,0.0
2025-04-04 00:00:00-04:00,0.8510000109672546,0.8999999761581421,0.8199999928474426,0.8199999928474426,17800,0.0,0.0
2025-04-07 00:00:00-04:00,0.7900000214576721,0.8500000238418579,0.699999988079071,0.7200000286102295,19900,0.0,0.0
2025-04-08 00:00:00-04:00,0.699999988079071,0.8199999928474426,0.699999988079071,0.7300000190734863,10800,0.0,0.0
2025-04-09 00:00:00-04:00,0.7300000190734863,0.8019999861717224,0.7300000190734863,0.7900000214576721,17000,0.0,0.0
2025-04-10 00:00:00-04:00,0.6899999976158142,0.8029999732971191,0.6809999942779541,0.6850000023841858,18800,0.0,0.0
2025-04-11 00:00:00-04:00,0.6600000262260437,0.800000011920929,0.6549999713897705,0.6729999780654907,20700,0.0,0.0
2025-04-14 00:00:00-04:00,0.7200000286102295,0.7300000190734863,0.6800000071525574,0.6800000071525574,16300,0.0,0.0
2025-04-15 00:00:00-04:00,0.6499999761581421,0.7300000190734863,0.6499999761581421,0.6800000071525574,12200,0.0,0.0
2025-04-16 00:00:00-04:00,0.6499999761581421,0.7099999785423279,0.6499999761581421,0.6800000071525574,14000,0.0,0.0
2025-04-17 00:00:00-04:00,0.6309999823570251,0.7139999866485596,0.6309999823570251,0.6679999828338623,8600,0.0,0.0
2025-04-21 00:00:00-04:00,0.6600000262260437,0.6800000071525574,0.6499999761581421,0.6800000071525574,4700,0.0,0.0
2025-04-22 00:00:00-04:00,0.6499999761581421,0.6899999976158142,0.6499999761581421,0.6899999976158142,5600,0.0,0.0
2025-04-23 00:00:00-04:00,0.6399999856948853,0.7319999933242798,0.6399999856948853,0.699999988079071,11500,0.0,0.0
2025-04-24 00:00:00-04:00,0.7200000286102295,0.7300000190734863,0.718999981880188,0.7300000190734863,9200,0.0,0.0
2025-04-25 00:00:00-04:00,0.781000018119812,0.781000018119812,0.699999988079071,0.7059999704360962,8300,0.0,0.0
2025-04-28 00:00:00-04:00,0.7099999785423279,0.75,0.7099999785423279,0.718999981880188,3800,0.0,0.0
2025-04-29 00:00:00-04:00,0.699999988079071,0.75,0.699999988079071,0.75,3800,0.0,0.0
2025-04-30 00:00:00-04:00,0.7459999918937683,0.7699999809265137,0.7459999918937683,0.7620000243186951,5400,0.0,0.0
2025-05-01 00:00:00-04:00,0.7300000190734863,0.7620000243186951,0.7300000190734863,0.75,6200,0.0,0.0
2025-05-02 00:00:00-04:00,0.800000011920929,0.800000011920929,0.75,0.75,7000,0.0,0.0
2025-05-05 00:00:00-04:00,0.75,0.8230000138282776,0.75,0.7900000214576721,10500,0.0,0.0
2025-05-06 00:00:00-04:00,0.75,0.7879999876022339,0.7200000286102295,0.7300000190734863,8500,0.0,0.0
2025-05-07 00:00:00-04:00,0.8349999785423279,0.9800000190734863,0.7009999752044678,0.9800000190734863,647800,0.0,0.0
