signal_type,analysis_days,holding_days,off_exchange_threshold,price_stability_threshold,hit_rate,avg_return,trade_count,tickers_count,avg_off_exchange_pct
ACCUMULATION_STRONG,2,1,20,2.0,52.63157894736842,0.6220272051898704,57,29,39.35175438596492
DISTRIBUTION_STRONG,2,1,20,2.0,42.857142857142854,-0.915108517078537,14,29,44.510714285714286
ACCUMULATION_MODERATE,2,1,20,2.0,69.6969696969697,1.3349821007679699,33,29,40.151515151515156
ACCUMULATION_STRONG,2,1,25,0.5,47.05882352941176,1.397703069491423,17,29,40.75588235294118
ACCUMULATION_MODERATE,2,1,25,0.5,69.23076923076923,2.2269028035780085,13,29,44.81923076923078
DISTRIBUTION_STRONG,2,1,25,0.5,30.76923076923077,0.038117648033747495,13,29,40.857692307692304
ACCUMULATION_STRONG,2,1,25,1.0,53.125,0.7289756018588351,32,29,41.546875
DISTRIBUTION_STRONG,2,1,25,1.0,33.33333333333333,-1.1379209722201233,12,29,43.84166666666666
ACCUMULATION_MODERATE,2,1,25,1.0,66.66666666666666,1.398853168508852,21,29,40.84285714285714
ACCUMULATION_STRONG,2,1,25,1.5,52.27272727272727,0.6471916868795895,44,29,42.62386363636363
DISTRIBUTION_STRONG,2,1,25,1.5,45.45454545454545,-0.5371111924293873,11,29,43.73636363636364
ACCUMULATION_MODERATE,2,1,25,1.5,66.66666666666666,1.2834599424535322,27,29,40.36481481481482
ACCUMULATION_STRONG,2,1,25,2.0,51.02040816326531,0.4918063570649215,49,29,42.224489795918366
DISTRIBUTION_STRONG,2,1,25,2.0,41.66666666666667,-0.9596288421839887,12,29,48.475
ACCUMULATION_MODERATE,2,1,25,2.0,71.875,1.4238977419964054,32,29,40.71875
ACCUMULATION_STRONG,2,1,30,0.5,47.05882352941176,1.397703069491423,17,29,40.75588235294118
ACCUMULATION_MODERATE,2,1,30,0.5,69.23076923076923,2.2269028035780085,13,29,44.81923076923078
DISTRIBUTION_STRONG,2,1,30,0.5,33.33333333333333,0.13677505810770474,12,29,41.81666666666667
ACCUMULATION_STRONG,2,1,30,1.0,51.61290322580645,0.7155305802138382,31,29,41.940322580645166
DISTRIBUTION_STRONG,2,1,30,1.0,27.27272727272727,-1.302742041974647,11,29,45.35
ACCUMULATION_MODERATE,2,1,30,1.0,66.66666666666666,1.398853168508852,21,29,40.84285714285714
ACCUMULATION_STRONG,2,1,30,1.5,51.162790697674424,0.6355968127871675,43,29,42.93255813953488
DISTRIBUTION_STRONG,2,1,30,1.5,40.0,-0.6583333911802896,10,29,45.385
ACCUMULATION_MODERATE,2,1,30,1.5,66.66666666666666,1.2834599424535322,27,29,40.36481481481482
ACCUMULATION_STRONG,2,1,30,2.0,51.06382978723404,0.5027202344341926,47,29,42.81702127659574
DISTRIBUTION_STRONG,2,1,30,2.0,41.66666666666667,-0.9596288421839887,12,29,48.475
ACCUMULATION_MODERATE,2,1,30,2.0,71.875,1.4238977419964054,32,29,40.71875
ACCUMULATION_STRONG,2,1,35,0.5,46.15384615384615,1.8076637778987439,13,29,43.573076923076925
ACCUMULATION_MODERATE,2,1,35,0.5,63.63636363636363,2.474717985087744,11,29,47.122727272727275
DISTRIBUTION_STRONG,2,1,35,0.5,42.857142857142854,0.5000627631885511,7,29,48.957142857142856
ACCUMULATION_STRONG,2,1,35,1.0,52.0,0.8623856524350617,25,29,44.334
DISTRIBUTION_STRONG,2,1,35,1.0,27.27272727272727,-1.302742041974647,11,29,45.35
ACCUMULATION_MODERATE,2,1,35,1.0,61.53846153846154,1.987224909143218,13,29,46.08461538461539
ACCUMULATION_STRONG,2,1,35,1.5,52.77777777777778,0.764081616068236,36,29,45.08472222222222
DISTRIBUTION_STRONG,2,1,35,1.5,40.0,-0.6583333911802896,10,29,45.385
ACCUMULATION_MODERATE,2,1,35,1.5,64.70588235294117,1.7665904352290025,17,29,45.06764705882353
ACCUMULATION_STRONG,2,1,35,2.0,52.5,0.5951031561753837,40,29,44.73375
DISTRIBUTION_STRONG,2,1,35,2.0,41.66666666666667,-0.9596288421839887,12,29,48.475
ACCUMULATION_MODERATE,2,1,35,2.0,72.72727272727273,1.8610612134787572,22,29,44.51363636363636
ACCUMULATION_STRONG,2,1,40,0.5,28.57142857142857,0.5489474727874913,7,29,48.199999999999996
DISTRIBUTION_STRONG,2,1,40,0.5,50.0,0.7221296963602203,6,29,50.80833333333333
ACCUMULATION_MODERATE,2,1,40,0.5,50.0,0.192354174566732,6,29,55.775
ACCUMULATION_STRONG,2,1,40,1.0,35.714285714285715,-0.05937030101788553,14,29,49.16071428571428
DISTRIBUTION_STRONG,2,1,40,1.0,28.57142857142857,-1.286351970660567,7,29,49.728571428571435
ACCUMULATION_MODERATE,2,1,40,1.0,42.857142857142854,-0.15776904806026953,7,29,54.021428571428565
ACCUMULATION_STRONG,2,1,40,1.5,33.33333333333333,-0.16622004722500391,21,29,50.36904761904762
DISTRIBUTION_STRONG,2,1,40,1.5,33.33333333333333,-0.8942092475808335,9,29,46.12777777777778
ACCUMULATION_MODERATE,2,1,40,1.5,50.0,0.17946053731439227,8,29,53.75
ACCUMULATION_STRONG,2,1,40,2.0,34.78260869565217,-0.21332626375805072,23,29,49.86521739130435
DISTRIBUTION_STRONG,2,1,40,2.0,36.36363636363637,-1.1800086747847702,11,29,49.36363636363637
ACCUMULATION_MODERATE,2,1,40,2.0,66.66666666666666,0.8814550260983532,12,29,50.42916666666667
ACCUMULATION_STRONG,2,2,15,0.5,65.0,1.1293742796049508,20,29,35.8225
ACCUMULATION_MODERATE,2,2,15,0.5,66.66666666666666,2.1056170693324865,12,29,44.59583333333333
DISTRIBUTION_STRONG,2,2,15,0.5,30.76923076923077,-0.80315710816417,13,29,38.15384615384615
ACCUMULATION_STRONG,2,2,15,1.0,61.53846153846154,0.8377194869418838,39,29,35.41538461538462
DISTRIBUTION_STRONG,2,2,15,1.0,26.666666666666668,-2.7091058000760233,15,29,39.349999999999994
ACCUMULATION_MODERATE,2,2,15,1.0,72.22222222222221,1.482430046705868,18,29,41.39444444444445
ACCUMULATION_STRONG,2,2,15,1.5,60.37735849056604,1.1755194844068664,53,29,36.23018867924528
DISTRIBUTION_STRONG,2,2,15,1.5,27.27272727272727,-0.5135806878648351,11,29,37.127272727272725
ACCUMULATION_MODERATE,2,2,15,1.5,66.66666666666666,1.3210057599527936,24,29,40.71875
ACCUMULATION_STRONG,2,2,15,2.0,60.3448275862069,1.0408273028412216,58,29,35.78189655172414
DISTRIBUTION_STRONG,2,2,15,2.0,27.27272727272727,-1.4814740580198127,11,29,44.26818181818181
ACCUMULATION_MODERATE,2,2,15,2.0,71.42857142857143,1.3433068658942813,28,29,41.15714285714285
ACCUMULATION_STRONG,2,2,20,0.5,58.82352941176471,1.1144639506454457,17,29,38.92647058823529
ACCUMULATION_MODERATE,2,2,20,0.5,66.66666666666666,2.1056170693324865,12,29,44.59583333333333
DISTRIBUTION_STRONG,2,2,20,0.5,33.33333333333333,-0.7041309976346627,12,29,39.9
ACCUMULATION_STRONG,2,2,20,1.0,59.375,0.8607672167229077,32,29,39.3234375
DISTRIBUTION_STRONG,2,2,20,1.0,28.57142857142857,-2.808523043102247,14,29,40.82857142857142
ACCUMULATION_MODERATE,2,2,20,1.0,72.22222222222221,1.482430046705868,18,29,41.39444444444445
ACCUMULATION_STRONG,2,2,20,1.5,57.77777777777777,1.2413057604501019,45,29,39.526666666666664
DISTRIBUTION_STRONG,2,2,20,1.5,27.27272727272727,-0.5135806878648351,11,29,37.127272727272725
ACCUMULATION_MODERATE,2,2,20,1.5,66.66666666666666,1.3210057599527936,24,29,40.71875
ACCUMULATION_STRONG,2,2,20,2.0,57.99999999999999,1.0784842022296306,50,29,38.677
DISTRIBUTION_STRONG,2,2,20,2.0,27.27272727272727,-1.4814740580198127,11,29,44.26818181818181
ACCUMULATION_MODERATE,2,2,20,2.0,71.42857142857143,1.3433068658942813,28,29,41.15714285714285
ACCUMULATION_STRONG,2,2,25,0.5,60.0,1.6274147545740971,15,29,41.166666666666664
ACCUMULATION_MODERATE,2,2,25,0.5,72.72727272727273,2.454431384512061,11,29,46.65
DISTRIBUTION_STRONG,2,2,25,0.5,36.36363636363637,-0.3989223373293233,11,29,41.57727272727273
ACCUMULATION_STRONG,2,2,25,1.0,57.14285714285714,0.91911308815918,28,29,41.8625
DISTRIBUTION_STRONG,2,2,25,1.0,33.33333333333333,-1.1153950249779438,12,29,43.84166666666666
ACCUMULATION_MODERATE,2,2,25,1.0,76.47058823529412,1.6714753669616735,17,29,42.53529411764706
ACCUMULATION_STRONG,2,2,25,1.5,56.41025641025641,0.8536323083715649,39,29,42.282051282051285
DISTRIBUTION_STRONG,2,2,25,1.5,37.5,0.5046410923167686,8,29,43.112500000000004
ACCUMULATION_MODERATE,2,2,25,1.5,69.56521739130434,1.4537164624569512,23,29,41.53260869565217
ACCUMULATION_STRONG,2,2,25,2.0,54.761904761904766,0.6580167213535075,42,29,41.9
DISTRIBUTION_STRONG,2,2,25,2.0,33.33333333333333,-0.9366576811111688,9,29,49.49999999999999
ACCUMULATION_MODERATE,2,2,25,2.0,74.07407407407408,1.4571826904697298,27,29,41.86666666666667
ACCUMULATION_STRONG,2,2,30,0.5,60.0,1.6274147545740971,15,29,41.166666666666664
ACCUMULATION_MODERATE,2,2,30,0.5,72.72727272727273,2.454431384512061,11,29,46.65
DISTRIBUTION_STRONG,2,2,30,0.5,40.0,0.0805437060087083,10,29,42.8
ACCUMULATION_STRONG,2,2,30,1.0,55.55555555555556,0.7607993962128669,27,29,42.32592592592592
DISTRIBUTION_STRONG,2,2,30,1.0,27.27272727272727,-1.5999638953858542,11,29,45.35
ACCUMULATION_MODERATE,2,2,30,1.0,76.47058823529412,1.6714753669616735,17,29,42.53529411764706
ACCUMULATION_STRONG,2,2,30,1.5,55.26315789473685,0.7394230856784577,38,29,42.62236842105262
DISTRIBUTION_STRONG,2,2,30,1.5,28.57142857142857,-0.025390544424988955,7,29,45.37857142857143
ACCUMULATION_MODERATE,2,2,30,1.5,69.56521739130434,1.4537164624569512,23,29,41.53260869565217
ACCUMULATION_STRONG,2,2,30,2.0,55.00000000000001,0.6664495518911688,40,29,42.58
DISTRIBUTION_STRONG,2,2,30,2.0,33.33333333333333,-0.9366576811111688,9,29,49.49999999999999
ACCUMULATION_MODERATE,2,2,30,2.0,74.07407407407408,1.4571826904697298,27,29,41.86666666666667
ACCUMULATION_STRONG,2,2,35,0.5,66.66666666666666,2.0053402487566356,12,29,43.56666666666667
ACCUMULATION_MODERATE,2,2,35,0.5,80.0,2.7935908035964734,10,29,48.22
DISTRIBUTION_STRONG,2,2,35,0.5,50.0,0.6806821002894795,6,29,50.00833333333333
ACCUMULATION_STRONG,2,2,35,1.0,59.09090909090909,0.8695386314320281,22,29,44.66818181818182
DISTRIBUTION_STRONG,2,2,35,1.0,27.27272727272727,-1.5999638953858542,11,29,45.35
ACCUMULATION_MODERATE,2,2,35,1.0,75.0,1.9425755690302058,12,29,46.9125
ACCUMULATION_STRONG,2,2,35,1.5,59.375,0.8477130844141788,32,29,44.634375
DISTRIBUTION_STRONG,2,2,35,1.5,28.57142857142857,-0.025390544424988955,7,29,45.37857142857143
ACCUMULATION_MODERATE,2,2,35,1.5,68.75,1.753701844831944,16,29,45.625
ACCUMULATION_STRONG,2,2,35,2.0,58.82352941176471,0.7554918682682082,34,29,44.46617647058823
DISTRIBUTION_STRONG,2,2,35,2.0,33.33333333333333,-0.9366576811111688,9,29,49.49999999999999
ACCUMULATION_MODERATE,2,2,35,2.0,75.0,1.6983841761741965,20,29,45.25750000000001
ACCUMULATION_STRONG,2,2,40,0.5,66.66666666666666,0.571056224722224,6,29,48.95833333333332
DISTRIBUTION_STRONG,2,2,40,0.5,40.0,0.6146781168059212,5,29,52.44
ACCUMULATION_MODERATE,2,2,40,0.5,66.66666666666666,0.8041487511940869,6,29,55.775
ACCUMULATION_STRONG,2,2,40,1.0,58.333333333333336,-0.04862221651936579,12,29,50.162499999999994
DISTRIBUTION_STRONG,2,2,40,1.0,14.285714285714285,-1.5967718590244486,7,29,49.728571428571435
ACCUMULATION_MODERATE,2,2,40,1.0,57.14285714285714,-0.29032165651339564,7,29,54.021428571428565
ACCUMULATION_STRONG,2,2,40,1.5,55.55555555555556,-0.24874417702476354,18,29,50.13055555555556
DISTRIBUTION_STRONG,2,2,40,1.5,33.33333333333333,0.018283321742814735,6,29,46.491666666666674
ACCUMULATION_MODERATE,2,2,40,1.5,62.5,0.34382224093503977,8,29,53.75
ACCUMULATION_STRONG,2,2,40,2.0,57.89473684210527,-0.2289049073836821,19,29,49.92368421052631
DISTRIBUTION_STRONG,2,2,40,2.0,37.5,-1.0178106735710881,8,29,50.85
ACCUMULATION_MODERATE,2,2,40,2.0,75.0,0.7215859944710953,12,29,50.42916666666667
ACCUMULATION_STRONG,2,3,15,0.5,83.33333333333334,0.780163489566563,18,29,33.98888888888888
ACCUMULATION_MODERATE,2,3,15,0.5,66.66666666666666,2.8715262257072443,9,29,42.02777777777777
DISTRIBUTION_STRONG,2,3,15,0.5,22.22222222222222,-1.4916189266931044,9,29,37.80555555555556
ACCUMULATION_STRONG,2,3,15,1.0,72.72727272727273,0.8398467670553366,33,29,33.82121212121212
DISTRIBUTION_STRONG,2,3,15,1.0,36.36363636363637,-2.732025430834326,11,29,36.89545454545454
ACCUMULATION_MODERATE,2,3,15,1.0,69.23076923076923,1.6418906603051144,13,29,40.13461538461539
ACCUMULATION_STRONG,2,3,15,1.5,68.18181818181817,0.969852834704088,44,29,34.80795454545454
DISTRIBUTION_STRONG,2,3,15,1.5,37.5,-0.6819185157808214,8,29,33.35625
ACCUMULATION_MODERATE,2,3,15,1.5,66.66666666666666,1.2418235042987145,18,29,39.00277777777779
ACCUMULATION_STRONG,2,3,15,2.0,69.38775510204081,1.128056546627123,49,29,34.422448979591834
DISTRIBUTION_STRONG,2,3,15,2.0,42.857142857142854,-0.4281820412927158,7,29,42.557142857142864
ACCUMULATION_MODERATE,2,3,15,2.0,65.0,1.1453109771492003,20,29,39.129999999999995
ACCUMULATION_STRONG,2,3,20,0.5,80.0,0.5185554898214216,15,29,37.14
ACCUMULATION_MODERATE,2,3,20,0.5,66.66666666666666,2.8715262257072443,9,29,42.02777777777777
DISTRIBUTION_STRONG,2,3,20,0.5,25.0,-1.356642786170634,8,29,40.38125
ACCUMULATION_STRONG,2,3,20,1.0,73.07692307692307,0.6344055542619014,26,29,38.20192307692307
DISTRIBUTION_STRONG,2,3,20,1.0,40.0,-2.731470164718594,10,29,38.72
ACCUMULATION_MODERATE,2,3,20,1.0,69.23076923076923,1.6418906603051144,13,29,40.13461538461539
ACCUMULATION_STRONG,2,3,20,1.5,66.66666666666666,0.797654103693654,36,29,38.61249999999999
DISTRIBUTION_STRONG,2,3,20,1.5,37.5,-0.6819185157808214,8,29,33.35625
ACCUMULATION_MODERATE,2,3,20,1.5,66.66666666666666,1.2418235042987145,18,29,39.00277777777779
ACCUMULATION_STRONG,2,3,20,2.0,68.29268292682927,1.0077266778224563,41,29,37.68780487804877
DISTRIBUTION_STRONG,2,3,20,2.0,42.857142857142854,-0.4281820412927158,7,29,42.557142857142864
ACCUMULATION_MODERATE,2,3,20,2.0,65.0,1.1453109771492003,20,29,39.129999999999995
ACCUMULATION_STRONG,2,3,25,0.5,84.61538461538461,1.1533466445735234,13,29,39.45
ACCUMULATION_MODERATE,2,3,25,0.5,62.5,3.1951655978787388,8,29,44.53125
DISTRIBUTION_STRONG,2,3,25,0.5,28.57142857142857,-0.9446177893055693,7,29,43.08571428571429
ACCUMULATION_STRONG,2,3,25,1.0,72.72727272727273,0.7460262725480238,22,29,41.22954545454545
ACCUMULATION_MODERATE,2,3,25,1.0,66.66666666666666,1.7551806113026,12,29,41.64583333333333
DISTRIBUTION_STRONG,2,3,25,1.0,50.0,-0.5841199607110823,8,29,42.712500000000006
ACCUMULATION_STRONG,2,3,25,1.5,66.66666666666666,0.5325966266503459,30,29,42.011666666666656
DISTRIBUTION_STRONG,2,3,25,1.5,40.0,-0.18422198439963466,5,29,40.67
ACCUMULATION_MODERATE,2,3,25,1.5,64.70588235294117,1.2982595193553863,17,29,40.00294117647059
ACCUMULATION_STRONG,2,3,25,2.0,66.66666666666666,0.6623140477370962,33,29,41.550000000000004
DISTRIBUTION_STRONG,2,3,25,2.0,40.0,-0.7947137421803557,5,29,51.29
ACCUMULATION_MODERATE,2,3,25,2.0,63.1578947368421,1.1907267523499325,19,29,40.03157894736843
ACCUMULATION_STRONG,2,3,30,0.5,84.61538461538461,1.1533466445735234,13,29,39.45
ACCUMULATION_MODERATE,2,3,30,0.5,62.5,3.1951655978787388,8,29,44.53125
DISTRIBUTION_STRONG,2,3,30,0.5,33.33333333333333,-0.25669380725995194,6,29,45.375
ACCUMULATION_STRONG,2,3,30,1.0,71.42857142857143,0.5400198244989167,21,29,41.79523809523809
ACCUMULATION_MODERATE,2,3,30,1.0,66.66666666666666,1.7551806113026,12,29,41.64583333333333
DISTRIBUTION_STRONG,2,3,30,1.0,42.857142857142854,-0.7316885230762014,7,29,44.92142857142858
ACCUMULATION_STRONG,2,3,30,1.5,65.51724137931035,0.3760599006183138,29,29,42.44827586206895
ACCUMULATION_MODERATE,2,3,30,1.5,64.70588235294117,1.2982595193553863,17,29,40.00294117647059
ACCUMULATION_STRONG,2,3,30,2.0,67.74193548387096,0.555905221599666,31,29,42.40483870967741
DISTRIBUTION_STRONG,2,3,30,2.0,40.0,-0.7947137421803557,5,29,51.29
ACCUMULATION_MODERATE,2,3,30,2.0,63.1578947368421,1.1907267523499325,19,29,40.03157894736843
ACCUMULATION_STRONG,2,3,35,0.5,80.0,1.2670194336679608,10,29,41.815000000000005
ACCUMULATION_MODERATE,2,3,35,0.5,71.42857142857143,3.7686929805667555,7,29,46.47142857142857
ACCUMULATION_STRONG,2,3,35,1.0,64.70588235294117,0.4363537726305551,17,29,44.25
ACCUMULATION_MODERATE,2,3,35,1.0,66.66666666666666,1.9313003148896202,9,29,45.11666666666666
DISTRIBUTION_STRONG,2,3,35,1.0,42.857142857142854,-0.7316885230762014,7,29,44.92142857142858
ACCUMULATION_STRONG,2,3,35,1.5,58.333333333333336,0.23773067263492978,24,29,44.76249999999999
ACCUMULATION_MODERATE,2,3,35,1.5,66.66666666666666,1.557612490087011,12,29,43.4375
ACCUMULATION_STRONG,2,3,35,2.0,61.53846153846154,0.4628023421114177,26,29,44.532692307692294
DISTRIBUTION_STRONG,2,3,35,2.0,40.0,-0.7947137421803557,5,29,51.29
ACCUMULATION_MODERATE,2,3,35,2.0,64.28571428571429,1.3746247390465203,14,29,42.98571428571429
ACCUMULATION_STRONG,2,3,40,1.0,44.44444444444444,-1.2192549423860202,9,29,49.55555555555556
ACCUMULATION_MODERATE,2,3,40,1.0,40.0,-1.452092479725563,5,29,52.21999999999999
ACCUMULATION_STRONG,2,3,40,1.5,38.46153846153847,-1.411693704441023,13,29,50.83076923076922
ACCUMULATION_MODERATE,2,3,40,1.5,40.0,-1.452092479725563,5,29,52.21999999999999
ACCUMULATION_STRONG,2,3,40,2.0,42.857142857142854,-0.8712984302237992,14,29,50.49999999999999
ACCUMULATION_MODERATE,2,3,40,2.0,42.857142857142854,-0.9581522761458092,7,29,48.80714285714286
ACCUMULATION_STRONG,2,4,15,0.5,50.0,0.34271106297212367,12,29,31.20416666666667
ACCUMULATION_MODERATE,2,4,15,0.5,85.71428571428571,4.457798029047337,7,29,36.192857142857136
DISTRIBUTION_STRONG,2,4,15,0.5,14.285714285714285,-2.301346064499309,7,29,36.07857142857143
ACCUMULATION_STRONG,2,4,15,1.0,65.21739130434783,1.0507483825854134,23,29,31.036956521739132
DISTRIBUTION_STRONG,2,4,15,1.0,25.0,-3.3568680248693292,8,29,35.38125
ACCUMULATION_MODERATE,2,4,15,1.0,72.72727272727273,2.47618498806437,11,29,36.07727272727272
ACCUMULATION_STRONG,2,4,15,1.5,63.33333333333333,1.0200488606037221,30,29,32.65
DISTRIBUTION_STRONG,2,4,15,1.5,33.33333333333333,-0.6185378853223074,6,29,30.983333333333334
ACCUMULATION_MODERATE,2,4,15,1.5,73.33333333333333,2.1030801626933218,15,29,35.81666666666667
ACCUMULATION_STRONG,2,4,15,2.0,61.76470588235294,1.0295520965156437,34,29,32.273529411764706
DISTRIBUTION_STRONG,2,4,15,2.0,40.0,-0.4917599473316228,5,29,43.39
ACCUMULATION_MODERATE,2,4,15,2.0,76.47058823529412,2.0697542747021758,17,29,36.34117647058824
ACCUMULATION_STRONG,2,4,20,0.5,55.55555555555556,0.09267583121528661,9,29,35.52777777777778
ACCUMULATION_MODERATE,2,4,20,0.5,85.71428571428571,4.457798029047337,7,29,36.192857142857136
DISTRIBUTION_STRONG,2,4,20,0.5,16.666666666666664,-2.3067937686238387,6,29,39.225
ACCUMULATION_STRONG,2,4,20,1.0,62.5,0.7997968655572552,16,29,36.9375
DISTRIBUTION_STRONG,2,4,20,1.0,28.57142857142857,-3.5624708752419494,7,29,37.77142857142858
ACCUMULATION_MODERATE,2,4,20,1.0,72.72727272727273,2.47618498806437,11,29,36.07727272727272
ACCUMULATION_STRONG,2,4,20,1.5,59.09090909090909,0.7869706725137391,22,29,38.09090909090909
DISTRIBUTION_STRONG,2,4,20,1.5,33.33333333333333,-0.6185378853223074,6,29,30.983333333333334
ACCUMULATION_MODERATE,2,4,20,1.5,73.33333333333333,2.1030801626933218,15,29,35.81666666666667
ACCUMULATION_STRONG,2,4,20,2.0,57.692307692307686,0.8352561637970185,26,29,36.76153846153846
DISTRIBUTION_STRONG,2,4,20,2.0,40.0,-0.4917599473316228,5,29,43.39
ACCUMULATION_MODERATE,2,4,20,2.0,76.47058823529412,2.0697542747021758,17,29,36.34117647058824
ACCUMULATION_STRONG,2,4,25,0.5,71.42857142857143,1.6219269124881153,7,29,39.357142857142854
ACCUMULATION_MODERATE,2,4,25,0.5,83.33333333333334,4.5479330974973236,6,29,38.55833333333334
DISTRIBUTION_STRONG,2,4,25,0.5,20.0,-1.9745246872341873,5,29,42.78
ACCUMULATION_STRONG,2,4,25,1.0,66.66666666666666,1.4984538527326776,12,29,42.06666666666667
ACCUMULATION_MODERATE,2,4,25,1.0,70.0,2.3321047250360647,10,29,37.485
DISTRIBUTION_STRONG,2,4,25,1.0,40.0,-0.10701608707210145,5,29,43.779999999999994
ACCUMULATION_STRONG,2,4,25,1.5,62.5,0.6388442207232791,16,29,44.26875
ACCUMULATION_MODERATE,2,4,25,1.5,71.42857142857143,1.9735153444323148,14,29,36.80357142857143
ACCUMULATION_STRONG,2,4,25,2.0,61.111111111111114,0.6137640474306226,18,29,43.43055555555556
ACCUMULATION_MODERATE,2,4,25,2.0,75.0,1.9543021907243485,16,29,37.237500000000004
ACCUMULATION_STRONG,2,4,30,0.5,71.42857142857143,1.6219269124881153,7,29,39.357142857142854
ACCUMULATION_MODERATE,2,4,30,0.5,83.33333333333334,4.5479330974973236,6,29,38.55833333333334
ACCUMULATION_STRONG,2,4,30,1.0,63.63636363636363,1.2472610752023892,11,29,43.22272727272727
ACCUMULATION_MODERATE,2,4,30,1.0,70.0,2.3321047250360647,10,29,37.485
ACCUMULATION_STRONG,2,4,30,1.5,60.0,0.3973288750671076,15,29,45.263333333333335
ACCUMULATION_MODERATE,2,4,30,1.5,71.42857142857143,1.9735153444323148,14,29,36.80357142857143
ACCUMULATION_STRONG,2,4,30,2.0,62.5,0.48868169968695274,16,29,45.321875
ACCUMULATION_MODERATE,2,4,30,2.0,75.0,1.9543021907243485,16,29,37.237500000000004
ACCUMULATION_STRONG,2,4,35,0.5,66.66666666666666,1.6978658637826454,6,29,40.608333333333334
ACCUMULATION_MODERATE,2,4,35,0.5,80.0,5.424973217253292,5,29,40.08
ACCUMULATION_STRONG,2,4,35,1.0,55.55555555555556,0.9316150035576762,9,29,45.87222222222223
ACCUMULATION_MODERATE,2,4,35,1.0,57.14285714285714,2.4792698985824315,7,29,40.16428571428571
ACCUMULATION_STRONG,2,4,35,1.5,53.84615384615385,0.04804587159995533,13,29,47.41153846153846
ACCUMULATION_MODERATE,2,4,35,1.5,66.66666666666666,2.233871154391972,9,29,39.605555555555554
ACCUMULATION_STRONG,2,4,35,2.0,57.14285714285714,0.17739788569886059,14,29,47.324999999999996
ACCUMULATION_MODERATE,2,4,35,2.0,72.72727272727273,2.158587329005901,11,29,39.72727272727273
ACCUMULATION_STRONG,2,4,40,1.0,20.0,-0.6256340780118006,5,29,52.260000000000005
ACCUMULATION_STRONG,2,4,40,1.5,25.0,-1.493753365478478,8,29,53.59375
ACCUMULATION_STRONG,2,4,40,2.0,33.33333333333333,-1.1212280949825775,9,29,52.772222222222226
ACCUMULATION_MODERATE,2,4,40,2.0,60.0,-2.2423032672249654,5,29,43.35
ACCUMULATION_STRONG,2,5,15,0.5,72.72727272727273,1.162472179194417,11,29,30.55
ACCUMULATION_STRONG,2,5,15,1.0,80.0,1.354235306673183,20,29,28.43
ACCUMULATION_STRONG,2,5,15,1.5,76.0,2.208605894589281,25,29,29.554000000000002
ACCUMULATION_MODERATE,2,5,15,1.5,80.0,7.336068823686868,5,29,32.88
ACCUMULATION_STRONG,2,5,15,2.0,76.92307692307693,2.179151770396923,26,29,29.275
ACCUMULATION_MODERATE,2,5,15,2.0,83.33333333333334,6.583232541489611,6,29,34.074999999999996
ACCUMULATION_STRONG,2,5,20,0.5,62.5,1.2195884723152304,8,29,35.16875
