date,symbol,total_market_volume,Close,Open,High,Low,total_off_exchange_volume,short_volume,short_exempt_volume,on_exchange_volume,off_exchange_pct,on_exchange_pct,short_pct_of_off_exchange
2025-01-27 00:00:00-05:00,SNPS,1840200,510.7300109863281,523.280029296875,530.0,502.19000244140625,0,0,0,1840200,0,100,0
2025-01-28 00:00:00-05:00,SNPS,1606500,526.1199951171875,510.20001220703125,527.8400268554688,504.0,0,0,0,1606500,0,100,0
2025-01-29 00:00:00-05:00,SNPS,891600,512.7100219726562,523.6099853515625,523.9600219726562,511.2200012207031,0,0,0,891600,0,100,0
2025-01-30 00:00:00-05:00,SNPS,741000,526.3599853515625,515.9000244140625,528.1500244140625,515.739990234375,0,0,0,741000,0,100,0
2025-01-31 00:00:00-05:00,SNPS,1095000,525.47998046875,528.260009765625,533.97998046875,523.469970703125,0,0,0,1095000,0,100,0
2025-02-03 00:00:00-05:00,SNPS,765400,520.25,511.69000244140625,526.1099853515625,510.0,0,0,0,765400,0,100,0
2025-02-04 00:00:00-05:00,SNPS,859400,523.8800048828125,516.9099731445312,524.3499755859375,514.8200073242188,0,0,0,859400,0,100,0
2025-02-05 00:00:00-05:00,SNPS,547500,528.4199829101562,524.5700073242188,529.6400146484375,515.7899780273438,0,0,0,547500,0,100,0
2025-02-06 00:00:00-05:00,SNPS,683800,533.1799926757812,530.989990234375,536.0399780273438,528.8800048828125,0,0,0,683800,0,100,0
2025-02-07 00:00:00-05:00,SNPS,703100,525.8200073242188,536.0,545.6500244140625,522.0,0,0,0,703100,0,100,0
2025-02-10 00:00:00-05:00,SNPS,769000,531.3300170898438,527.8499755859375,536.2100219726562,526.27001953125,0,0,0,769000,0,100,0
2025-02-11 00:00:00-05:00,SNPS,431600,529.1400146484375,526.8099975585938,530.030029296875,524.5800170898438,0,0,0,431600,0,100,0
2025-02-12 00:00:00-05:00,SNPS,979700,509.7099914550781,513.5800170898438,517.719970703125,507.95001220703125,0,0,0,979700,0,100,0
2025-02-13 00:00:00-05:00,SNPS,1049100,528.2899780273438,509.7099914550781,529.3699951171875,508.30999755859375,0,0,0,1049100,0,100,0
2025-02-14 00:00:00-05:00,SNPS,943700,522.530029296875,527.3599853515625,527.6599731445312,519.4099731445312,0,0,0,943700,0,100,0
2025-02-18 00:00:00-05:00,SNPS,1118700,525.0,527.9600219726562,528.0,516.0700073242188,0,0,0,1118700,0,100,0
2025-02-19 00:00:00-05:00,SNPS,2417700,500.9800109863281,521.27001953125,521.27001953125,486.57000732421875,0,0,0,2417700,0,100,0
2025-02-20 00:00:00-05:00,SNPS,1270900,493.9700012207031,502.4100036621094,505.1700134277344,493.4800109863281,0,0,0,1270900,0,100,0
2025-02-21 00:00:00-05:00,SNPS,1371000,474.8399963378906,493.739990234375,493.739990234375,472.739990234375,0,0,0,1371000,0,100,0
2025-02-24 00:00:00-05:00,SNPS,1374000,470.0799865722656,479.2799987792969,481.1300048828125,465.0,0,0,0,1374000,0,100,0
2025-02-25 00:00:00-05:00,SNPS,1867300,457.95001220703125,467.6400146484375,469.2699890136719,457.0,0,0,0,1867300,0,100,0
2025-02-26 00:00:00-05:00,SNPS,1540300,470.4599914550781,465.0,476.7099914550781,462.25,0,0,0,1540300,0,100,0
2025-02-27 00:00:00-05:00,SNPS,2037000,454.7099914550781,481.5,488.0,454.04998779296875,0,0,0,2037000,0,100,0
2025-02-28 00:00:00-05:00,SNPS,1581700,457.2799987792969,462.2900085449219,463.4800109863281,448.1099853515625,0,0,0,1581700,0,100,0
2025-03-03 00:00:00-05:00,SNPS,2101900,443.260009765625,463.57000732421875,467.7300109863281,442.2900085449219,0,0,0,2101900,0,100,0
2025-03-04 00:00:00-05:00,SNPS,1641100,445.4700012207031,440.3699951171875,451.9700012207031,429.7699890136719,0,0,0,1641100,0,100,0
