analysis_days,holding_days,off_exchange_threshold,price_stability_threshold,trade_count,avg_return,hit_rate,avg_off_exchange
4,3,20,2.5,1296,0.812,57.099,40.483
4,3,25,0.5,302,0.913,56.954,40.754
4,3,25,1.0,582,0.751,58.076,40.859
4,3,25,1.5,843,0.889,57.77,40.594
4,3,25,2.0,1080,0.842,56.574,40.608
4,3,25,2.5,1292,0.828,57.276,40.533
4,3,30,0.5,286,0.992,56.643,41.449
4,3,30,1.0,558,0.784,57.527,41.4
4,3,30,1.5,805,0.922,57.267,41.178
4,3,30,2.0,1034,0.847,56.093,41.154
4,3,30,2.5,1232,0.844,56.899,41.128
4,3,35,0.5,230,1.145,55.217,43.47
4,3,35,1.0,452,0.799,56.416,43.369
4,3,35,1.5,646,0.91,56.502,43.197
4,3,35,2.0,827,0.784,55.381,43.227
4,3,35,2.5,984,0.877,57.012,43.205
4,3,40,0.5,127,1.898,62.992,48.445
4,3,40,1.0,248,1.114,58.468,48.122
4,3,40,1.5,352,1.126,58.807,47.863
4,3,40,2.0,456,1.072,58.114,47.817
4,3,40,2.5,543,1.211,60.405,47.725
4,3,45,0.5,62,3.757,62.903,54.844
4,3,45,1.0,122,1.251,54.918,54.259
4,3,45,1.5,164,1.488,57.317,54.356
4,3,45,2.0,217,1.533,56.682,54.001
4,3,45,2.5,255,1.718,59.216,53.939
4,3,50,0.5,42,4.68,66.667,58.407
4,3,50,1.0,80,1.901,55.0,57.752
4,3,50,1.5,105,2.21,57.143,58.213
4,3,50,2.0,132,1.913,56.818,58.289
4,3,50,2.5,152,2.023,59.211,58.388
4,4,20,0.5,300,0.977,56.333,40.769
4,4,20,1.0,577,1.131,59.445,40.834
4,4,20,1.5,834,1.162,58.993,40.563
4,4,20,2.0,1071,1.083,57.796,40.504
4,4,20,2.5,1284,1.088,57.71,40.432
4,4,25,0.5,300,0.977,56.333,40.769
4,4,25,1.0,577,1.131,59.445,40.834
4,4,25,1.5,834,1.162,58.993,40.563
4,4,25,2.0,1068,1.097,57.865,40.549
4,4,25,2.5,1280,1.105,57.812,40.482
4,4,30,0.5,284,1.028,55.634,41.47
4,4,30,1.0,553,1.169,58.951,41.379
4,4,30,1.5,796,1.218,58.794,41.152
4,4,30,2.0,1022,1.105,57.632,41.098
4,4,30,2.5,1220,1.136,57.787,41.081
4,4,35,0.5,229,1.125,56.332,43.462
4,4,35,1.0,449,1.164,59.02,43.315
4,4,35,1.5,640,1.179,58.125,43.139
4,4,35,2.0,819,1.015,56.777,43.132
4,4,35,2.5,976,1.159,57.787,43.126
4,4,40,0.5,126,1.852,59.524,48.47
4,4,40,1.0,245,1.644,58.367,48.08
4,4,40,1.5,347,1.45,58.213,47.802
4,4,40,2.0,449,1.35,58.129,47.701
4,4,40,2.5,536,1.565,59.515,47.626
4,4,45,0.5,61,3.107,55.738,55.0
4,4,45,1.0,119,1.689,54.622,54.327
4,4,45,1.5,159,1.777,56.604,54.428
4,4,45,2.0,210,1.686,57.619,53.958
4,4,45,2.5,248,1.997,58.871,53.901
4,4,50,0.5,42,4.128,54.762,58.407
4,4,50,1.0,79,2.636,55.696,57.707
4,4,50,1.5,103,2.682,56.311,58.195
4,4,50,2.0,128,2.325,57.812,58.196
4,4,50,2.5,148,2.46,58.108,58.311
4,5,20,0.5,296,1.313,58.108,40.842
4,5,20,1.0,570,1.566,58.772,40.881
4,5,20,1.5,825,1.605,58.061,40.588
4,5,20,2.0,1059,1.691,58.451,40.535
4,5,20,2.5,1272,1.6,58.569,40.457
4,5,25,0.5,296,1.313,58.108,40.842
4,5,25,1.0,570,1.566,58.772,40.881
4,5,25,1.5,825,1.605,58.061,40.588
4,5,25,2.0,1056,1.706,58.523,40.581
4,5,25,2.5,1268,1.614,58.675,40.508
4,5,30,0.5,280,1.421,58.214,41.557
4,5,30,1.0,546,1.639,58.791,41.435
4,5,30,1.5,787,1.68,58.069,41.185
4,5,30,2.0,1010,1.74,58.416,41.138
4,5,30,2.5,1208,1.676,58.775,41.114
4,5,35,0.5,228,1.689,59.649,43.471
4,5,35,1.0,446,1.736,58.296,43.323
4,5,35,1.5,635,1.683,57.48,43.145
4,5,35,2.0,812,1.751,57.759,43.15
4,5,35,2.5,969,1.752,58.617,43.141
4,5,40,0.5,125,2.684,64.0,48.527
4,5,40,1.0,243,2.411,58.025,48.107
4,5,40,1.5,343,2.102,57.434,47.85
4,5,40,2.0,445,2.27,58.876,47.736
4,5,40,2.5,532,2.339,60.15,47.655
4,5,45,0.5,61,3.699,65.574,55.0
4,5,45,1.0,118,2.346,56.78,54.379
4,5,45,1.5,157,2.509,59.236,54.527
4,5,45,2.0,208,2.785,62.981,54.028
4,5,45,2.5,246,2.865,63.008,53.961
4,5,50,0.5,42,4.96,64.286,58.407
4,5,50,1.0,79,3.458,55.696,57.707
4,5,50,1.5,103,3.668,59.223,58.195
4,5,50,2.0,128,3.423,62.5,58.196
4,5,50,2.5,148,3.417,62.838,58.311
4,6,20,0.5,295,1.203,54.576,40.854
4,6,20,1.0,566,1.558,58.481,40.906
4,6,20,1.5,820,1.812,59.878,40.612
4,6,20,2.0,1053,1.803,60.209,40.56
4,6,20,2.5,1265,1.787,60.237,40.48
4,6,25,0.5,295,1.203,54.576,40.854
4,6,25,1.0,566,1.558,58.481,40.906
4,6,25,1.5,820,1.812,59.878,40.612
4,6,25,2.0,1050,1.815,60.286,40.606
4,6,25,2.5,1261,1.797,60.27,40.531
4,6,30,0.5,279,1.414,55.197,41.573
4,6,30,1.0,542,1.681,58.487,41.465
4,6,30,1.5,782,1.921,59.591,41.214
4,6,30,2.0,1004,1.878,60.06,41.168
4,6,30,2.5,1201,1.893,60.45,41.142
4,6,35,0.5,227,1.711,56.388,43.498
4,6,35,1.0,442,1.791,58.597,43.377
4,6,35,1.5,631,2.037,59.113,43.182
4,6,35,2.0,808,1.967,59.158,43.178
4,6,35,2.5,964,2.048,59.959,43.17
4,6,40,0.5,125,2.851,60.0,48.527
4,6,40,1.0,243,2.592,60.082,48.107
4,6,40,1.5,343,2.679,60.933,47.85
4,6,40,2.0,445,2.655,61.348,47.736
4,6,40,2.5,532,2.762,62.97,47.655
4,6,45,0.5,61,4.081,60.656,55.0
4,6,45,1.0,118,2.717,57.627,54.379
4,6,45,1.5,157,3.288,59.873,54.527
4,6,45,2.0,208,3.181,61.538,54.028
4,6,45,2.5,246,3.176,62.602,53.961
4,6,50,0.5,42,4.354,57.143,58.407
4,6,50,1.0,79,3.629,58.228,57.707
4,6,50,1.5,103,4.373,61.165,58.195
4,6,50,2.0,128,3.872,62.5,58.196
4,6,50,2.5,148,3.881,64.189,58.311
4,7,20,0.5,292,1.579,56.507,40.898
4,7,20,1.0,561,1.965,60.428,40.947
4,7,20,1.5,814,2.088,61.057,40.639
4,7,20,2.0,1044,2.02,61.111,40.563
4,7,20,2.5,1252,1.943,60.623,40.494
4,7,25,0.5,292,1.579,56.507,40.898
4,7,25,1.0,561,1.965,60.428,40.947
4,7,25,1.5,814,2.088,61.057,40.639
4,7,25,2.0,1041,2.035,61.191,40.609
4,7,25,2.5,1248,1.95,60.657,40.545
4,7,30,0.5,276,1.815,57.246,41.627
4,7,30,1.0,537,2.102,60.521,41.513
4,7,30,1.5,776,2.211,60.825,41.247
4,7,30,2.0,995,2.098,60.905,41.176
4,7,30,2.5,1188,2.049,60.774,41.164
4,7,35,0.5,226,2.098,57.522,43.495
4,7,35,1.0,440,2.234,60.0,43.388
4,7,35,1.5,628,2.327,60.032,43.195
4,7,35,2.0,803,2.228,60.025,43.163
4,7,35,2.5,956,2.261,60.46,43.173
4,7,40,0.5,124,3.181,62.097,48.561
4,7,40,1.0,242,2.872,61.983,48.123
4,7,40,1.5,342,2.807,61.988,47.86
4,7,40,2.0,442,2.898,62.217,47.719
4,7,40,2.5,528,2.949,63.447,47.654
4,7,45,0.5,61,5.134,63.934,55.0
4,7,45,1.0,118,3.393,61.864,54.379
4,7,45,1.5,157,3.648,63.057,54.527
4,7,45,2.0,206,3.602,62.621,54.035
4,7,45,2.5,244,3.473,63.525,53.966
4,7,50,0.5,42,6.13,64.286,58.407
4,7,50,1.0,79,4.623,62.025,57.707
4,7,50,1.5,103,4.939,63.107,58.195
4,7,50,2.0,127,4.56,62.992,58.191
4,7,50,2.5,147,4.46,64.626,58.307
5,1,20,0.5,214,0.368,58.411,40.176
5,1,20,1.0,469,0.242,53.731,40.3
5,1,20,1.5,682,0.277,54.545,40.103
5,1,20,2.0,898,0.216,53.786,40.098
5,1,20,2.5,1094,0.29,54.205,40.443
5,1,25,0.5,214,0.368,58.411,40.176
5,1,25,1.0,469,0.242,53.731,40.3
5,1,25,1.5,682,0.277,54.545,40.103
5,1,25,2.0,898,0.216,53.786,40.098
5,1,25,2.5,1094,0.29,54.205,40.443
5,1,30,0.5,203,0.374,58.621,40.783
5,1,30,1.0,446,0.253,53.363,40.901
5,1,30,1.5,648,0.275,54.167,40.704
5,1,30,2.0,858,0.225,53.613,40.638
5,1,30,2.5,1046,0.298,53.92,40.993
5,1,35,0.5,165,0.441,59.394,42.604
5,1,35,1.0,353,0.274,54.108,43.022
5,1,35,1.5,516,0.312,54.07,42.71
5,1,35,2.0,679,0.259,53.461,42.707
5,1,35,2.5,827,0.321,54.051,43.147
5,1,40,0.5,75,1.128,64.0,48.967
5,1,40,1.0,174,0.377,54.598,48.771
5,1,40,1.5,253,0.309,53.36,48.161
5,1,40,2.0,350,0.276,52.0,47.642
5,1,40,2.5,443,0.417,53.273,48.056
5,1,45,0.5,40,2.141,77.5,54.698
5,1,45,1.0,91,0.803,58.242,54.497
5,1,45,1.5,123,0.669,55.285,54.265
5,1,45,2.0,160,0.568,53.75,54.022
5,1,45,2.5,213,0.728,55.399,54.252
5,1,50,0.5,23,2.808,78.261,60.624
5,1,50,1.0,55,1.258,58.182,59.326
5,1,50,1.5,75,0.797,54.667,58.943
5,1,50,2.0,95,0.713,54.737,58.86
5,1,50,2.5,127,0.913,56.693,59.026
5,2,20,0.5,213,0.503,54.46,40.174
5,2,20,1.0,464,0.591,56.25,40.301
5,2,20,1.5,673,0.759,57.801,40.098
5,2,20,2.0,887,0.643,57.497,40.103
5,2,20,2.5,1081,0.775,56.892,40.456
5,2,25,0.5,213,0.503,54.46,40.174
5,2,25,1.0,464,0.591,56.25,40.301
5,2,25,1.5,673,0.759,57.801,40.098
5,2,25,2.0,887,0.643,57.497,40.103
5,2,25,2.5,1081,0.775,56.892,40.456
5,2,30,0.5,202,0.487,53.465,40.784
5,2,30,1.0,441,0.595,55.782,40.909
5,2,30,1.5,639,0.772,57.277,40.706
5,2,30,2.0,847,0.667,57.261,40.65
5,2,30,2.5,1033,0.795,56.631,41.013
5,2,35,0.5,164,0.622,51.22,42.616
5,2,35,1.0,348,0.66,54.31,43.063
5,2,35,1.5,508,0.915,56.693,42.728
5,2,35,2.0,670,0.77,56.716,42.725
5,2,35,2.5,816,0.835,56.373,43.181
5,2,40,0.5,74,1.437,56.757,49.079
5,2,40,1.0,172,0.933,56.977,48.851
5,2,40,1.5,249,1.068,58.635,48.21
5,2,40,2.0,346,0.913,57.803,47.671
5,2,40,2.5,439,0.987,57.175,48.082
5,2,45,0.5,40,2.649,67.5,54.698
5,2,45,1.0,91,1.325,58.242,54.497
5,2,45,1.5,121,1.309,57.851,54.362
5,2,45,2.0,158,1.371,59.494,54.093
5,2,45,2.5,211,1.236,58.768,54.308
5,2,50,0.5,23,3.466,65.217,60.624
5,2,50,1.0,55,2.172,56.364,59.326
5,2,50,1.5,74,1.699,54.054,59.059
5,2,50,2.0,94,1.869,57.447,58.951
5,2,50,2.5,126,1.627,57.937,59.094
5,3,20,0.5,212,1.184,63.679,40.212
5,3,20,1.0,458,1.176,60.044,40.362
5,3,20,1.5,666,1.264,60.661,40.134
5,3,20,2.0,877,1.071,59.407,40.128
5,3,20,2.5,1067,1.142,58.107,40.436
5,3,25,0.5,212,1.184,63.679,40.212
5,3,25,1.0,458,1.176,60.044,40.362
5,3,25,1.5,666,1.264,60.661,40.134
5,3,25,2.0,877,1.071,59.407,40.128
5,3,25,2.5,1067,1.142,58.107,40.436
5,3,30,0.5,201,1.132,63.184,40.827
5,3,30,1.0,435,1.175,60.0,40.982
5,3,30,1.5,632,1.277,60.285,40.751
5,3,30,2.0,837,1.103,59.379,40.683
5,3,30,2.5,1019,1.168,58.096,41.001
5,3,35,0.5,164,1.38,62.195,42.616
5,3,35,1.0,346,1.348,59.249,43.069
5,3,35,1.5,505,1.509,60.396,42.73
5,3,35,2.0,665,1.295,59.398,42.722
5,3,35,2.5,807,1.231,58.116,43.137
5,3,40,0.5,74,2.513,70.27,49.079
5,3,40,1.0,171,1.828,63.743,48.872
5,3,40,1.5,247,1.975,63.158,48.243
5,3,40,2.0,343,1.649,61.516,47.687
5,3,40,2.5,434,1.532,59.677,48.015
5,3,45,0.5,40,4.077,82.5,54.698
5,3,45,1.0,90,2.61,67.778,54.6
5,3,45,1.5,120,2.681,65.833,54.439
5,3,45,2.0,156,2.424,64.744,54.181
5,3,45,2.5,207,2.048,62.802,54.262
5,3,50,0.5,23,5.743,82.609,60.624
5,3,50,1.0,55,3.8,67.273,59.326
5,3,50,1.5,74,3.73,64.865,59.059
5,3,50,2.0,94,3.641,65.957,58.951
5,3,50,2.5,124,3.013,64.516,58.981
5,4,20,0.5,210,1.701,60.952,40.222
5,4,20,1.0,452,1.537,57.301,40.379
5,4,20,1.5,659,1.704,60.395,40.152
5,4,20,2.0,869,1.621,60.875,40.141
5,4,20,2.5,1058,1.667,60.586,40.451
5,4,25,0.5,210,1.701,60.952,40.222
5,4,25,1.0,452,1.537,57.301,40.379
5,4,25,1.5,659,1.704,60.395,40.152
5,4,25,2.0,869,1.621,60.875,40.141
5,4,25,2.5,1058,1.667,60.586,40.451
5,4,30,0.5,199,1.537,60.804,40.844
5,4,30,1.0,429,1.498,57.343,41.009
5,4,30,1.5,625,1.695,60.0,40.778
5,4,30,2.0,829,1.649,60.917,40.702
5,4,30,2.5,1010,1.681,60.594,41.021
5,4,35,0.5,163,1.721,59.509,42.601
5,4,35,1.0,343,1.588,56.851,43.055
5,4,35,1.5,502,1.899,59.761,42.719
5,4,35,2.0,661,1.79,60.514,42.716
5,4,35,2.5,802,1.721,60.224,43.141
5,4,40,0.5,73,2.832,64.384,49.133
5,4,40,1.0,169,2.309,59.763,48.89
5,4,40,1.5,245,2.784,62.857,48.251
5,4,40,2.0,340,2.467,63.824,47.71
5,4,40,2.5,431,2.305,63.109,48.035
5,4,45,0.5,39,4.317,74.359,54.944
5,4,45,1.0,88,3.115,62.5,54.765
5,4,45,1.5,118,3.516,64.407,54.559
5,4,45,2.0,154,3.15,64.935,54.27
5,4,45,2.5,205,2.779,65.366,54.33
5,4,50,0.5,23,6.532,78.261,60.624
5,4,50,1.0,55,4.154,61.818,59.326
5,4,50,1.5,74,4.758,62.162,59.059
5,4,50,2.0,94,4.62,64.894,58.951
5,4,50,2.5,124,3.896,65.323,58.981
5,5,20,0.5,208,2.073,56.731,40.277
5,5,20,1.0,450,2.018,58.667,40.405
5,5,20,1.5,655,2.021,59.542,40.184
5,5,20,2.0,862,1.973,60.093,40.178
5,5,20,2.5,1051,2.068,59.657,40.484
5,5,25,0.5,208,2.073,56.731,40.277
5,5,25,1.0,450,2.018,58.667,40.405
5,5,25,1.5,655,2.021,59.542,40.184
5,5,25,2.0,862,1.973,60.093,40.178
5,5,25,2.5,1051,2.068,59.657,40.484
5,5,30,0.5,197,1.896,57.36,40.908
5,5,30,1.0,427,1.994,59.485,41.039
5,5,30,1.5,621,2.01,59.742,40.816
5,5,30,2.0,822,1.992,60.341,40.746
5,5,30,2.5,1003,2.076,59.721,41.059
5,5,35,0.5,162,2.055,55.556,42.645
5,5,35,1.0,342,2.06,58.48,43.078
5,5,35,1.5,500,2.229,59.4,42.743
5,5,35,2.0,657,2.168,59.97,42.748
5,5,35,2.5,798,2.176,59.148,43.169
5,5,40,0.5,73,3.138,58.904,49.133
5,5,40,1.0,169,3.077,62.722,48.89
5,5,40,1.5,245,3.252,61.633,48.251
5,5,40,2.0,339,2.933,61.947,47.732
5,5,40,2.5,430,2.947,60.93,48.053
5,5,45,0.5,39,4.397,69.231,54.944
5,5,45,1.0,88,3.928,69.318,54.765
5,5,45,1.5,118,3.927,67.797,54.559
5,5,45,2.0,154,3.434,66.234,54.27
5,5,45,2.5,205,3.498,64.878,54.33
5,5,50,0.5,23,6.989,73.913,60.624
5,5,50,1.0,55,5.414,70.909,59.326
5,5,50,1.5,74,5.559,70.27,59.059
5,5,50,2.0,94,5.27,69.149,58.951
5,5,50,2.5,124,4.916,66.935,58.981
5,6,20,0.5,208,2.071,61.058,40.277
5,6,20,1.0,446,2.216,61.211,40.437
5,6,20,1.5,651,2.151,62.98,40.206
5,6,20,2.0,856,2.168,62.617,40.21
5,6,20,2.5,1044,2.133,62.069,40.511
5,6,25,0.5,208,2.071,61.058,40.277
5,6,25,1.0,446,2.216,61.211,40.437
5,6,25,1.5,651,2.151,62.98,40.206
5,6,25,2.0,856,2.168,62.617,40.21
5,6,25,2.5,1044,2.133,62.069,40.511
5,6,30,0.5,197,1.963,61.929,40.908
5,6,30,1.0,423,2.259,61.939,41.079
5,6,30,1.5,617,2.172,63.047,40.842
5,6,30,2.0,816,2.203,62.745,40.784
5,6,30,2.5,996,2.146,61.948,41.092
5,6,35,0.5,162,2.11,61.111,42.645
5,6,35,1.0,339,2.415,61.947,43.128
5,6,35,1.5,497,2.442,63.179,42.775
5,6,35,2.0,654,2.419,62.385,42.773
5,6,35,2.5,794,2.312,61.461,43.193
5,6,40,0.5,73,3.332,63.014,49.133
5,6,40,1.0,169,3.697,66.864,48.89
5,6,40,1.5,245,3.663,67.755,48.251
5,6,40,2.0,339,3.406,65.782,47.732
5,6,40,2.5,429,3.117,64.336,48.07
5,6,45,0.5,39,4.047,64.103,54.944
5,6,45,1.0,88,4.126,68.182,54.765
5,6,45,1.5,118,4.001,66.949,54.559
5,6,45,2.0,154,3.849,65.584,54.27
5,6,45,2.5,205,3.393,63.902,54.33
5,6,50,0.5,23,6.245,69.565,60.624
5,6,50,1.0,55,5.535,72.727,59.326
5,6,50,1.5,74,5.529,71.622,59.059
5,6,50,2.0,94,5.673,71.277,58.951
5,6,50,2.5,124,4.929,69.355,58.981
5,7,20,0.5,205,2.224,60.488,40.202
5,7,20,1.0,441,2.475,62.132,40.453
5,7,20,1.5,643,2.368,62.519,40.23
5,7,20,2.0,844,2.342,61.73,40.249
5,7,20,2.5,1032,2.375,61.919,40.546
5,7,25,0.5,205,2.224,60.488,40.202
5,7,25,1.0,441,2.475,62.132,40.453
5,7,25,1.5,643,2.368,62.519,40.23
5,7,25,2.0,844,2.342,61.73,40.249
5,7,25,2.5,1032,2.375,61.919,40.546
5,7,30,0.5,194,2.095,61.34,40.839
5,7,30,1.0,419,2.542,63.007,41.075
5,7,30,1.5,610,2.41,62.623,40.857
5,7,30,2.0,805,2.365,61.863,40.818
5,7,30,2.5,985,2.365,61.827,41.124
5,7,35,0.5,160,2.381,61.25,42.529
5,7,35,1.0,337,2.712,62.611,43.076
5,7,35,1.5,493,2.693,62.475,42.756
5,7,35,2.0,647,2.566,61.515,42.782
5,7,35,2.5,787,2.544,61.372,43.204
5,7,40,0.5,72,3.492,62.5,48.894
5,7,40,1.0,168,4.055,67.857,48.786
5,7,40,1.5,244,4.009,66.803,48.176
5,7,40,2.0,337,3.594,64.392,47.699
5,7,40,2.5,427,3.397,63.7,48.045
5,7,45,0.5,38,3.709,60.526,54.643
5,7,45,1.0,87,4.3,66.667,54.632
5,7,45,1.5,117,4.133,64.957,54.458
5,7,45,2.0,153,3.761,62.745,54.191
5,7,45,2.5,204,3.518,63.235,54.271
5,7,50,0.5,22,6.779,63.636,60.364
5,7,50,1.0,54,6.36,66.667,59.196
5,7,50,1.5,73,6.297,67.123,58.959
5,7,50,2.0,93,5.891,65.591,58.871
5,7,50,2.5,123,5.42,65.854,58.921
