date,symbol,total_market_volume,Close,Open,High,Low,total_off_exchange_volume,short_volume,short_exempt_volume,on_exchange_volume,off_exchange_pct,on_exchange_pct,short_pct_of_off_exchange
2025-07-07,SVM,7236100,4.849999904632568,4.570000171661377,4.849999904632568,4.449999809265137,0.0,0.0,0.0,7236100.0,0.0,100.0,0.0
2025-07-08,SVM,10165500,4.650000095367432,4.889999866485596,4.940000057220459,4.53000020980835,0.0,0.0,0.0,10165500.0,0.0,100.0,0.0
2025-07-09,SVM,4796900,4.650000095367432,4.650000095367432,4.71999979019165,4.570000171661377,0.0,0.0,0.0,4796900.0,0.0,100.0,0.0
2025-07-10,SVM,6087700,4.829999923706055,4.739999771118164,4.860000133514404,4.639999866485596,0.0,0.0,0.0,6087700.0,0.0,100.0,0.0
2025-07-11,SVM,7937900,5.119999885559082,4.940000057220459,5.150000095367432,4.889999866485596,0.0,0.0,0.0,7937900.0,0.0,100.0,0.0
2025-07-14,SVM,6240900,5.079999923706055,5.199999809265137,5.215000152587891,5.039999961853027,0.0,0.0,0.0,6240900.0,0.0,100.0,0.0
2025-07-15,SVM,4911800,5.059999942779541,5.070000171661377,5.119999885559082,4.980000019073486,0.0,0.0,0.0,4911800.0,0.0,100.0,0.0
2025-07-16,SVM,8825000,4.670000076293945,5.050000190734863,5.079999923706055,4.60099983215332,5218773.0,1810081.0,4181.0,3606227.0,59.1,40.9,34.7
2025-07-17,SVM,4806200,4.619999885559082,4.610000133514404,4.650000095367432,4.53000020980835,3093991.0,821828.0,600.0,1712209.0,64.4,35.6,26.6
2025-07-18,SVM,4013300,4.440000057220459,4.679999828338623,4.699999809265137,4.429999828338623,2341511.0,885538.0,191.0,1671789.0,58.3,41.7,37.8
2025-07-21,SVM,4839900,4.599999904632568,4.539999961853027,4.760000228881836,4.519999980926514,2222960.0,796561.0,1015.0,2616940.0,45.9,54.1,35.8
2025-07-22,SVM,4521200,4.769999980926514,4.659999847412109,4.789999961853027,4.565000057220459,2675440.0,1269258.0,0.0,1845760.0,59.2,40.8,47.4
2025-07-23,SVM,11058600,4.840000152587891,4.78000020980835,4.880000114440918,4.735000133514404,8730837.0,6818450.0,251.0,2327763.0,79.0,21.0,78.1
2025-07-24,SVM,3004600,4.769999980926514,4.739999771118164,4.869999885559082,4.710000038146973,1618260.0,651889.0,0.0,1386340.0,53.9,46.1,40.3
2025-07-25,SVM,3574346,4.710000038146973,4.71999979019165,4.800000190734863,4.630099773406982,0.0,0.0,0.0,3574346.0,0.0,100.0,0.0
