date,symbol,total_market_volume,Close,Open,High,Low,total_off_exchange_volume,short_volume,short_exempt_volume,on_exchange_volume,off_exchange_pct,on_exchange_pct,short_pct_of_off_exchange
2025-01-27,TRIP,3285500,17.670000076293945,17.59000015258789,18.030000686645508,17.149999618530273,1320606,311623,1800,1964894,40.2,59.8,23.6
2025-01-28,TRIP,1799500,17.860000610351562,17.649999618530273,17.90999984741211,17.270000457763672,777489,263842,62,1022011,43.2,56.8,33.9
2025-01-29,TRIP,1875800,17.739999771118164,17.860000610351562,18.100000381469727,17.68000030517578,726441,457969,37,1149359,38.7,61.3,63.0
2025-01-30,TRIP,1950100,17.479999542236328,17.780000686645508,17.850000381469727,17.3799991607666,606475,379100,0,1343625,31.1,68.9,62.5
2025-01-31,TRIP,1582600,17.559999465942383,17.489999771118164,17.8700008392334,17.40999984741211,567174,312566,300,1015426,35.8,64.2,55.1
2025-02-03,TRIP,1866200,17.270000457763672,17.0,17.639999389648438,16.940000534057617,615356,400131,123,1250844,33.0,67.0,65.0
2025-02-04,TRIP,2235400,17.43000030517578,17.440000534057617,17.579999923706055,16.979999542236328,792017,401630,0,1443383,35.4,64.6,50.7
2025-02-05,TRIP,1674900,17.469999313354492,17.360000610351562,17.8799991607666,17.280000686645508,652037,369154,0,1022863,38.9,61.1,56.6
2025-02-06,TRIP,1399400,17.479999542236328,17.389999389648438,17.610000610351562,17.229999542236328,452002,257722,0,947398,32.3,67.7,57.0
2025-02-07,TRIP,2750400,18.290000915527344,17.829999923706055,18.34000015258789,17.68000030517578,973009,657758,2300,1777391,35.4,64.6,67.6
2025-02-10,TRIP,2109200,18.40999984741211,18.3700008392334,18.520000457763672,18.149999618530273,624893,354920,810,1484307,29.6,70.4,56.8
2025-02-11,TRIP,2091800,17.84000015258789,18.329999923706055,18.65999984741211,17.719999313354492,769231,378695,143,1322569,36.8,63.2,49.2
2025-02-12,TRIP,2168100,17.65999984741211,17.639999389648438,17.799999237060547,17.389999389648438,798544,583922,18,1369556,36.8,63.2,73.1
