sector,signal_type,analysis_days,holding_days,volume_threshold,price_threshold,hit_rate,avg_return,trade_count,tickers_count
TECH,BUY_MODERATE,2,3,1.2,2.0,80.0,3.1848787075013263,30,9
TECH,BUY_MODERATE,2,3,1.2,2.5,79.41176470588235,3.205523884046277,34,9
TECH,BUY_MODERATE,2,3,1.3,0.5,71.42857142857143,1.5737506905295733,7,9
NON_TECH,BUY_MODERATE,2,3,1.3,0.5,70.0,6.959879042507157,10,20
TECH,BUY_MODERATE,2,3,1.3,1.0,75.0,1.945470635704794,12,9
TECH,BUY_MODERATE,2,3,1.3,1.5,75.0,1.5500995684423344,16,9
TECH,BUY_MODERATE,2,3,1.3,2.0,78.94736842105263,2.2921575738476703,19,9
TECH,BUY_MODERATE,2,3,1.3,2.5,81.81818181818183,2.8516967342578434,22,9
NON_TECH,BUY_MODERATE,2,3,1.4,0.5,100.0,10.243747086243689,7,20
TECH,BUY_MODERATE,2,3,1.4,1.0,77.77777777777779,2.476857022023993,9,9
TECH,BUY_MODERATE,2,3,1.4,1.5,75.0,1.7194059342030954,12,9
TECH,BUY_MODERATE,2,3,1.4,2.0,80.0,2.625484801231036,15,9
TECH,BUY_MODERATE,2,3,1.4,2.5,81.25,3.49925369793214,16,9
NON_TECH,BUY_MODERATE,2,3,1.5,0.5,100.0,9.69033605596157,5,20
TECH,BUY_MODERATE,2,3,1.5,1.0,87.5,4.031310042297001,8,9
NON_TECH,BUY_MODERATE,2,3,1.5,1.0,71.42857142857143,5.708518419470631,7,20
TECH,BUY_MODERATE,2,3,1.5,1.5,81.81818181818183,2.7810580318724742,11,9
TECH,BUY_MODERATE,2,3,1.5,2.0,85.71428571428571,3.524359939901829,14,9
TECH,BUY_MODERATE,2,3,1.5,2.5,86.66666666666667,4.396455087138289,15,9
NON_TECH,BUY_MODERATE,2,3,1.6,0.5,100.0,9.69033605596157,5,20
TECH,BUY_MODERATE,2,3,1.6,1.0,100.0,5.92971308120568,6,9
NON_TECH,BUY_MODERATE,2,3,1.6,1.0,71.42857142857143,5.708518419470631,7,20
TECH,BUY_MODERATE,2,3,1.6,1.5,100.0,5.511690214900085,8,9
TECH,BUY_MODERATE,2,3,1.6,2.0,100.0,5.328459278967434,10,9
TECH,BUY_MODERATE,2,3,1.6,2.5,100.0,5.328459278967434,10,9
TECH,BUY_MODERATE,2,3,1.7,1.5,100.0,5.973376683698046,6,9
TECH,BUY_MODERATE,2,3,1.7,2.0,100.0,5.842148554835009,7,9
TECH,BUY_MODERATE,2,3,1.7,2.5,100.0,5.842148554835009,7,9
NON_TECH,BUY_STRONG,2,3,1.7,2.5,71.42857142857143,3.2371744473442017,35,20
NON_TECH,BUY_MODERATE,2,4,1.2,0.5,76.92307692307693,5.071462646394806,13,20
TECH,BUY_MODERATE,2,4,1.2,2.0,70.0,4.243863078027554,30,9
TECH,BUY_MODERATE,2,4,1.2,2.5,73.52941176470588,4.3946451482780375,34,9
NON_TECH,BUY_MODERATE,2,4,1.3,0.5,90.0,7.788847822537917,10,20
TECH,BUY_MODERATE,2,4,1.3,2.5,72.72727272727273,3.8243198435095596,22,9
NON_TECH,BUY_MODERATE,2,4,1.4,0.5,100.0,11.159243158678334,7,20
NON_TECH,BUY_MODERATE,2,4,1.4,1.0,72.72727272727273,4.164158141452024,11,20
TECH,BUY_MODERATE,2,4,1.4,2.0,73.33333333333333,4.658505215486249,15,9
TECH,BUY_MODERATE,2,4,1.4,2.5,75.0,5.261808389341182,16,9
NON_TECH,BUY_MODERATE,2,4,1.5,0.5,100.0,9.901751862609611,5,20
TECH,BUY_MODERATE,2,4,1.5,1.0,75.0,5.244476043226879,8,9
NON_TECH,BUY_MODERATE,2,4,1.5,1.0,85.71428571428571,6.339029930403917,7,20
TECH,BUY_MODERATE,2,4,1.5,1.5,72.72727272727273,4.7844467324145254,11,9
TECH,BUY_MODERATE,2,4,1.5,2.0,78.57142857142857,5.511596345949269,14,9
TECH,BUY_MODERATE,2,4,1.5,2.5,80.0,6.098246989363661,15,9
NON_TECH,BUY_MODERATE,2,4,1.6,0.5,100.0,9.901751862609611,5,20
TECH,BUY_MODERATE,2,4,1.6,1.0,83.33333333333334,6.8525936264508225,6,9
NON_TECH,BUY_MODERATE,2,4,1.6,1.0,85.71428571428571,6.339029930403917,7,20
TECH,BUY_MODERATE,2,4,1.6,1.5,87.5,7.322229972470669,8,9
NON_TECH,BUY_MODERATE,2,4,1.6,1.5,70.0,5.026670837346027,10,20
TECH,BUY_MODERATE,2,4,1.6,2.0,90.0,7.373345808882695,10,9
TECH,BUY_MODERATE,2,4,1.6,2.5,90.0,7.373345808882695,10,9
TECH,BUY_STRONG,2,4,1.7,0.5,75.0,2.0380297999302552,16,9
TECH,BUY_STRONG,2,4,1.7,1.0,71.42857142857143,1.1867263729042234,14,9
NON_TECH,BUY_MODERATE,2,4,1.7,1.0,83.33333333333334,6.585478254210414,6,20
TECH,BUY_MODERATE,2,4,1.7,1.5,100.0,8.195725929772978,6,9
TECH,BUY_MODERATE,2,4,1.7,2.0,100.0,8.178557515681996,7,9
NON_TECH,BUY_MODERATE,2,4,1.7,2.0,70.0,4.671233280904026,10,20
TECH,BUY_MODERATE,2,4,1.7,2.5,100.0,8.178557515681996,7,9
NON_TECH,BUY_STRONG,2,4,1.7,2.5,71.42857142857143,2.7679875925161346,35,20
TECH,BUY_MODERATE,2,5,1.2,0.5,72.72727272727273,6.5441109063457725,11,9
NON_TECH,BUY_MODERATE,2,5,1.2,0.5,84.61538461538461,7.683614114495654,13,20
NON_TECH,BUY_MODERATE,2,5,1.2,1.0,70.0,3.3771048790245346,20,20
TECH,BUY_MODERATE,2,5,1.2,2.0,70.0,4.786654896447601,30,9
TECH,BUY_MODERATE,2,5,1.2,2.5,73.52941176470588,4.890191708126646,34,9
NON_TECH,BUY_MODERATE,2,5,1.3,0.5,90.0,9.867405404883602,10,20
TECH,BUY_MODERATE,2,5,1.3,2.5,72.72727272727273,4.069462455800346,22,9
NON_TECH,BUY_MODERATE,2,5,1.4,0.5,100.0,12.185494280330792,7,20
NON_TECH,BUY_MODERATE,2,5,1.4,1.0,72.72727272727273,5.28682369482629,11,20
TECH,BUY_MODERATE,2,5,1.4,2.0,73.33333333333333,5.081536371462306,15,9
TECH,BUY_MODERATE,2,5,1.4,2.5,75.0,5.682033102596467,16,9
NON_TECH,BUY_MODERATE,2,5,1.5,0.5,100.0,10.515891641105748,5,20
TECH,BUY_MODERATE,2,5,1.5,1.0,75.0,6.113852283104032,8,9
NON_TECH,BUY_MODERATE,2,5,1.5,1.0,85.71428571428571,7.016720144274619,7,20
TECH,BUY_MODERATE,2,5,1.5,1.5,72.72727272727273,5.333049824536376,11,9
TECH,BUY_MODERATE,2,5,1.5,2.0,78.57142857142857,5.895226689153216,14,9
TECH,BUY_MODERATE,2,5,1.5,2.5,80.0,6.481510514516927,15,9
NON_TECH,BUY_MODERATE,2,5,1.6,0.5,100.0,10.515891641105748,5,20
TECH,BUY_MODERATE,2,5,1.6,1.0,83.33333333333334,7.667009619002669,6,9
NON_TECH,BUY_MODERATE,2,5,1.6,1.0,85.71428571428571,7.016720144274619,7,20
TECH,BUY_MODERATE,2,5,1.6,1.5,87.5,8.39947436547528,8,9
NON_TECH,BUY_MODERATE,2,5,1.6,1.5,80.0,6.35487668621568,10,20
TECH,BUY_MODERATE,2,5,1.6,2.0,90.0,8.227424193861324,10,9
NON_TECH,BUY_MODERATE,2,5,1.6,2.0,75.0,5.4887822351491105,12,20
TECH,BUY_MODERATE,2,5,1.6,2.5,90.0,8.227424193861324,10,9
NON_TECH,BUY_MODERATE,2,5,1.7,1.0,83.33333333333334,7.506471864974519,6,20
TECH,BUY_MODERATE,2,5,1.7,1.5,100.0,9.960962860810229,6,9
NON_TECH,BUY_MODERATE,2,5,1.7,1.5,77.77777777777779,6.607839671342398,9,20
TECH,BUY_MODERATE,2,5,1.7,2.0,100.0,9.492712324475109,7,9
NON_TECH,BUY_MODERATE,2,5,1.7,2.0,80.0,6.245562874780189,10,20
TECH,BUY_MODERATE,2,5,1.7,2.5,100.0,9.492712324475109,7,9
TECH,BUY_MODERATE,2,6,1.2,0.5,72.72727272727273,6.858185111509135,11,9
NON_TECH,BUY_MODERATE,2,6,1.2,0.5,84.61538461538461,10.124821452056256,13,20
TECH,BUY_MODERATE,2,6,1.2,1.0,70.0,5.291117583941427,20,9
NON_TECH,BUY_MODERATE,2,6,1.2,1.0,70.0,4.584294941720802,20,20
TECH,BUY_MODERATE,2,6,1.2,1.5,72.0,5.272834501744055,25,9
TECH,BUY_MODERATE,2,6,1.2,2.0,73.33333333333333,4.829026857635445,30,9
TECH,BUY_MODERATE,2,6,1.2,2.5,73.52941176470588,4.8588447280764635,34,9
NON_TECH,BUY_MODERATE,2,6,1.3,0.5,90.0,12.410865238851855,10,20
NON_TECH,BUY_MODERATE,2,6,1.4,0.5,100.0,13.149785708094422,7,20
NON_TECH,BUY_MODERATE,2,6,1.4,1.0,72.72727272727273,5.390642485800718,11,20
TECH,BUY_MODERATE,2,6,1.4,2.0,73.33333333333333,4.7635410162252025,15,9
TECH,BUY_MODERATE,2,6,1.4,2.5,75.0,5.210067891960429,16,9
NON_TECH,BUY_MODERATE,2,6,1.5,0.5,100.0,11.422636604060727,5,20
TECH,BUY_MODERATE,2,6,1.5,1.0,75.0,6.544505086195579,8,9
NON_TECH,BUY_MODERATE,2,6,1.5,1.0,85.71428571428571,7.860920307403967,7,20
TECH,BUY_MODERATE,2,6,1.5,1.5,72.72727272727273,5.743561646137436,11,9
TECH,BUY_MODERATE,2,6,1.5,2.0,78.57142857142857,5.782110879787923,14,9
TECH,BUY_MODERATE,2,6,1.5,2.5,80.0,6.190501556334651,15,9
NON_TECH,BUY_MODERATE,2,6,1.6,0.5,100.0,11.422636604060727,5,20
TECH,BUY_MODERATE,2,6,1.6,1.0,83.33333333333334,7.777552228898206,6,9
NON_TECH,BUY_MODERATE,2,6,1.6,1.0,85.71428571428571,7.860920307403967,7,20
TECH,BUY_MODERATE,2,6,1.6,1.5,87.5,8.437265043475277,8,9
NON_TECH,BUY_MODERATE,2,6,1.6,1.5,80.0,6.527756512841347,10,20
TECH,BUY_MODERATE,2,6,1.6,2.0,90.0,8.045972272008026,10,9
TECH,BUY_MODERATE,2,6,1.6,2.5,90.0,8.045972272008026,10,9
NON_TECH,BUY_MODERATE,2,6,1.7,1.0,83.33333333333334,8.556548681284637,6,20
TECH,BUY_MODERATE,2,6,1.7,1.5,100.0,9.783797345726853,6,9
NON_TECH,BUY_MODERATE,2,6,1.7,1.5,77.77777777777779,6.843379451588169,9,20
TECH,BUY_MODERATE,2,6,1.7,2.0,100.0,9.307128825812802,7,9
NON_TECH,BUY_MODERATE,2,6,1.7,2.0,70.0,5.935160238878787,10,20
TECH,BUY_MODERATE,2,6,1.7,2.5,100.0,9.307128825812802,7,9
TECH,BUY_MODERATE,2,7,1.2,0.5,81.81818181818183,6.874718893772537,11,9
NON_TECH,BUY_MODERATE,2,7,1.2,0.5,75.0,8.246817119522285,12,20
TECH,BUY_MODERATE,2,7,1.2,1.0,75.0,4.8316452670740055,20,9
TECH,BUY_MODERATE,2,7,1.2,1.5,76.0,4.501630634809558,25,9
TECH,BUY_MODERATE,2,7,1.2,2.0,76.66666666666667,4.197801128192454,30,9
TECH,BUY_MODERATE,2,7,1.2,2.5,76.47058823529412,4.345566942123971,34,9
TECH,BUY_MODERATE,2,7,1.3,0.5,71.42857142857143,2.5383424920345767,7,9
NON_TECH,BUY_MODERATE,2,7,1.3,0.5,88.88888888888889,10.907451250201468,9,20
TECH,BUY_MODERATE,2,7,1.3,2.0,73.68421052631578,2.72488256095483,19,9
TECH,BUY_MODERATE,2,7,1.3,2.5,72.72727272727273,3.1604945578767247,22,9
NON_TECH,BUY_MODERATE,2,7,1.4,0.5,100.0,13.141094998661673,7,20
TECH,BUY_MODERATE,2,7,1.4,2.0,73.33333333333333,3.6340602566416265,15,9
TECH,BUY_MODERATE,2,7,1.4,2.5,75.0,4.006175651059181,16,9
NON_TECH,BUY_MODERATE,2,7,1.5,0.5,100.0,13.043653777868792,5,20
TECH,BUY_MODERATE,2,7,1.5,1.0,75.0,6.082019044833698,8,9
NON_TECH,BUY_MODERATE,2,7,1.5,1.0,71.42857142857143,8.330104690087753,7,20
TECH,BUY_MODERATE,2,7,1.5,1.5,72.72727272727273,4.4388527956295425,11,9
TECH,BUY_MODERATE,2,7,1.5,2.0,78.57142857142857,4.655850252284231,14,9
TECH,BUY_MODERATE,2,7,1.5,2.5,80.0,4.984654006620114,15,9
NON_TECH,BUY_MODERATE,2,7,1.6,0.5,100.0,13.043653777868792,5,20
TECH,BUY_MODERATE,2,7,1.6,1.0,83.33333333333334,6.120995102042573,6,9
NON_TECH,BUY_MODERATE,2,7,1.6,1.0,71.42857142857143,8.330104690087753,7,20
TECH,BUY_MODERATE,2,7,1.6,1.5,87.5,6.714422498152991,8,9
NON_TECH,BUY_MODERATE,2,7,1.6,1.5,70.0,6.405914129329112,10,20
TECH,BUY_MODERATE,2,7,1.6,2.0,90.0,6.634133903825109,10,9
TECH,BUY_MODERATE,2,7,1.6,2.5,90.0,6.634133903825109,10,9
TECH,BUY_MODERATE,2,7,1.7,1.5,100.0,8.012088836197163,6,9
TECH,BUY_MODERATE,2,7,1.7,2.0,100.0,8.030667200586693,7,9
TECH,BUY_MODERATE,2,7,1.7,2.5,100.0,8.030667200586693,7,9
TECH,BUY_MODERATE,3,1,1.2,0.5,80.0,0.6446327664756747,5,9
NON_TECH,BUY_MODERATE,3,1,1.2,0.5,70.0,5.607472877529342,10,20
TECH,BUY_MODERATE,3,1,1.2,1.0,88.88888888888889,1.0090474311135915,9,9
TECH,BUY_MODERATE,3,1,1.2,1.5,92.85714285714286,1.555479017255667,14,9
TECH,BUY_MODERATE,3,1,1.2,2.0,88.88888888888889,1.134603676825427,18,9
TECH,BUY_MODERATE,3,1,1.2,2.5,78.26086956521739,0.9478488210010738,23,9
NON_TECH,BUY_MODERATE,3,1,1.3,0.5,75.0,3.3218750376201642,8,20
TECH,BUY_MODERATE,3,1,1.3,1.0,100.0,1.589250647259013,6,9
TECH,BUY_MODERATE,3,1,1.3,1.5,100.0,2.309904241804868,9,9
NON_TECH,BUY_MODERATE,3,1,1.3,1.5,73.33333333333333,2.3575039195357093,15,20
TECH,BUY_MODERATE,3,1,1.3,2.0,100.0,2.3247440274948628,11,9
TECH,BUY_STRONG,3,1,1.3,2.0,70.0,1.7333563570693926,40,9
TECH,BUY_MODERATE,3,1,1.3,2.5,81.25,1.684365062663156,16,9
TECH,BUY_STRONG,3,1,1.3,2.5,72.41379310344827,1.7044094535634124,29,9
TECH,BUY_STRONG,3,1,1.4,0.5,70.0,1.639810049171239,40,9
NON_TECH,BUY_MODERATE,3,1,1.4,0.5,71.42857142857143,3.7638874138618084,7,20
TECH,BUY_MODERATE,3,1,1.4,1.0,100.0,1.589250647259013,6,9
TECH,BUY_MODERATE,3,1,1.4,1.5,100.0,2.309904241804868,9,9
TECH,BUY_STRONG,3,1,1.4,1.5,74.19354838709677,2.509753988305766,31,9
TECH,BUY_MODERATE,3,1,1.4,2.0,100.0,2.4527271419963883,10,9
TECH,BUY_STRONG,3,1,1.4,2.0,77.77777777777779,2.7551618174686143,27,9
TECH,BUY_MODERATE,3,1,1.4,2.5,78.57142857142857,1.7899465801333574,14,9
TECH,BUY_STRONG,3,1,1.4,2.5,76.19047619047619,2.6462317050222217,21,9
TECH,BUY_STRONG,3,1,1.5,0.5,73.07692307692307,2.8371696958786066,26,9
NON_TECH,BUY_MODERATE,3,1,1.5,0.5,80.0,6.1772063362361305,5,20
TECH,BUY_MODERATE,3,1,1.5,1.0,100.0,1.4381929032142893,5,9
NON_TECH,BUY_MODERATE,3,1,1.5,1.0,75.0,4.4530779506249125,8,20
TECH,BUY_MODERATE,3,1,1.5,1.5,100.0,2.8121772330812544,6,9
TECH,BUY_STRONG,3,1,1.5,1.5,78.94736842105263,4.124987569233717,19,9
NON_TECH,BUY_MODERATE,3,1,1.5,1.5,77.77777777777779,4.269284998838862,9,20
TECH,BUY_MODERATE,3,1,1.5,2.0,100.0,2.9444566631725144,7,9
TECH,BUY_STRONG,3,1,1.5,2.0,81.25,4.683916037121659,16,9
NON_TECH,BUY_MODERATE,3,1,1.5,2.0,72.72727272727273,3.484985378480705,11,20
TECH,BUY_MODERATE,3,1,1.5,2.5,80.0,2.7572134256235152,10,9
TECH,BUY_STRONG,3,1,1.5,2.5,76.92307692307693,3.9278560347013647,13,9
NON_TECH,BUY_MODERATE,3,1,1.5,2.5,76.19047619047619,5.2760145553728135,21,20
TECH,BUY_STRONG,3,1,1.6,0.5,73.07692307692307,2.8371696958786066,26,9
TECH,BUY_MODERATE,3,1,1.6,1.0,100.0,1.4381929032142893,5,9
NON_TECH,BUY_MODERATE,3,1,1.6,1.0,85.71428571428571,5.618860132105405,7,20
TECH,BUY_MODERATE,3,1,1.6,1.5,100.0,1.4381929032142893,5,9
TECH,BUY_STRONG,3,1,1.6,1.5,78.94736842105263,4.124987569233717,19,9
NON_TECH,BUY_MODERATE,3,1,1.6,1.5,87.5,5.266370288661036,8,20
TECH,BUY_MODERATE,3,1,1.6,2.0,100.0,1.8215162932985862,6,9
TECH,BUY_STRONG,3,1,1.6,2.0,81.25,4.683916037121659,16,9
TECH,SELL_STRONG,3,1,1.6,2.0,73.91304347826086,1.102125905141902,23,9
NON_TECH,BUY_MODERATE,3,1,1.6,2.0,80.0,4.204223648302628,10,20
TECH,BUY_MODERATE,3,1,1.6,2.5,77.77777777777779,1.9877817082021185,9,9
TECH,BUY_STRONG,3,1,1.6,2.5,76.92307692307693,3.9278560347013647,13,9
TECH,SELL_STRONG,3,1,1.6,2.5,72.72727272727273,0.965928827486826,22,9
NON_TECH,BUY_MODERATE,3,1,1.6,2.5,82.35294117647058,4.619126220794305,17,20
TECH,BUY_STRONG,3,1,1.7,0.5,70.0,3.6237489132289213,20,9
TECH,SELL_STRONG,3,1,1.7,1.0,75.0,-0.4987930203453216,20,9
NON_TECH,BUY_MODERATE,3,1,1.7,1.0,83.33333333333334,3.970604783384053,6,20
TECH,BUY_STRONG,3,1,1.7,1.5,75.0,4.534060122237146,16,9
TECH,SELL_STRONG,3,1,1.7,1.5,83.33333333333334,0.6754345879443109,18,9
NON_TECH,BUY_MODERATE,3,1,1.7,1.5,85.71428571428571,3.803224297836396,7,20
TECH,BUY_STRONG,3,1,1.7,2.0,76.92307692307693,5.316373441100018,13,9
TECH,SELL_STRONG,3,1,1.7,2.0,93.75,1.6309935426476223,16,9
NON_TECH,BUY_MODERATE,3,1,1.7,2.0,75.0,3.1471529545736963,8,20
TECH,BUY_STRONG,3,1,1.7,2.5,72.72727272727273,4.57877473068319,11,9
TECH,SELL_STRONG,3,1,1.7,2.5,93.33333333333333,1.466495671253892,15,9
NON_TECH,BUY_MODERATE,3,1,1.7,2.5,83.33333333333334,5.01344984508624,12,20
TECH,BUY_MODERATE,3,2,1.2,0.5,80.0,5.670780502750727,5,9
NON_TECH,BUY_MODERATE,3,2,1.2,0.5,80.0,5.329502409690441,10,20
TECH,BUY_MODERATE,3,2,1.2,1.0,88.88888888888889,3.7374248222775557,9,9
TECH,BUY_MODERATE,3,2,1.2,1.5,85.71428571428571,2.9191512651602123,14,9
TECH,BUY_MODERATE,3,2,1.2,2.0,83.33333333333334,2.889263216093939,18,9
TECH,BUY_MODERATE,3,2,1.2,2.5,78.26086956521739,2.1939885201318345,23,9
TECH,BUY_STRONG,3,2,1.2,2.5,70.27027027027027,2.3223526976947055,37,9
NON_TECH,BUY_MODERATE,3,2,1.3,0.5,75.0,2.1832651635685245,8,20
TECH,BUY_MODERATE,3,2,1.3,1.0,100.0,5.182487625411343,6,9
TECH,BUY_MODERATE,3,2,1.3,1.5,100.0,4.248914313600318,9,9
TECH,BUY_MODERATE,3,2,1.3,2.0,100.0,4.602261279997973,11,9
TECH,BUY_MODERATE,3,2,1.3,2.5,87.5,3.0674920095824367,16,9
TECH,BUY_STRONG,3,2,1.4,0.5,71.05263157894737,2.5628905859705284,38,9
NON_TECH,BUY_MODERATE,3,2,1.4,0.5,71.42857142857143,1.9853432173009042,7,20
TECH,BUY_MODERATE,3,2,1.4,1.0,100.0,5.182487625411343,6,9
TECH,BUY_MODERATE,3,2,1.4,1.5,100.0,4.248914313600318,9,9
TECH,BUY_STRONG,3,2,1.4,1.5,72.41379310344827,3.264249644385086,29,9
TECH,BUY_MODERATE,3,2,1.4,2.0,100.0,4.267884573770632,10,9
TECH,BUY_STRONG,3,2,1.4,2.0,72.0,3.56393060449241,25,9
TECH,BUY_MODERATE,3,2,1.4,2.5,85.71428571428571,2.845980186772774,14,9
TECH,BUY_STRONG,3,2,1.4,2.5,78.94736842105263,3.995448279872479,19,9
NON_TECH,BUY_MODERATE,3,2,1.4,2.5,73.07692307692307,4.2163848752231825,26,20
TECH,BUY_STRONG,3,2,1.5,0.5,83.33333333333334,4.407716161184546,24,9
NON_TECH,BUY_MODERATE,3,2,1.5,0.5,80.0,3.4043290314007053,5,20
TECH,BUY_MODERATE,3,2,1.5,1.0,100.0,5.407089864742898,5,9
TECH,BUY_STRONG,3,2,1.5,1.0,80.95238095238095,4.38902830255256,21,9
NON_TECH,BUY_MODERATE,3,2,1.5,1.0,75.0,2.7764754375659884,8,20
TECH,BUY_MODERATE,3,2,1.5,1.5,100.0,5.441176800395823,6,9
TECH,BUY_STRONG,3,2,1.5,1.5,88.23529411764706,5.930473229817724,17,9
NON_TECH,BUY_MODERATE,3,2,1.5,1.5,77.77777777777779,2.6185578440157706,9,20
TECH,BUY_MODERATE,3,2,1.5,2.0,100.0,5.297953959668344,7,9
TECH,BUY_STRONG,3,2,1.5,2.0,85.71428571428571,6.515020777704518,14,9
NON_TECH,BUY_MODERATE,3,2,1.5,2.0,72.72727272727273,1.80434750074446,11,20
TECH,BUY_MODERATE,3,2,1.5,2.5,90.0,4.114772387365169,10,9
TECH,BUY_STRONG,3,2,1.5,2.5,81.81818181818183,6.2402456330650855,11,9
NON_TECH,BUY_MODERATE,3,2,1.5,2.5,80.95238095238095,4.313251540568268,21,20
TECH,BUY_STRONG,3,2,1.6,0.5,83.33333333333334,4.407716161184546,24,9
TECH,BUY_MODERATE,3,2,1.6,1.0,100.0,5.407089864742898,5,9
TECH,BUY_STRONG,3,2,1.6,1.0,80.95238095238095,4.38902830255256,21,9
NON_TECH,BUY_MODERATE,3,2,1.6,1.0,85.71428571428571,3.8855089976047226,7,20
TECH,BUY_MODERATE,3,2,1.6,1.5,100.0,5.407089864742898,5,9
TECH,BUY_STRONG,3,2,1.6,1.5,88.23529411764706,5.930473229817724,17,9
NON_TECH,BUY_MODERATE,3,2,1.6,1.5,87.5,3.5692225098558854,8,20
TECH,BUY_MODERATE,3,2,1.6,2.0,100.0,5.245677706502992,6,9
TECH,BUY_STRONG,3,2,1.6,2.0,85.71428571428571,6.515020777704518,14,9
NON_TECH,BUY_MODERATE,3,2,1.6,2.0,80.0,2.483458199089421,10,20
TECH,BUY_MODERATE,3,2,1.6,2.5,88.88888888888889,3.948456932776804,9,9
TECH,BUY_STRONG,3,2,1.6,2.5,81.81818181818183,6.2402456330650855,11,9
NON_TECH,BUY_MODERATE,3,2,1.6,2.5,82.35294117647058,3.6983393880862856,17,20
TECH,BUY_STRONG,3,2,1.7,0.5,83.33333333333334,4.8570732472283344,18,9
TECH,BUY_STRONG,3,2,1.7,1.0,81.25,5.109859579847251,16,9
NON_TECH,BUY_MODERATE,3,2,1.7,1.0,83.33333333333334,3.312050691594672,6,20
TECH,BUY_STRONG,3,2,1.7,1.5,85.71428571428571,6.0570825534444,14,9
