date,symbol,total_market_volume,Close,Open,High,Low,total_off_exchange_volume,short_volume,short_exempt_volume,on_exchange_volume,off_exchange_pct,on_exchange_pct,short_pct_of_off_exchange
2025-03-31,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-01,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-02,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-03,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-04,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-07,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-08,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-09,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-10,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-11,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-14,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-15,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-16,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-17,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-18,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-21,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-22,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-23,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-24,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-25,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-28,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-29,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-04-30,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-05-01,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-05-02,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-05-05,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-05-06,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-05-07,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-05-08,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-05-09,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-05-12,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-05-13,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-05-14,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-05-15,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-05-16,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-05-19,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-05-20,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-05-21,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-05-22,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-05-23,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
2025-05-26,ANET,6245100,101.47000122070312,101.8000030517578,102.20999908447266,100.33000183105467,0.0,0.0,0.0,6245100.0,0.0,100.0,0.0
