Data,Ativo,Preço_Sinal,Volume,Volume_Medio,Aumento_Volume_%,Tamanho_Rompimento_%,Retorno_5d,Retorno_Máximo_5d,Retorno_Mínimo_5d,Retorno_10d,Retorno_Máximo_10d,Retorno_Mínimo_10d,Retorno_20d,Retorno_Máximo_20d,Retorno_Mínimo_20d
2025-05-29 00:00:00,BURU,0.202000007033348,87291000.0,5058250.0,1625.72,15.43,102.48,162.38,-26.73,59.41,162.38,-26.73,64.85,162.38,-26.73
2025-06-02 00:00:00,BVN,16.0,3473500.0,723260.0,380.26,3.49,5.88,8.94,-4.12,3.5,8.94,-4.12,2.5,8.94,-4.12
2025-05-12 00:00:00,BW,0.6480000019073486,7127200.0,1365820.0,421.83,17.82,26.08,46.14,-19.75,21.91,46.14,-19.75,103.7,174.54,-19.75
2025-05-13 00:00:00,BW,0.9470000267028807,7804100.0,1984300.0,293.29,39.26,-14.15,0.0,-36.64,-21.44,0.0,-36.64,28.83,87.86,-36.64
2025-05-15 00:00:00,BWEN,1.8899999856948853,458400.0,124420.0,268.43,4.42,-7.41,6.88,-11.11,-12.17,6.88,-13.76,-6.35,6.88,-13.76
2025-07-16 00:00:00,BWEN,2.5799999237060547,847900.0,189940.0,346.4,11.69,,,,,,,,,
2025-05-23 00:00:00,BWXT,119.48999786376952,2594300.0,796300.0,225.79,4.68,5.53,6.82,-8.7,10.99,11.81,-8.7,19.1,21.63,-8.7
2025-06-30 00:00:00,BZAI,2.9800000190734863,1746600.0,315000.0,454.48,5.11,7.72,9.66,-15.1,-6.04,14.43,-15.1,,,
2025-05-27 00:00:00,BZFD,2.430000066757202,1864100.0,284700.0,554.76,12.24,-11.93,2.88,-15.64,-7.0,2.88,-15.64,-18.52,2.88,-19.75
2025-05-15 00:00:00,CABA,1.809999942779541,13057900.0,652780.0,1900.35,28.37,-1.66,19.34,-23.2,3.31,19.34,-23.2,9.94,43.09,-23.2
2025-05-16 00:00:00,CABA,2.0299999713897705,15897500.0,1905460.0,734.31,11.23,-13.79,6.4,-18.72,1.48,6.4,-18.72,-4.68,27.59,-23.15
2025-06-24 00:00:00,CAMT,81.55000305175781,1461900.0,288270.0,407.13,5.38,0.6,6.0,-5.2,10.53,11.78,-5.2,,,
2025-07-14 00:00:00,CAN,0.9710000157356262,191414400.0,29218600.0,555.11,26.1,,,,,,,,,
2025-05-09 00:00:00,CANG,4.53000020980835,573600.0,142860.0,301.51,5.35,-9.05,10.38,-10.6,0.66,10.38,-10.6,13.91,20.09,-10.6
2025-05-30 00:00:00,CAPT,1.090000033378601,7147700.0,2088810.0,242.19,25.29,12.39,49.54,-22.94,11.93,49.54,-22.94,4.59,49.54,-22.94
2025-06-24 00:00:00,CAR,171.86000061035156,3410400.0,1039020.0,228.23,16.26,0.02,10.54,-13.36,3.46,10.54,-13.36,,,
2025-05-02 00:00:00,CARM,0.25,1240400.0,150790.0,722.6,8.7,-23.6,5.6,-30.8,-33.6,5.6,-43.2,-20.0,5.6,-43.2
2025-06-09 00:00:00,CARM,0.2269999980926513,36641600.0,366940.0,9885.72,4.13,89.43,459.47,-14.98,88.55,459.47,-14.98,75.33,459.47,-14.98
2025-06-10 00:00:00,CARM,1.1100000143051147,722704900.0,3997280.0,17979.92,372.34,-59.46,14.41,-64.86,-63.33,14.41,-64.86,-64.14,14.41,-66.76
2025-06-27 00:00:00,CCB,99.9499969482422,435000.0,108460.0,301.07,2.83,2.27,6.43,-4.28,2.45,6.43,-4.28,,,
2025-02-24 00:00:00,CCG,1.149999976158142,2675700.0,231330.0,1056.66,19.05,19.13,30.43,-21.48,-3.48,33.91,-21.48,-18.87,33.91,-22.52
2025-03-14 00:00:00,CCI,102.12310028076172,8718500.0,2896630.0,200.99,3.85,3.07,4.02,-3.81,0.37,4.02,-5.42,-6.35,5.68,-11.66
2025-05-23 00:00:00,CCJ,58.68999862670898,13341300.0,4244890.0,214.29,9.74,-0.87,6.1,-6.1,14.01,16.07,-6.1,23.26,24.02,-6.1
2025-04-29 00:00:00,CCK,96.67724609375,3684700.0,1086580.0,239.11,6.89,0.5,1.6,-3.0,0.52,2.26,-3.0,1.26,3.69,-3.0
2025-06-18 00:00:00,CCLD,2.5199999809265137,1490700.0,353880.0,321.24,6.78,-9.52,1.98,-10.71,-2.38,1.98,-10.71,-0.99,1.98,-10.71
2025-02-26 00:00:00,CCU,13.607317924499512,1019400.0,142540.0,615.17,5.02,5.58,5.87,-4.13,6.01,9.42,-4.13,11.23,11.96,-4.13
2025-05-05 00:00:00,CDLX,2.140000104904175,2713200.0,822200.0,229.99,15.05,1.4,7.8,-18.22,-7.48,7.8,-18.22,-20.56,7.8,-21.87
2025-06-12 00:00:00,CDTG,0.9110000133514404,861700.0,192480.0,347.68,10.42,-7.79,86.61,-19.76,-18.77,86.61,-23.16,-23.16,86.61,-32.6
2025-06-23 00:00:00,CDTX,44.95000076293945,6741800.0,225330.0,2891.97,66.48,8.36,26.43,-16.0,12.24,26.43,-16.0,,,
2025-07-15 00:00:00,CEPO,14.720000267028809,2518600.0,134780.0,1768.67,15.91,,,,,,,,,
2025-04-11 00:00:00,CERT,12.90999984741211,9673400.0,2305810.0,319.52,13.35,12.08,13.63,-11.39,6.35,19.13,-11.39,-6.04,19.13,-13.13
2025-05-06 00:00:00,CGAU,7.489999771118164,2316200.0,608710.0,280.51,2.04,-11.88,0.67,-12.55,-10.15,0.67,-15.22,1.2,2.8,-15.22
2025-06-03 00:00:00,CGEN,1.830000042915344,1708700.0,172610.0,889.92,17.31,-2.19,1.09,-18.03,-9.84,1.09,-18.03,-4.92,1.09,-18.03
2025-04-03 00:00:00,CGTL,5.380000114440918,1157200.0,269000.0,330.19,19.56,-4.65,11.52,-22.86,4.46,11.52,-22.86,-82.94,21.19,-84.76
2025-07-03 00:00:00,CGTX,0.4050000011920929,14393100.0,1260800.0,1041.58,15.71,40.0,156.79,-12.84,73.23,156.79,-12.84,,,
2025-07-07 00:00:00,CGTX,0.5789999961853027,43047700.0,2620330.0,1542.84,38.52,4.49,79.62,-25.56,,,,,,
2025-06-27 00:00:00,CIGL,9.619999885559082,878100.0,110800.0,692.51,6.89,147.19,180.15,-17.88,-63.72,222.82,-77.96,,,
2025-05-14 00:00:00,CINT,6.650000095367432,500600.0,104400.0,379.5,2.15,-5.56,6.56,-19.47,-8.72,6.56,-19.47,-11.43,6.56,-19.47
2025-05-29 00:00:00,CLGN,4.539999961853027,1664700.0,129130.0,1189.17,29.71,-54.85,9.69,-55.51,-63.0,9.69,-64.1,-69.6,9.69,-70.26
2025-03-19 00:00:00,CLIK,1.88100004196167,423100.0,138420.0,205.66,7.49,36.1,82.35,-16.53,23.87,82.35,-16.53,-63.58,82.35,-69.17
2025-03-21 00:00:00,CLIK,2.759999990463257,1069400.0,217990.0,390.57,10.89,-9.06,24.28,-25.36,0.36,24.28,-25.36,-92.5,24.28,-94.2
2025-04-11 00:00:00,CLLS,1.440000057220459,379600.0,103990.0,265.04,2.86,-4.17,8.33,-8.33,6.94,9.03,-8.33,4.86,14.58,-8.33
2025-05-12 00:00:00,CLNE,1.919999957084656,7528300.0,2152070.0,249.82,6.67,4.69,10.94,-11.98,-4.69,10.94,-11.98,0.52,10.94,-11.98
2025-06-02 00:00:00,CLNN,4.900000095367432,912600.0,100530.0,807.79,50.77,-13.88,1.02,-35.71,-9.8,1.02,-35.71,-20.41,1.02,-35.71
2025-07-09 00:00:00,CLSD,0.8799999952316284,405800.0,113230.0,258.39,3.53,-5.0,2.27,-11.36,,,,,,
2025-05-13 00:00:00,CLWT,1.4700000286102295,1415300.0,223840.0,532.28,3.52,-22.45,6.8,-23.81,-22.45,6.8,-27.21,-17.01,6.8,-27.21
2025-05-19 00:00:00,CMCL,17.899999618530273,548000.0,137970.0,297.19,15.04,-5.53,0.0,-9.22,-1.23,1.28,-9.22,9.66,12.17,-9.22
2025-05-08 00:00:00,CMP,17.959999084472656,2339700.0,747480.0,213.01,25.77,8.57,12.31,-17.04,6.01,12.31,-17.04,10.8,15.53,-17.04
2025-04-23 00:00:00,CMPS,3.9800000190734863,2821700.0,856140.0,229.58,7.57,0.0,1.88,-10.3,-6.03,7.41,-10.3,9.05,26.38,-10.3
2025-06-09 00:00:00,CMTL,2.539999961853028,1357300.0,155050.0,775.4,6.72,-20.47,4.33,-32.68,2.76,9.06,-32.68,11.42,12.2,-32.68
2025-06-11 00:00:00,CNET,1.7599999904632568,9004100.0,393330.0,2189.2,4.14,-30.11,1.7,-35.23,-19.89,1.7,-35.23,-2.84,1.7,-35.23
2025-07-14 00:00:00,CNTX,0.7319999933242798,514900.0,117620.0,337.77,4.57,,,,,,,,,
2025-03-27 00:00:00,CNXC,64.61624145507812,5756800.0,785390.0,632.99,32.98,-22.46,1.48,-23.82,-26.75,1.48,-32.72,-22.3,1.48,-32.72
2025-05-13 00:00:00,COIN,256.8999938964844,39119000.0,8172620.0,378.66,19.97,1.74,5.27,-9.89,-1.02,7.83,-9.89,-2.42,7.83,-9.89
2025-06-18 00:00:00,COIN,295.2900085449219,37434300.0,7914130.0,373.01,6.6,27.02,29.36,-14.7,20.49,29.36,-14.7,,,
2025-02-26 00:00:00,COMM,6.170000076293945,21058600.0,3602750.0,484.51,11.37,-2.92,7.13,-11.67,-19.94,7.13,-27.39,-8.91,7.13,-27.39
2025-02-19 00:00:00,COMP,10.239999771118164,29366100.0,5752630.0,410.48,28.08,-7.71,0.1,-21.09,-10.55,0.1,-21.09,-13.28,0.1,-21.09
2025-05-13 00:00:00,CONL,27.399999618530277,20306500.0,6039900.0,236.21,38.17,1.64,8.58,-16.75,-4.71,13.5,-16.75,-8.65,13.5,-16.75
2025-06-18 00:00:00,CONL,33.560001373291016,22703900.0,5356200.0,323.88,7.91,57.93,63.8,-25.63,40.2,63.8,-25.63,,,
2025-03-31 00:00:00,CORT,114.22000122070312,14339400.0,862260.0,1563.0,86.06,-34.64,2.72,-39.56,-40.96,2.72,-43.42,-35.89,2.72,-45.94
2025-06-26 00:00:00,CORZ,16.360000610351562,91955700.0,8316720.0,1005.67,25.75,10.02,11.31,-27.78,-23.53,11.31,-27.78,,,
2025-04-25 00:00:00,COUR,8.75,5768100.0,1854840.0,210.98,12.47,-2.74,0.91,-9.66,2.4,3.2,-9.66,-3.2,6.27,-9.66
2025-05-07 00:00:00,CPNG,26.600000381469727,32265800.0,5807750.0,455.56,9.96,1.17,1.6,-11.95,2.93,4.25,-11.95,7.29,8.57,-11.95
2025-06-26 00:00:00,CPNG,29.809999465942383,26254700.0,7809660.0,236.18,2.32,1.61,3.69,-3.32,0.91,3.69,-3.32,,,
2025-06-27 00:00:00,CPNG,30.809999465942383,35744300.0,9871940.0,262.08,2.58,-2.63,0.32,-4.15,-0.65,0.32,-4.15,,,
2025-03-21 00:00:00,CPRX,24.229999542236328,4923900.0,1209670.0,307.04,2.89,1.9,7.97,-4.37,-4.79,7.97,-5.7,-9.12,7.97,-15.81
2025-05-02 00:00:00,CPS,21.8799991607666,2351700.0,250760.0,837.83,41.99,12.71,22.17,-23.26,9.37,22.17,-23.26,-5.53,22.17,-23.26
2025-05-05 00:00:00,CPS,23.229999542236328,1583500.0,465780.0,239.97,4.64,4.74,15.07,-7.32,1.46,15.07,-7.32,-9.56,15.07,-12.35
2025-05-23 00:00:00,CPSH,2.9200000762939453,863000.0,124320.0,594.18,14.96,-3.42,8.9,-19.18,-5.82,8.9,-19.18,3.77,8.9,-19.18
2025-05-28 00:00:00,CRDL,1.2799999713897705,446200.0,130850.0,241.0,7.56,13.28,13.28,-10.94,9.38,16.41,-10.94,14.84,17.19,-10.94
2025-05-06 00:00:00,CRMD,11.15999984741211,4189700.0,1343610.0,211.82,13.65,4.21,10.3,-14.96,14.87,16.4,-14.96,10.93,16.4,-14.96
2025-05-07 00:00:00,CRMD,11.68000030517578,7050800.0,1570770.0,348.88,2.46,-0.51,5.39,-8.3,5.22,11.22,-8.3,12.84,14.3,-8.3
2025-06-13 00:00:00,CRML,2.0299999713897705,12228400.0,1807640.0,576.48,23.78,19.21,76.35,-27.34,76.35,89.66,-27.34,96.55,103.94,-27.34
2025-07-15 00:00:00,CRML,3.990000009536743,20995500.0,4237110.0,395.51,2.97,,,,,,,,,
2025-03-12 00:00:00,CRVO,6.170000076293945,158888700.0,179700.0,88318.86,159.24,51.86,65.15,-61.59,24.96,174.55,-61.59,43.27,174.55,-61.59
2025-05-09 00:00:00,CRVS,4.429999828338623,8855000.0,1159710.0,663.55,17.2,-18.51,2.26,-21.9,-21.22,2.26,-23.7,-8.8,2.26,-23.7
2025-06-03 00:00:00,CRWL,39.72999954223633,855300.0,172650.0,395.4,3.56,-8.94,1.38,-17.55,0.2,1.38,-17.55,0.83,9.46,-17.55
2025-05-16 00:00:00,CRWV,80.30000305175781,42984000.0,12750110.0,237.13,10.05,27.95,45.13,-15.88,49.69,62.84,-15.88,97.38,107.51,-15.88
2025-05-08 00:00:00,CSGS,64.88343811035156,753900.0,236640.0,218.59,5.91,0.23,2.44,-5.08,-2.48,2.44,-5.08,-1.43,3.63,-5.08
2025-04-25 00:00:00,CSIQ,11.149999618530272,11783500.0,2165040.0,444.26,11.06,-14.35,2.15,-21.08,-12.2,2.15,-21.08,-12.11,4.04,-21.08
2025-07-02 00:00:00,CSIQ,12.449999809265137,3826900.0,923210.0,314.52,5.78,13.17,14.06,-7.31,-0.64,14.06,-7.31,,,
2025-06-27 00:00:00,CSTL,20.350000381469727,1394900.0,411880.0,238.67,2.16,-4.37,1.38,-4.47,-4.18,1.38,-5.6,,,
2025-06-16 00:00:00,CTLP,10.989999771118164,26096700.0,1324560.0,1870.22,10.45,0.18,0.27,-1.36,0.18,0.36,-1.36,0.91,1.0,-1.36
2025-06-05 00:00:00,CTM,1.1799999475479126,6467400.0,1115760.0,479.64,3.51,1.69,22.03,-14.41,-12.71,22.03,-14.41,0.85,22.03,-15.25
2025-05-12 00:00:00,CTMX,2.130000114440918,114154500.0,4058750.0,2712.55,63.85,0.0,19.72,-22.54,-0.23,19.72,-22.54,26.76,34.98,-22.54
2025-03-05 00:00:00,CUBA,2.3752787113189697,2015664.0,146839.2,1272.7,3.17,1.35,2.31,-5.38,0.38,3.15,-5.38,1.54,4.81,-5.38
2025-02-19 00:00:00,CVEO,26.65375328063965,495500.0,113140.0,337.95,5.39,1.19,2.42,-6.43,-20.16,2.42,-22.41,-15.51,2.42,-23.99
2025-07-10 00:00:00,CVM,3.819999933242798,604400.0,152970.0,295.11,32.64,9.16,85.6,-23.82,,,,,,
2025-07-16 00:00:00,CVRX,8.449999809265137,980500.0,155330.0,531.24,13.18,,,,,,,,,
2025-04-04 00:00:00,CXAI,1.4199999570846558,92259200.0,1224390.0,7435.12,32.71,-22.54,4.93,-44.37,-24.65,4.93,-44.37,-19.01,4.93,-44.37
2025-05-19 00:00:00,CXAI,1.2999999523162842,1470000.0,314520.0,367.38,7.44,-19.23,11.54,-27.92,-19.23,11.54,-27.92,-27.31,11.54,-31.54
2025-02-20 00:00:00,CXDO,6.980000019073486,749900.0,114190.0,556.71,10.44,-10.6,1.58,-12.46,-3.3,5.16,-20.92,-21.78,5.16,-21.92
2025-05-08 00:00:00,DAVE,152.72999572753906,2618300.0,356380.0,634.69,39.77,20.38,23.7,-16.92,30.2,31.71,-16.92,45.06,45.47,-16.92
2025-02-25 00:00:00,DB,21.38999938964844,7277900.0,2033490.0,257.9,2.05,-1.87,3.51,-5.0,8.32,14.26,-5.0,18.05,18.42,-5.0
2025-02-20 00:00:00,DBRG,12.214295387268066,7446100.0,1941940.0,283.44,2.68,-8.82,3.19,-18.01,-19.61,3.19,-20.55,-22.55,3.19,-26.88
2025-05-15 00:00:00,DBRG,11.8184814453125,16982400.0,2408710.0,605.04,22.85,-8.11,2.83,-20.41,-6.51,2.83,-20.41,-12.68,2.83,-20.41
2025-05-08 00:00:00,DCTH,14.354999542236328,1318500.0,346280.0,280.76,9.66,11.81,12.16,-9.37,12.5,26.99,-9.37,14.11,26.99,-9.37
2025-07-14 00:00:00,DDC,19.920000076293945,426500.0,135050.0,215.81,39.2,,,,,,,,,
2025-05-08 00:00:00,DDD,2.25,6146900.0,1871100.0,228.52,5.63,-25.78,15.11,-26.67,-28.0,15.11,-28.89,-23.11,15.11,-34.22
2025-07-03 00:00:00,DDOG,155.14999389648438,29996700.0,4530100.0,562.16,14.5,-11.46,1.43,-11.82,-7.48,1.43,-12.45,,,
2025-05-09 00:00:00,DEFT,3.983999967575073,2429100.0,735370.0,230.32,18.93,-3.61,24.25,-18.42,-9.64,24.25,-18.42,-13.15,24.25,-23.69
2025-05-07 00:00:00,DEVS,0.4009999930858612,265917900.0,1179000.0,22454.53,43.21,94.51,236.66,-54.36,8.23,236.66,-54.36,12.22,236.66,-54.36
2025-05-12 00:00:00,DEVS,1.309999942779541,295914600.0,38920770.0,660.3,179.32,-53.28,3.05,-77.1,-58.24,3.05,-77.1,-68.02,3.05,-77.1
2025-04-07 00:00:00,DFDV,5.385714054107666,175394100.0,165550.0,105846.3,483.59,74.91,80.93,-69.26,18.99,110.88,-69.26,92.94,142.38,-69.26
2025-06-03 00:00:00,DG,111.9989242553711,15320300.0,3864050.0,296.48,9.62,-1.18,2.26,-5.77,0.67,2.26,-5.77,2.57,3.27,-5.77
2025-06-10 00:00:00,DGXX,2.049999952316284,5584800.0,723140.0,672.3,17.14,40.0,41.46,-14.63,16.59,52.2,-14.63,28.29,57.56,-14.63
2025-05-08 00:00:00,DHX,1.7400000095367432,511500.0,109680.0,366.36,4.19,6.32,18.97,-21.26,14.37,20.69,-21.26,36.21,42.53,-21.26
2025-05-14 00:00:00,DLO,9.714888572692873,1890600.0,597640.0,216.34,2.36,12.46,23.45,-4.12,11.27,23.45,-4.12,5.71,23.45,-4.12
2025-06-18 00:00:00,DOMH,6.25,1316300.0,258840.0,408.54,4.34,-5.6,4.0,-19.2,-15.68,4.0,-19.2,-11.14,4.0,-24.48
2025-05-29 00:00:00,DOOO,40.41846466064453,700700.0,130190.0,438.21,5.87,16.05,17.02,-5.84,20.42,23.92,-5.84,19.36,23.92,-5.84
2025-05-30 00:00:00,DOOO,43.85727310180664,600300.0,186880.0,221.22,6.74,6.07,8.36,-4.7,8.84,14.2,-4.7,10.52,14.2,-4.7
2025-05-13 00:00:00,DOUG,2.039999961853028,1277900.0,420130.0,204.17,4.08,10.78,13.73,-6.86,44.61,56.86,-6.86,29.9,56.86,-6.86
2025-05-23 00:00:00,DOUG,2.900000095367432,14349800.0,845980.0,1596.23,25.0,-8.28,10.34,-27.93,-9.31,10.34,-27.93,-13.79,10.34,-27.93
2025-02-21 00:00:00,DOYU,7.199999809265137,1282400.0,248620.0,415.81,10.87,-0.69,3.89,-10.42,5.0,9.03,-10.42,9.17,37.92,-10.42
2025-07-16 00:00:00,DPRO,5.179999828338623,36972800.0,1410970.0,2520.38,18.0,,,,,,,,,
2025-07-17 00:00:00,DPRO,7.21999979019165,27493600.0,5020150.0,447.66,36.23,,,,,,,,,
2025-03-27 00:00:00,DRCT,1.3300000429153442,24251600.0,109170.0,22114.53,26.67,-55.64,9.77,-60.15,-63.61,9.77,-64.74,-49.4,9.77,-66.84
2025-07-16 00:00:00,DTST,5.300000190734863,14954300.0,235010.0,6263.26,45.21,,,,,,,,,
2025-05-02 00:00:00,DUOL,486.4200134277344,3054900.0,890230.0,243.16,19.81,5.41,5.64,-10.98,8.76,12.03,-10.98,8.31,12.03,-10.98
2025-07-15 00:00:00,DXPE,99.3499984741211,731700.0,126860.0,476.78,4.63,,,,,,,,,
2025-05-21 00:00:00,DY,224.1300048828125,1282200.0,399720.0,220.77,12.63,1.88,2.12,-5.3,6.09,6.51,-5.3,4.4,8.59,-5.3
2025-05-08 00:00:00,EBS,6.360000133514404,4725700.0,1033910.0,357.07,11.58,-13.68,5.35,-16.51,2.2,10.38,-16.51,4.25,10.38,-16.51
2025-05-08 00:00:00,ECPG,40.77000045776367,1544400.0,303120.0,409.5,12.25,0.25,5.25,-6.77,-4.81,5.25,-6.77,-5.79,5.25,-8.85
2025-02-21 00:00:00,EDF,4.936563968658447,623600.0,113330.0,450.25,2.14,-1.9,0.57,-4.0,-2.67,0.57,-4.0,-0.56,0.57,-4.03
2025-06-18 00:00:00,EDHL,5.909999847412109,1840200.0,282280.0,551.91,11.51,-0.85,7.45,-19.63,3.89,12.69,-19.63,-88.69,16.41,-89.85
2025-02-19 00:00:00,EDIT,3.200000047683716,49891300.0,2986930.0,1570.32,81.82,-42.5,3.12,-45.31,-35.94,3.12,-48.44,-56.56,3.12,-59.06
2025-06-24 00:00:00,EDU,55.5,3995500.0,780710.0,411.78,11.63,-3.42,0.99,-6.34,-5.35,0.99,-9.1,,,
2025-02-28 00:00:00,EFC,13.787850379943848,3848000.0,1156720.0,232.66,7.99,-5.23,0.35,-7.67,-6.62,0.35,-9.76,-7.46,0.35,-9.76
2025-05-07 00:00:00,ELAN,12.010000228881836,22253700.0,4973890.0,347.41,21.19,7.24,9.99,-10.49,5.08,11.41,-10.49,11.82,18.23,-10.49
2025-04-07 00:00:00,ELPW,1.059999942779541,462600.0,124720.0,270.91,5.68,44.34,67.92,-28.02,266.51,329.62,-28.02,225.47,329.62,-28.02
2025-04-15 00:00:00,ELPW,2.190000057220459,4285200.0,731650.0,485.69,23.03,22.83,107.95,-33.79,40.64,107.95,-33.79,137.21,193.61,-33.79
2025-07-02 00:00:00,ELWS,3.1700000762939453,59289200.0,215020.0,27473.81,46.76,-14.51,11.04,-23.03,-20.35,11.04,-25.96,,,
2025-06-03 00:00:00,ENTA,7.190000057220459,345100.0,108340.0,218.53,13.05,5.42,7.09,-11.27,-1.95,17.8,-11.27,10.85,17.8,-11.27
2025-06-27 00:00:00,ENVA,111.01000213623048,1499200.0,266630.0,462.28,4.63,4.62,6.49,-4.22,4.25,7.25,-4.22,,,
2025-06-26 00:00:00,ENVX,10.529999732971191,14354800.0,3609310.0,297.72,16.35,8.17,10.49,-16.76,33.62,37.65,-16.76,,,
2025-07-07 00:00:00,ENVX,13.029999732971191,23849500.0,7201920.0,231.15,11.99,12.43,13.85,-10.28,,,,,,
2025-05-07 00:00:00,EOSE,6.670000076293945,37138600.0,5270990.0,604.58,19.56,4.05,5.85,-19.94,-11.09,10.34,-19.94,-41.23,10.34,-44.68
2025-03-21 00:00:00,EPWK,5.239999771118164,1448600.0,475560.0,204.61,2.95,-6.68,1.91,-10.69,0.76,3.05,-10.69,-1.91,9.92,-14.12
2025-02-27 00:00:00,ERJ,47.5,6887700.0,1409850.0,388.54,3.04,9.16,11.98,-8.48,7.37,11.98,-8.48,-0.04,19.18,-8.48
2025-05-23 00:00:00,EU,1.9700000286102293,7414900.0,1851010.0,300.59,9.44,-2.54,13.71,-13.2,15.23,22.84,-13.2,28.93,32.99,-13.2
2025-02-25 00:00:00,EVER,25.6200008392334,2828200.0,414360.0,582.55,13.51,2.89,5.35,-6.92,-1.52,5.35,-6.99,15.96,17.21,-6.99
2025-06-27 00:00:00,EVEX,6.690000057220459,1246200.0,403030.0,209.21,11.69,12.26,14.8,-7.7,3.44,15.08,-7.7,,,
2025-06-23 00:00:00,EVH,10.5,11365500.0,2416280.0,370.37,8.64,7.24,8.57,-12.1,12.19,14.9,-12.1,,,
2025-05-16 00:00:00,EVLV,5.460000038146973,19879500.0,2773300.0,616.82,19.47,4.58,12.73,-14.1,-1.28,12.73,-14.1,-5.31,12.73,-14.1
2025-04-22 00:00:00,EVO,3.9700000286102295,339700.0,105690.0,221.41,6.15,7.56,8.31,-5.04,2.02,10.33,-5.04,2.52,10.33,-5.04
2025-02-27 00:00:00,EVTC,37.49971771240234,1385400.0,387690.0,257.35,8.49,-0.13,2.19,-5.91,-5.09,2.19,-5.91,-0.4,2.19,-5.91
2025-05-14 00:00:00,EXEL,44.650001525878906,12919100.0,2643550.0,388.7,10.9,-2.08,9.41,-9.36,-4.59,9.41,-9.36,-6.43,9.41,-9.36
2025-05-07 00:00:00,EYE,15.609999656677246,11381400.0,2214980.0,413.84,15.63,19.35,24.34,-7.88,19.47,24.86,-7.88,33.63,39.21,-7.88
2025-06-05 00:00:00,EYEN,3.140000104904175,14808658.0,3151183.8,369.94,36.52,-14.97,87.26,-31.21,34.08,161.46,-32.8,262.42,447.13,-32.8
2025-06-17 00:00:00,EYEN,6.96999979019165,29938045.0,8488908.7,252.67,18.54,37.02,63.56,-56.1,126.97,146.48,-56.1,127.55,146.48,-56.1
2025-04-24 00:00:00,FARO,31.229999542236328,880900.0,220240.0,299.97,8.44,-5.16,1.7,-9.13,35.03,36.09,-9.13,34.49,36.54,-9.13
2025-05-06 00:00:00,FARO,42.36000061035156,10244500.0,348920.0,2836.06,33.38,-0.52,0.66,-0.99,-0.59,0.66,-0.99,0.33,0.66,-0.99
2025-06-16 00:00:00,FARO,43.81999969482422,2707200.0,581800.0,365.31,2.38,-0.16,0.39,-3.1,0.23,0.48,-3.1,0.07,0.55,-3.1
2025-06-06 00:00:00,FATE,1.600000023841858,4680700.0,1396730.0,235.12,10.34,-20.63,13.75,-20.63,-28.75,13.75,-30.63,-31.87,13.75,-36.25
2025-05-23 00:00:00,FCEL,5.480000019073486,3143500.0,1036430.0,203.3,11.84,-9.85,6.57,-18.61,36.31,46.53,-18.61,8.21,46.53,-18.61
2025-05-27 00:00:00,FEIM,20.440000534057617,399800.0,113270.0,252.96,2.35,-8.76,2.74,-11.59,-8.37,2.74,-11.59,9.69,21.18,-11.59
2025-06-03 00:00:00,FERG,210.54139709472656,5199000.0,1442300.0,260.47,14.4,2.55,2.69,-4.92,0.18,2.69,-4.92,5.16,5.25,-4.92
2025-04-28 00:00:00,FFAI,1.309999942779541,27586500.0,8085630.0,241.18,3.97,-14.5,5.34,-15.27,-5.34,5.34,-17.56,-6.87,5.34,-17.56
2025-03-17 00:00:00,FINV,9.119999885559082,2347900.0,716410.0,227.73,3.87,8.11,21.49,-4.17,5.59,21.49,-4.17,-12.72,21.49,-20.29
2025-03-18 00:00:00,FINV,10.720000267028809,4598800.0,880270.0,422.43,15.89,-9.42,3.36,-11.1,-5.69,3.36,-11.1,-29.01,3.36,-32.18
2025-05-15 00:00:00,FL,23.899999618530277,83206200.0,4458620.0,1766.19,69.99,-0.13,1.09,-2.05,-0.59,1.09,-2.05,0.5,1.76,-2.05
2025-05-08 00:00:00,FLNC,4.820000171661377,15080800.0,4137050.0,264.53,6.28,11.41,35.37,-18.46,2.28,35.37,-18.46,-2.07,35.37,-18.46
2025-05-23 00:00:00,FLR,41.040000915527344,8254000.0,2552850.0,223.32,4.4,0.27,6.87,-8.24,9.99,12.82,-8.24,24.85,25.9,-8.24
2025-06-11 00:00:00,FLR,49.790000915527344,11845700.0,3808800.0,211.01,7.54,0.5,3.53,-10.18,3.19,3.98,-10.18,4.98,7.73,-10.18
2025-06-27 00:00:00,FLS,53.63999938964844,9827200.0,2756980.0,256.45,3.47,-2.78,3.41,-4.14,-1.25,3.41,-4.14,,,
2025-07-07 00:00:00,FLUX,2.380000114440918,652800.0,124160.0,425.77,19.9,-23.95,6.3,-24.37,,,,,,
2025-06-20 00:00:00,FLYE,4.75,332860.0,103264.0,222.34,11.76,-3.16,29.47,-20.0,-13.47,29.47,-32.63,,,
2025-05-12 00:00:00,FMST,1.600000023841858,1858900.0,487140.0,281.59,30.08,53.13,78.12,-31.0,102.5,118.5,-31.0,108.75,258.69,-31.0
2025-05-12 00:00:00,FNGS,57.75,433200.0,122240.0,254.38,2.78,2.44,3.03,-2.3,4.17,4.23,-2.3,6.68,7.38,-2.3
2025-05-12 00:00:00,FNKO,5.139999866485596,4901300.0,1125540.0,335.46,9.83,-16.54,3.11,-23.93,-21.01,3.11,-27.04,0.19,3.6,-27.04
