signal_type,analysis_days,holding_days,off_exchange_threshold,price_stability_threshold,hit_rate,avg_return,trade_count,tickers_count,avg_off_exchange_pct
ACCUMULATION_STRONG,4,2,20,0.5,83.33333333333334,-0.2125909210516692,6,29,26.829166666666666
ACCUMULATION_MODERATE,4,2,35,2.0,83.33333333333334,2.5200254007408356,6,29,49.62916666666666
ACCUMULATION_STRONG,4,3,15,0.5,83.33333333333334,1.2229838455790858,6,29,24.516666666666666
ACCUMULATION_STRONG,4,4,15,1.0,81.81818181818183,0.6266730997126527,11,29,24.093181818181822
ACCUMULATION_STRONG,4,4,15,1.5,85.71428571428571,0.9412206170379667,14,29,24.685714285714287
ACCUMULATION_STRONG,4,4,20,1.5,81.81818181818183,0.5835090736849909,11,29,26.70681818181818
ACCUMULATION_MODERATE,5,1,15,2.0,100.0,1.5628344171548838,6,29,34.57
ACCUMULATION_MODERATE,5,1,20,2.0,100.0,1.5628344171548838,6,29,34.57
ACCUMULATION_MODERATE,5,1,25,2.0,100.0,1.5628344171548838,6,29,34.57
ACCUMULATION_MODERATE,5,1,30,2.0,100.0,1.5628344171548838,6,29,34.57
ACCUMULATION_STRONG,5,1,40,2.0,80.0,1.2644849870907393,5,29,44.623999999999995
ACCUMULATION_STRONG,5,2,20,1.0,80.0,1.2947816911260603,10,29,30.918
ACCUMULATION_STRONG,5,2,30,1.5,85.71428571428571,1.4239960254332473,7,29,36.60857142857143
ACCUMULATION_STRONG,5,2,30,2.0,87.5,1.2475555159060818,8,29,35.965
ACCUMULATION_STRONG,5,3,15,1.0,80.0,0.9405426279380688,10,29,25.646000000000004
ACCUMULATION_STRONG,5,3,20,1.5,100.0,1.8075987337833057,9,29,28.166666666666668
ACCUMULATION_STRONG,5,3,20,2.0,91.66666666666666,1.4291926398467816,12,29,27.67166666666667
