ticker,ratio,volume_1d,volume_10d,volume_usd_1d,volume_usd_10d,price,price_90d_avg,change_1d,change_30d,score,sector,industry
NAMSW_20250718_1011,3.292008569744503,19562.0,6320.0,205205.37552261353,62334.398946762085,10.489999771118164,9.195844507217407,0.0,9.498954641536898,3.292008569744503,Unknown,Unknown
NB_20250718_1011,3.285448570512394,8745100.0,2413970.0,27984320.416998863,8517655.904939175,3.200000047683716,2.4540555503633286,0.0,18.959107048876163,3.285448570512394,Unknown,Unknown
NFXS,3.106963487187146,612762.0,206070.0,8499621.879650116,2735668.4153842926,13.871000289916992,15.260509247250027,0.0,3.5999653830990463,3.106963487187146,Unknown,Unknown
NAMSW_20250717_1258,2.7126268122784403,16692.0,6320.0,169089.9619102478,62334.398946762085,10.130000114440918,9.191844511032105,0.0,5.741129385333982,2.7126268122784403,Unknown,Unknown
BTOG,2.7111337444286123,178142431.0,140301010.0,156462499.13501137,57711095.757095076,0.8783000111579895,0.2081477767891354,0.0,501.5753589495865,2.7111337444286123,Financial Services,Financial Data & Stock Exchanges
IPB,2.608391166663115,2192.0,840.0,55885.04183959961,21425.10009765625,25.4950008392334,25.002543237474228,0.0,2.159166928878336,2.608391166663115,Unknown,Unknown
CIMN,2.591666627347849,16830.0,6490.0,425294.1077041626,164100.62282562256,25.270000457763672,24.71151106092665,0.0,1.772052095890412,2.591666627347849,Unknown,Unknown
MYCN,2.4337659539684227,1000.0,410.0,24225.000381469727,9953.709945678711,24.225000381469727,23.873164939880372,0.0,1.3710647097815125,2.4337659539684227,Unknown,Unknown
MYGN,2.409889728434809,2926000.0,1134410.0,14805559.832572937,6143666.931262016,5.059999942779541,6.573666662640042,0.0,3.688520986013233,2.409889728434809,Healthcare,Diagnostics & Research
TMET,2.357264576731329,1754.0,750.0,45471.398178100586,19289.900093078613,25.924400329589844,23.699648899502225,0.0,8.470295997368959,2.357264576731329,Unknown,Unknown
VACH,2.274942235928244,8843.0,3880.0,91878.77303600311,40387.29932785034,10.390000343322754,10.293711090087891,0.0,0.07706004492245128,2.274942235928244,Financial Services,Shell Companies
SIFY,2.24761179254054,155840.0,71880.0,864912.0297241211,384813.7977361679,5.550000190734863,4.582666693793403,0.0,9.251973899360324,2.24761179254054,Communication Services,Telecom Services
TLN,2.240302800107037,1904195.0,979270.0,599059758.6222839,267401245.31097412,314.6000061035156,237.6522218492296,0.0,22.919435454619382,2.240302800107037,Utilities,Utilities - Independent Power Producers
AMUB,2.138480767555533,28713.0,13420.0,548131.1743812561,256318.02852630615,19.09000015258789,19.023671849568686,0.0,1.0534084856868087,2.138480767555533,Unknown,Unknown
FUFU,2.119595852975606,242270.0,140070.0,1079312.8315162659,509206.8990421295,4.454999923706055,3.847111129760742,0.0,26.923075094312885,2.119595852975606,Financial Services,Capital Markets
NBXG_20250718_1011,2.103380980369668,352100.0,171800.0,5211080.067157745,2477477.9822540283,14.800000190734863,12.748304960462782,0.0,10.067341481055813,2.103380980369668,Unknown,Unknown
FGSN,2.0688002185013703,39998.0,19310.0,961151.967464447,464593.90272140503,24.030000686645508,23.301543702019586,0.0,3.8524341720926647,2.0688002185013703,Unknown,Unknown
BKSY,2.035542779534027,3976993.0,1948730.0,95845532.81710243,47085983.05118561,24.100000381469727,12.258888896306356,0.0,98.6809575770603,2.035542779534027,Industrials,Specialty Business Services
NCNO_20250718_1011,1.9532201839232488,2518400.0,1356090.0,77289697.3449707,39570396.61024094,30.690000534057617,26.193888918558756,0.0,12.706577488018306,1.9532201839232488,Unknown,Unknown
NB_20250717_1258,1.9412370918335988,3568500.0,2168110.0,14238315.034031868,7334660.507946014,3.990000009536743,2.4424999952316284,0.0,58.964144410228904,1.9412370918335988,Unknown,Unknown
NB,1.9412370918335988,3568500.0,2168110.0,14238315.034031868,7334660.507946014,3.990000009536743,2.4424999952316284,0.0,58.964144410228904,1.9412370918335988,Basic Materials,Other Industrial Metals & Mining
BMR,1.9002600507475687,251531.0,145160.0,885389.1152024269,465930.4998040199,3.5199999809265137,2.752788892057207,0.0,16.556291495293443,1.9002600507475687,Technology,Software - Application
ECCU,1.8017286376954744,17410.0,9690.0,432638.50664138794,240124.12168502808,24.850000381469727,24.21653857760959,0.0,2.0866375103772956,1.8017286376954744,Unknown,Unknown
QTOP,1.7947095473818124,63306.0,35720.0,1823845.8261909485,1016234.5371437073,28.809999465942383,25.516122754414877,0.0,7.91420324959936,1.7947095473818124,Unknown,Unknown
AUDC,1.7722703929671966,254452.0,150310.0,2758234.2390708923,1556328.1145000458,10.839900016784668,9.374443287319608,0.0,14.344942407323574,1.7722703929671966,Technology,Communication Equipment
NCRA,1.769557763509615,76202.0,43980.0,80774.11563968658,45646.49841070175,1.059999942779541,0.9951666593551636,0.0,2.9126186624346984,1.769557763509615,Consumer Defensive,Packaged Foods
AGEM,1.7476767157658961,2943.0,1710.0,99914.85224533081,57170.09979248047,33.95000076293945,30.546191215515137,0.0,6.512005174930668,1.7476767157658961,Unknown,Unknown
BIPH,1.7454966545624384,14459.0,8310.0,238428.90669059753,136596.5990638733,16.489999771118164,16.18817901611328,0.0,2.7804364648036666,1.7454966545624384,Unknown,Unknown
CYCN,1.742035230782934,58082.0,34340.0,198640.44443130493,114027.79973745346,3.4200000762939453,2.9643111096488104,0.0,7.88643514142358,1.742035230782934,Healthcare,Biotechnology
EOSE,1.7288632271724702,17381274.0,12455320.0,108546054.14087105,62784639.31377411,6.244999885559082,4.796833321783278,0.0,59.31121846975176,1.7288632271724702,Industrials,Electrical Equipment & Parts
XRPT,1.6863951999708424,961390.0,789110.0,26994292.647399902,16007097.652950287,28.078399658203125,14.183317942497057,0.0,138.8837872279038,1.6863951999708424,Unknown,Unknown
CCI,1.6789921680622744,3330004.0,2029710.0,351332062.8738708,209251758.022995,105.50499725341795,100.80879296196832,0.0,6.34047157915328,1.6789921680622744,Unknown,Unknown
DVLU,1.6718635535356654,1917.0,1160.0,57874.23102378845,34616.59948348999,30.190000534057617,28.357147852579754,0.0,4.764601149029692,1.6718635535356654,Unknown,Unknown
KTN,1.6573718965717137,3643.0,2200.0,95081.93312072754,57369.09942626953,26.099899291992188,25.63228202395969,0.0,2.441783007820659,1.6573718965717137,Unknown,Unknown
TDF,1.628386877158942,49091.0,30940.0,507159.1371049881,311448.7989425659,10.331000328063965,9.562317858801947,0.0,5.317448404085908,1.628386877158942,Financial Services,Asset Management
FKU,1.602696011669182,2482.0,1560.0,115388.18416595459,71996.30081176758,46.4900016784668,43.028004794650606,0.0,1.9408713126335055,1.602696011669182,Unknown,Unknown
KSCP,1.588040792435945,1265490.0,942860.0,11300826.0861969,7116206.422419548,8.930000305175781,5.15233334435357,0.0,48.33887597124878,1.588040792435945,Industrials,Security & Protection Services
STEM,1.5788082833634522,416319.0,335680.0,4683588.75,2966534.1886997223,11.25,8.80200006696913,0.0,5.534710703876069,1.5788082833634522,Utilities,Utilities - Renewable
LANV,1.5119108987476177,80247.0,52380.0,192592.80765295032,127383.70218276978,2.400000095367432,2.22408889664544,0.0,18.811887031138667,1.5119108987476177,Consumer Cyclical,Luxury Goods
CTM,1.4898422241993736,4263396.0,3348440.0,6437727.919341087,4321080.322985649,1.5099999904632568,1.0799333267741733,0.0,27.96610657492804,1.4898422241993736,Technology,Information Technology Services
PLMK,1.4764485607584557,5500.0,3730.0,56571.89989089966,38316.20104789734,10.285799980163574,10.155531099107531,0.0,0.5454588506760367,1.4764485607584557,Unknown,Unknown
MYMF_20250717_1258,1.4677141847420347,806.0,550.0,20037.160491943356,13651.949882507324,24.86000061035156,24.668500094943575,0.0,0.7362266369559252,1.4677141847420347,Unknown,Unknown
ZURA,1.467048730415376,1513115.0,1220920.0,3086603.3860480785,2103954.232777357,2.039900064468384,1.2382433348231845,0.0,77.38261797910397,1.467048730415376,Healthcare,Biotechnology
SES,1.4552445440334931,7674449.0,6711110.0,9131827.176886203,6275115.212990642,1.189900040626526,0.8044655561447144,0.0,28.22199082602278,1.4552445440334931,Unknown,Unknown
PDPA,1.4332009951957774,2150.0,1520.0,54373.28462600708,37938.352546691895,25.289899826049805,24.4365332921346,0.0,3.7191530118250182,1.4332009951957774,Unknown,Unknown
IH,1.3691245265677514,81409.0,76550.0,274348.3206834793,200382.2993159294,3.369999885559082,2.329866666264004,0.0,44.01709440897204,1.3691245265677514,Consumer Defensive,Education & Training Services
THAR,1.3518662395199255,63367.0,47660.0,108991.24181294441,80622.80026435852,1.7200000286102295,1.4549444437026977,0.0,13.90728738233609,1.3518662395199255,Healthcare,Biotechnology
WKEY,1.3044799285832211,164324.0,136400.0,1110830.2776107788,851550.302362442,6.760000228881836,5.299666680230034,0.0,5.956114539571878,1.3044799285832211,Unknown,Unknown
TAXE,1.2800399440622043,3958.0,3080.0,196257.42637634277,153321.32976531982,49.584999084472656,49.298648834228516,0.0,0.4623999755150768,1.2800399440622043,Unknown,Unknown
NBN,1.2638123061192923,143600.0,113530.0,13710928.482055664,10848864.515457153,95.4800033569336,87.8592633565267,0.0,17.095906653039673,1.2638123061192923,Unknown,Unknown
MESA,1.2629215024587706,138821.0,129160.0,165085.93926346302,130717.49823093414,1.1892000436782837,0.9931022173828549,0.0,18.92000436782837,1.2629215024587706,Industrials,Airlines
FTAG,1.245358568043808,448.0,360.0,11867.519897460938,9529.399967193604,26.489999771118164,25.1073396258884,0.0,2.9445939665543213,1.245358568043808,Unknown,Unknown
GCV,1.212008027449987,54357.0,45270.0,211448.73570227623,174461.49770736694,3.890000104904175,3.598901131418016,0.0,6.502588698397381,1.212008027449987,Financial Services,Asset Management
NCLH_20250717_1258,1.1995824058820264,17104100.0,14886570.0,394249491.9506073,328655613.8348198,23.049999237060547,18.741444396972657,0.0,26.094082993660777,1.1995824058820264,Unknown,Unknown
LPCN,1.1904220965070007,39172.0,33400.0,126525.5607471466,106286.30056381226,3.2300000190734863,3.2609777794943917,0.0,3.4593222543278666,1.1904220965070007,Healthcare,Biotechnology
RFEM,1.1888595133719544,1773.0,1510.0,128985.75,108495.36766052246,72.75,67.17170647515191,0.0,6.852557068783752,1.1888595133719544,Unknown,Unknown
NATR,1.1871715216295555,105600.0,87370.0,1606176.0040283203,1352943.5088062286,15.210000038146973,13.685666667090523,0.0,3.680981315914542,1.1871715216295555,Consumer Defensive,Packaged Foods
GLV,1.1870386018872714,32438.0,26960.0,181004.037525177,152483.69955062866,5.579999923706055,5.394259738922119,0.0,1.3134612331107551,1.1870386018872714,Unknown,Unknown
TDTH,1.1815820186291963,7367448.0,13424230.0,10312217.301449776,8727466.345005333,1.3997000455856323,0.42024110986126795,0.0,293.17416326214214,1.1815820186291963,Technology,Information Technology Services
LGRO,1.1788842379969042,4584.0,3890.0,170845.68209838867,144921.50848388672,37.27000045776367,33.784205775790745,0.0,5.625827253608294,1.1788842379969042,Unknown,Unknown
MFAO,1.17482824081905,11493.0,9830.0,292152.0608768463,248676.40283584595,25.420000076293945,24.830972904629178,0.0,1.4770493034027559,1.17482824081905,Unknown,Unknown
BAER,1.1728443055728954,161268.0,140110.0,308021.87461709976,262628.1025993824,1.909999966621399,1.5758333351877,0.0,4.371580427867548,1.1728443055728954,Industrials,Security & Protection Services
NBXG_20250717_1258,1.1717737193903288,196550.0,171800.0,2903043.5899734497,2477477.9822540283,14.770000457763672,12.747971725463866,0.0,9.844233993844583,1.1717737193903288,Unknown,Unknown
LITM,1.1705190683572717,365603.0,346090.0,1707366.0378932953,1458640.0888705254,4.670000076293945,4.684100026554532,0.0,39.4029913205671,1.1705190683572717,Basic Materials,Other Industrial Metals & Mining
GLMD,1.1699959727514868,422150.0,361390.0,878071.967792511,750491.4446222782,2.0799999237060547,1.6271888812383015,0.0,39.59730942235019,1.1699959727514868,Healthcare,Biotechnology
VTWV,1.1663744480125706,9444.0,8110.0,1370041.1491699219,1174615.1945495605,145.07000732421875,133.2879599677192,0.0,8.64765986556102,1.1663744480125706,Unknown,Unknown
WTIP,1.1632261188105841,2849.0,2520.0,88176.5521736145,75803.44934463501,30.950000762939453,30.176190784999303,0.0,0.0,1.1632261188105841,Unknown,Unknown
CRSP,1.1619151912121122,3298246.0,3170240.0,206503184.0730896,177726554.94560242,62.61000061035156,41.39338879055447,0.0,62.328237245885475,1.1619151912121122,Unknown,Unknown
NVNO,1.16120908151069,139639.0,136610.0,743870.8889875412,640600.3025913239,5.327099800109863,3.4249122116300796,0.0,53.077579623926205,1.16120908151069,Healthcare,Medical Devices
IBOT,1.1608499455726156,4390.0,3840.0,207339.69799041748,178610.24913787842,47.22999954223633,41.95094460381402,0.0,9.303403246792113,1.1608499455726156,Unknown,Unknown
FFIC,1.159246193152585,300548.0,259910.0,3747833.6402549744,3232991.9756412506,12.470000267028809,12.106166097852919,0.0,7.880025087796562,1.159246193152585,Financial Services,Banks - Regional
NAK_20250717_1258,1.1588172925763167,18382700.0,18464970.0,42280209.12344456,36485656.016960144,2.299999952316284,1.1668888919883305,0.0,81.1023611699857,1.1588172925763167,Unknown,Unknown
VLYPP,1.1437749054660065,5133.0,4500.0,128735.63960838316,112553.29959869385,25.07999992370605,24.319339391920302,0.0,1.9132890026843936,1.1437749054660065,Unknown,Unknown
GLSI,1.141955794549397,95367.0,91440.0,1153940.7363796236,1010495.1013755798,12.100000381469728,9.953555541568333,0.0,28.31389172732565,1.141955794549397,Healthcare,Biotechnology
SLDP,1.1398136996711161,9865995.0,11232400.0,36158871.29864216,31723492.452385426,3.6649999618530273,1.5464555515183342,0.0,158.098596663164,1.1398136996711161,Consumer Cyclical,Auto Parts
TSPY,1.1330171082676237,49125.0,43630.0,1207001.2350082397,1065298.3315086365,24.56999969482422,22.628765869140626,0.0,6.789882739470196,1.1330171082676237,Unknown,Unknown
TIGR,1.1238839979211317,6160505.0,6156190.0,68997654.82497692,61392149.85941887,11.199999809265137,8.607277785407172,0.0,36.253034615940166,1.1238839979211317,Financial Services,Capital Markets
XTLB,1.0977905259598084,24705.0,27010.0,45457.20082461834,41407.90045976639,1.840000033378601,1.2467777762148116,0.0,58.620697096894034,1.0977905259598084,Healthcare,Biotechnology
SPRC,1.0963939652231793,44846.0,42880.0,336990.7826395035,307362.85799503326,7.514400005340576,6.602482239405314,0.0,12.524708526323975,1.0963939652231793,Healthcare,Biotechnology
PSCC,1.0895557956864776,6654.0,6260.0,236304.82516479492,216881.8027496338,35.51319885253906,34.32976972791884,0.0,3.470247101866307,1.0895557956864776,Unknown,Unknown
IBKR,1.0655470882307423,5000971.0,5135110.0,321062322.9382477,301312186.4669037,64.19999694824219,48.2956058078342,0.0,24.16593109891903,1.0655470882307423,Financial Services,Capital Markets
ATHS,1.0649228895766785,28368.0,26600.0,713171.502685547,669693.0920219421,25.13999938964844,24.690311643812393,0.0,1.6217726532992571,1.0649228895766785,Unknown,Unknown
NCDL_20250717_1258,1.056209308551892,168000.0,162330.0,2872800.064086914,2719915.4948043823,17.100000381469727,15.753388086954752,0.0,9.821643376910878,1.056209308551892,Unknown,Unknown
WIMI,1.0551757831414137,391060.0,424260.0,1501670.3664350512,1423147.1101093292,3.839999914169312,4.631388870875041,0.0,43.820217394876174,1.0551757831414137,Communication Services,Advertising Agencies
IUSG,1.0388829410179339,497762.0,484940.0,76411441.88571167,73551541.63070679,153.50999450683594,136.71102532280815,0.0,7.476611751604628,1.0388829410179339,Unknown,Unknown
BNJ,1.0376162527532355,10342.0,10060.0,160818.10197257996,154988.03295135498,15.550000190734863,15.18080464469062,0.0,2.1681991978734443,1.0376162527532355,Unknown,Unknown
GFAI,1.0372547596016124,716692.0,777850.0,1024869.5224080086,988059.5995545387,1.4299999475479126,1.0997666637102763,0.0,24.347824103890794,1.0372547596016124,Industrials,Security & Protection Services
NBIS_20250718_1011,1.0335822548516032,10840400.0,11296430.0,582021061.112976,563110539.4669724,53.68999862670898,34.98711107042101,0.0,36.303628988678106,1.0335822548516032,Unknown,Unknown
VOC,1.0313919423983662,52495.0,52290.0,158561.14459633827,153735.10115623474,3.0204999446868896,2.945947257677714,0.0,9.836361624977807,1.0313919423983662,Unknown,Unknown
QMMM,1.0275659564104376,4069765.0,4891590.0,8713773.555841446,8480013.863325119,2.1410999298095703,1.148745556672414,0.0,89.47787069421055,1.0275659564104376,Communication Services,Advertising Agencies
NBIS_20250717_1258,1.0264693373689993,11086400.0,11614400.0,591015999.2248535,575775600.6036377,53.310001373291016,34.70155552758111,0.0,43.037297339732305,1.0264693373689993,Unknown,Unknown
NBIS,1.0264693373689993,11086400.0,11614400.0,591015999.2248535,575775600.6036377,53.310001373291016,34.70155552758111,0.0,43.037297339732305,1.0264693373689993,Communication Services,Internet Content & Information
LGO,1.024539897905504,116602.0,135150.0,196835.83390927315,192121.1992931366,1.688099980354309,1.4684233281347487,0.0,22.326085955599375,1.024539897905504,Basic Materials,Other Industrial Metals & Mining
MGLD,1.0185391207310035,5518.0,5830.0,4882.326493144035,4793.459960222244,0.8848000168800354,0.8987755510542128,0.0,3.4853797826626476,1.0185391207310035,Financial Services,Asset Management
MZTI_20250718_1011,1.0105914637708622,141800.0,141630.0,25204950.0,24940790.52078247,177.75,173.41071624755858,0.0,7.000887676580035,1.0105914637708622,Unknown,Unknown
CCG,1.0078609934881373,111710.0,116120.0,89368.00133168697,88670.95949649811,0.800000011920929,0.8452222194936541,0.0,0.0,1.0078609934881373,Communication Services,Internet Content & Information
A,,,1956210.0,,231779001.4163208,,113.3272662216358,0.0,,,Healthcare,Diagnostics & Research
AA,,,6383150.0,,190274669.44690704,,28.429177252094398,0.0,,,Basic Materials,Aluminum
AACB,,,14270.1,,144246.30604772567,,10.03732852935791,0.0,,,Financial Services,Shell Companies
AACBR,,,4.0,,1.0640000104904173,,0.2660000026226043,0.0,0.0,,Unknown,Unknown
AACBU,,,320.0,,3370.3000926971436,,10.222842687971136,0.0,,,Financial Services,Shell Companies
AACI,,,195833.9,,1968053.4742136956,,10.038294006796445,0.0,0.0,,Unknown,Unknown
AACIU,,,3940.0,,40045.43932914734,,10.120923066750551,0.0,,,Unknown,Unknown
AADR,,,10844.6,,854067.0500213623,,75.85798250691275,0.0,,,Unknown,Unknown
AAOI,,,4768570.0,,134832454.04397964,,18.27016861519117,0.0,,,Technology,Communication Equipment
AAP,,,2631150.0,,155022358.31672668,,41.822319973720596,0.0,,,Consumer Cyclical,Auto Parts
AAPD,,,680110.0,,11638522.615585327,,17.679688207219154,0.0,,,Unknown,Unknown
AAVM,,,1210.1,,32579.059323692323,,25.366168461488872,0.0,,,Unknown,Unknown
ABAT,,,4040970.0,,8274049.284745455,,1.331280895163504,0.0,,,Unknown,Unknown
ABBV,,,6035340.0,,1140544334.3829346,,188.34918315758867,0.0,,,Healthcare,Drug Manufacturers - General
ABCS,,,2451.4,,71419.0200214386,,27.5686725445008,0.0,,,Unknown,Unknown
ABI,,,40060.1,,1002504.1160228727,,25.03233070373535,0.0,0.0,,Unknown,Unknown
ABIG,,,3092.1,,93420.3865322113,,28.692395574906293,0.0,,,Unknown,Unknown
ABSI,,,4377100.0,,11981703.51104021,,2.8246067373940114,0.0,,,Healthcare,Biotechnology
ABT,,,7836130.0,,1004361674.8070526,,130.62001131893544,0.0,,,Unknown,Unknown
ABUS,,,773580.0,,2478495.3339886665,,3.301685397544604,0.0,,,Healthcare,Biotechnology
ABVE,,,100224540.0,,250649564.56044793,,1.0120112326707733,0.0,,,Consumer Defensive,Packaged Foods
ACET,,,404080.0,,289124.93056952953,,0.6909887660085485,0.0,,,Healthcare,Biotechnology
ACHR,,,41471570.0,,471552053.8297844,,9.317415741052521,0.0,,,Industrials,Aerospace & Defense
ACP-A,,,,,,,,0.0,0.0,,Unknown,Unknown
ACR-C,,,,,,,,0.0,0.0,,Unknown,Unknown
ACR-D,,,,,,,,0.0,0.0,,Unknown,Unknown
ACWI,,,2482780.0,,321381019.32388306,,120.09669923246577,0.0,,,Unknown,Unknown
ADC-A,,,,,,,,0.0,0.0,,Unknown,Unknown
ADGM,,,38866.5,,62090.169343709946,,1.1636067401157337,0.0,,,Healthcare,Medical Devices
ADT,,,10417280.0,,88260648.66353989,,8.121949806641997,0.0,,,Industrials,Security & Protection Services
ADXN,,,4933.3,,45508.84676399231,,8.122617962655056,0.0,,,Healthcare,Biotechnology
AEF,,,150250.0,,890134.7047948837,,5.236962913127428,0.0,,,Financial Services,Asset Management
AEG,,,6525960.0,,46142977.69329071,,6.717415739980976,0.0,,,Financial Services,Insurance - Diversified
AEO,,,6669060.0,,66523509.806108475,,10.662636756896973,0.0,,,Consumer Cyclical,Apparel Retail
AFJK,,,5670.0,,63258.4991645813,,11.072033582108745,0.0,,,Financial Services,Shell Companies
AFJKR,,,1.0,,0.3899999856948852,,0.3899999856948852,0.0,0.0,,Unknown,Unknown
AFOS,,,1250.3,,32665.950853538514,,25.924026870727538,0.0,0.0,,Unknown,Unknown
AFSC,,,10821.8,,314908.0943939209,,27.06197745076726,0.0,,,Unknown,Unknown
AG,,,22858420.0,,198589309.46582794,,6.996966329853186,0.0,,,Basic Materials,Silver
AGFY,,,7724.5,,192064.087805748,,21.71169656046321,0.0,,,Industrials,Farm & Heavy Construction Machinery
AGM-D,,,,,,,,0.0,0.0,,Unknown,Unknown
AGM-E,,,,,,,,0.0,0.0,,Unknown,Unknown
AGM-F,,,,,,,,0.0,0.0,,Unknown,Unknown
AGM-G,,,,,,,,0.0,0.0,,Unknown,Unknown
AGMI,,,740.1,,27028.453609466553,,32.507889779765954,0.0,,,Unknown,Unknown
AHH-A,,,,,,,,0.0,0.0,,Unknown,Unknown
AHL-D,,,,,,,,0.0,0.0,,Unknown,Unknown
AHL-E,,,,,,,,0.0,0.0,,Unknown,Unknown
AHL-F,,,,,,,,0.0,0.0,,Unknown,Unknown
AHT-D,,,,,,,,0.0,0.0,,Unknown,Unknown
AHT-F,,,,,,,,0.0,0.0,,Unknown,Unknown
AHT-G,,,,,,,,0.0,0.0,,Unknown,Unknown
AHT-H,,,,,,,,0.0,0.0,,Unknown,Unknown
AHT-I,,,,,,,,0.0,0.0,,Unknown,Unknown
AIFE,,,3641.4,,37137.00837688446,,10.100865299782056,0.0,,,Financial Services,Shell Companies
AIFER,,,4.0,,0.8004000186920164,,0.2001000046730041,0.0,0.0,,Unknown,Unknown
AIFEU,,,370.8,,3823.880033111572,,10.270234729466813,0.0,,,Unknown,Unknown
AIRT,,,901.0,,19818.200046539307,,18.395842648624033,0.0,,,Industrials,Conglomerates
AIRTP,,,3140.3,,54403.64579029083,,16.861055931348478,0.0,,,Unknown,Unknown
AKO,,,,,,,,0.0,0.0,,Unknown,Unknown
AKYA,,,113880.11111111111,,149313.87746057246,,1.2762568098577587,0.0,,,Healthcare,Medical Instruments & Supplies
ALB-A,,,,,,,,0.0,0.0,,Unknown,Unknown
ALDF,,,64970.0,,680190.2373695374,,10.294359603624665,0.0,,,Financial Services,Shell Companies
ALDFU,,,394.7,,4262.81472158432,,10.551741546459413,0.0,,,Unknown,Unknown
ALFUU,,,150.0,,1604.9999713897705,,10.527077567711306,0.0,,,Unknown,Unknown
ALL-B,,,,,,,,0.0,0.0,,Unknown,Unknown
ALL-H,,,,,,,,0.0,0.0,,Unknown,Unknown
ALL-I,,,,,,,,0.0,0.0,,Unknown,Unknown
ALL-J,,,,,,,,0.0,0.0,,Unknown,Unknown
ALOT,,,11662.1,,135582.8874470711,,9.431910113002477,0.0,,,Technology,Computer Hardware
ALTG-A,,,,,,,,0.0,0.0,,Unknown,Unknown
AMBI,,,7300.0,,34603.69887828827,,4.6408876354774735,0.0,,,Industrials,Waste Management
AMH-G,,,,,,,,0.0,0.0,,Unknown,Unknown
AMH-H,,,,,,,,0.0,0.0,,Unknown,Unknown
ANEB,,,19191.8,,31370.151956152917,,1.2858314574434515,0.0,,,Healthcare,Biotechnology
ANG-B,,,,,,,,0.0,0.0,,Unknown,Unknown
ANG-D,,,,,,,,0.0,0.0,,Unknown,Unknown
ANSC,,,52480.4,,569891.0420879364,,10.731797732663958,0.0,,,Financial Services,Shell Companies
ANSS,,,3116050.0,,1175133120.9204102,,332.3974160183682,0.0,,,Technology,Software - Application
ANTE,,,141291.2,,146384.6047822475,,0.7177415697762136,0.0,,,Communication Services,Advertising Agencies
AOTG,,,470.5,,23616.054763793945,,43.78858446271232,0.0,,,Unknown,Unknown
APO-A,,,,,,,,0.0,0.0,,Unknown,Unknown
APWC,,,3827.2,,6342.70136127472,,1.6046089804574344,0.0,,,Industrials,Electrical Equipment & Parts
AQWA,,,1839.1,,35092.1711473465,,17.886509070235693,0.0,,,Unknown,Unknown
ARES-B,,,,,,,,0.0,0.0,,Unknown,Unknown
ARGO-A,,,,,,,,0.0,0.0,,Unknown,Unknown
ARKR,,,2136.1,,18783.673059844972,,9.876067429446103,0.0,,,Consumer Cyclical,Restaurants
ARR-C,,,,,,,,0.0,0.0,,Unknown,Unknown
ARVR,,,100.2,,4687.157977294922,,41.56806748636653,0.0,,,Unknown,Unknown
ASB-E,,,,,,,,0.0,0.0,,Unknown,Unknown
ASB-F,,,,,,,,0.0,0.0,,Unknown,Unknown
