Data,Ativo,Preço_Sinal,Volume,Volume_Medio,Retorno_5d,Preço_5d,Retorno_10d,Preço_10d,Retorno_20d,Preço_20d
2025-05-06 00:00:00,CLPR,3.9133124351501465,155100.0,93450.0,3.74,4.06,2.0,3.99,-0.6,3.89
2025-06-02 00:00:00,CLPR,4.199999809265137,491200.0,52680.0,-7.38,3.89,-7.86,3.87,-9.76,3.79
2025-06-04 00:00:00,CLRB,13.800000190734863,20870200.0,24577.1,-6.52,12.9,-19.57,11.1,-65.22,4.8
2025-03-03 00:00:00,CLRO,11.850000381469728,2229340.0,23221.3,-16.46,9.9,-20.25,9.45,-29.11,8.4
2025-07-01 00:00:00,CLRO,10.479999542236328,38800000.0,97040.0,13.65,11.91,-16.32,8.77,,
2025-05-12 00:00:00,CLS,100.31999969482422,5604700.0,3346100.0,11.24,111.6,18.5,118.88,21.12,121.51
2025-05-13 00:00:00,CLS,109.87000274658205,6400500.0,3487800.0,2.54,112.66,7.51,118.12,16.22,127.69
2025-06-11 00:00:00,CLS,127.69000244140624,5465200.0,3231580.0,6.7,136.25,17.59,150.15,26.11,161.03
2025-07-09 00:00:00,CLSD,0.8799999952316284,405800.0,113230.0,-5.0,0.84,,,,
2025-05-08 00:00:00,CLSM,20.399999618530277,43800.0,28950.0,1.47,20.7,0.89,20.58,3.13,21.04
2025-07-03 00:00:00,CLSM,21.87800025939941,126000.0,18420.0,-0.8,21.7,,,,
2025-04-29 00:00:00,CLVT,4.210000038146973,13603200.0,5087720.0,-0.95,4.17,5.46,4.44,0.48,4.23
2025-02-28 00:00:00,CLWT,1.3700000047683716,80400.0,34840.0,2.92,1.41,-4.38,1.31,-10.22,1.23
2025-05-12 00:00:00,CLWT,1.350000023841858,2189800.0,11050.0,-14.07,1.16,-18.52,1.1,-8.89,1.23
2025-05-13 00:00:00,CLWT,1.4700000286102295,1415300.0,223840.0,-22.45,1.14,-22.45,1.14,-17.01,1.22
2025-07-16 00:00:00,CLWT,1.25,21800.0,7680.0,,,,,,
2025-07-17 00:00:00,CLWT,1.2899999618530271,40400.0,8820.0,,,,,,
2025-06-06 00:00:00,CLYM,1.3899999856948853,1008200.0,134140.0,-9.35,1.26,-13.67,1.2,-9.35,1.26
2025-05-13 00:00:00,CM,64.80999755859375,965500.0,583010.0,3.02,66.77,4.78,67.91,4.86,67.96
2025-05-14 00:00:00,CM,65.48999786376953,1025500.0,619720.0,2.0,66.8,3.62,67.86,4.31,68.31
2025-05-16 00:00:00,CM,66.33000183105469,2099900.0,675000.0,2.76,68.16,2.14,67.75,3.59,68.71
2025-07-15 00:00:00,CMBM,0.7129999995231628,16789000.0,297840.0,,,,,,
2025-03-18 00:00:00,CMCL,11.290227890014648,77200.0,50110.0,-1.49,11.12,2.19,11.54,20.02,13.55
2025-03-31 00:00:00,CMCL,12.348068237304688,173900.0,64290.0,-7.19,11.46,5.04,12.97,7.95,13.33
2025-05-15 00:00:00,CMCL,15.5600004196167,216300.0,116730.0,7.13,16.67,9.9,17.1,25.06,19.46
2025-05-19 00:00:00,CMCL,17.899999618530273,548000.0,137970.0,-5.53,16.91,-1.23,17.68,9.66,19.63
2025-06-05 00:00:00,CMCL,19.290000915527344,268000.0,165770.0,3.58,19.98,-3.58,18.6,14.05,22.0
2025-02-19 00:00:00,CMCM,6.349999904632568,100600.0,65100.0,-11.81,5.6,-20.31,5.06,-21.73,4.97
2025-05-14 00:00:00,CMCM,4.059999942779541,44100.0,11020.0,0.37,4.07,11.45,4.53,-0.74,4.03
2025-05-23 00:00:00,CMCM,4.230000019073486,69200.0,21280.0,6.62,4.51,-1.65,4.16,3.78,4.39
2025-05-28 00:00:00,CMCM,4.46999979019165,55500.0,26310.0,-2.91,4.34,-8.28,4.1,-2.01,4.38
2025-07-11 00:00:00,CMCM,5.199999809265137,75700.0,26100.0,-0.77,5.16,,,,
2025-07-15 00:00:00,CMCM,5.380000114440918,95900.0,29860.0,,,,,,
2025-03-07 00:00:00,CMCSA,36.9138069152832,43323100.0,26951180.0,-5.75,34.79,-2.23,36.09,-10.39,33.08
2025-06-05 00:00:00,CMCT,10.289999961853027,24800.0,12320.0,-5.44,9.73,-19.14,8.32,-12.93,8.96
2025-06-06 00:00:00,CMCT,10.359999656677246,21300.0,13000.0,-10.04,9.32,-12.64,9.05,-20.66,8.22
2025-03-03 00:00:00,CME,254.450927734375,2640300.0,1584790.0,2.61,261.08,3.12,262.38,3.78,264.08
2025-03-10 00:00:00,CME,261.08453369140625,4407300.0,2114880.0,0.5,262.38,0.25,261.74,-3.78,251.22
2025-04-03 00:00:00,CME,267.13677978515625,4242900.0,2593620.0,-3.72,257.21,-2.17,261.33,4.51,279.17
2025-05-30 00:00:00,CME,287.6827392578125,4721400.0,1865440.0,-5.11,272.99,-6.32,269.5,-4.19,275.62
2025-07-01 00:00:00,CMG,58.2400016784668,21803800.0,13191780.0,-3.95,55.94,-8.34,53.38,,
2025-05-12 00:00:00,CMI,328.72021484375,1416700.0,925950.0,1.83,334.75,-0.75,326.26,-0.53,326.99
2025-07-03 00:00:00,CMND,1.100000023841858,41810400.0,53590.0,-13.55,0.95,-8.64,1.0,,
2025-05-08 00:00:00,CMP,17.959999084472656,2339700.0,747480.0,8.57,19.5,6.01,19.04,10.8,19.9
2025-05-09 00:00:00,CMP,18.82999992370605,1802800.0,935140.0,1.86,19.18,1.91,19.19,7.75,20.29
2025-02-19 00:00:00,CMPO,14.285714149475098,2219333.0,1151770.3,-8.08,13.13,-15.86,12.02,-20.34,11.38
2025-04-29 00:00:00,CMPO,11.239999771118164,1090300.0,563450.0,0.44,11.29,9.25,12.28,21.71,13.68
2025-05-12 00:00:00,CMPO,11.890000343322754,1251500.0,568540.0,4.12,12.38,13.46,13.49,15.05,13.68
2025-05-13 00:00:00,CMPO,12.279999732971191,1480300.0,643140.0,1.95,12.52,11.4,13.68,11.97,13.75
2025-05-23 00:00:00,CMPO,13.220000267028809,1822900.0,841860.0,2.42,13.54,5.3,13.92,9.38,14.46
2025-07-01 00:00:00,CMPR,48.79999923706055,1061700.0,331780.0,-1.23,48.2,-11.21,43.33,,
2025-04-22 00:00:00,CMPS,3.569999933242798,2550500.0,744630.0,5.6,3.77,2.1,3.64,29.41,4.62
2025-04-23 00:00:00,CMPS,3.9800000190734863,2821700.0,856140.0,0.0,3.98,-6.03,3.74,9.05,4.34
2025-05-19 00:00:00,CMPS,4.349999904632568,1975800.0,552700.0,-1.61,4.28,5.52,4.59,2.99,4.48
2025-05-20 00:00:00,CMPS,4.619999885559082,4001300.0,675520.0,-8.66,4.22,-2.16,4.52,3.9,4.8
2025-06-06 00:00:00,CMPX,2.5,2032200.0,654100.0,-3.6,2.41,1.6,2.54,6.0,2.65
2025-06-09 00:00:00,CMPX,2.569999933242798,1421300.0,827370.0,-7.78,2.37,1.95,2.62,6.61,2.74
2025-02-25 00:00:00,CMSA,22.615821838378903,17700.0,9090.0,-1.68,22.24,-3.55,21.81,-3.55,21.81
2025-06-26 00:00:00,CMSA,21.399999618530277,26600.0,17720.0,1.17,21.65,1.73,21.77,,
2025-06-26 00:00:00,CMSC,22.1623477935791,1638600.0,27610.0,0.89,22.36,1.7,22.54,,
2025-05-29 00:00:00,CMT,16.65999984741211,36300.0,23430.0,-3.84,16.02,0.12,16.68,1.2,16.86
2025-05-15 00:00:00,CMTL,1.7200000286102295,310100.0,134710.0,27.33,2.19,20.93,2.08,13.37,1.95
2025-05-16 00:00:00,CMTL,1.8200000524520876,773200.0,154790.0,24.73,2.27,18.13,2.15,10.99,2.02
2025-05-19 00:00:00,CMTL,2.0199999809265137,571400.0,207100.0,10.89,2.24,3.96,2.1,-1.98,1.98
2025-06-09 00:00:00,CMTL,2.539999961853028,1357300.0,155050.0,-20.47,2.02,2.76,2.61,11.42,2.83
2025-07-09 00:00:00,CMTL,2.8299999237060547,305000.0,158720.0,-10.6,2.53,,,,
2025-04-03 00:00:00,CNC,64.29000091552734,8566200.0,3670890.0,-2.96,62.39,-5.58,60.7,-6.42,60.16
2025-07-01 00:00:00,CNC,56.650001525878906,10334100.0,5595630.0,-41.59,33.09,-46.32,30.41,,
2025-04-22 00:00:00,CNCK,7.369999885559082,95300.0,38770.0,0.41,7.4,5.56,7.78,-16.96,6.12
2025-04-23 00:00:00,CNCK,7.559999942779541,213300.0,43550.0,-7.28,7.01,2.51,7.75,-20.5,6.01
2025-05-09 00:00:00,CNCK,8.880000114440918,268600.0,34660.0,-25.56,6.61,-26.69,6.51,-41.1,5.23
2025-07-02 00:00:00,CNCK,6.0,127400.0,72760.0,-3.0,5.82,-1.33,5.92,,
2025-05-12 00:00:00,CNET,1.6299999952316284,111000.0,3000.0,-6.13,1.53,-12.88,1.42,-22.7,1.26
2025-06-11 00:00:00,CNET,1.7599999904632568,9004100.0,393330.0,-30.11,1.23,-19.89,1.41,-2.84,1.71
2025-07-14 00:00:00,CNET,1.7899999618530271,148200.0,30740.0,,,,,,
2025-07-16 00:00:00,CNFR,0.8600000143051147,13900.0,6930.0,,,,,,
2025-07-01 00:00:00,CNH,13.359999656677246,53478300.0,23170480.0,2.47,13.69,-3.37,12.91,,
2025-05-27 00:00:00,CNK,33.60871887207031,5407500.0,2707260.0,-3.86,32.31,-6.27,31.5,-10.11,30.21
2025-03-13 00:00:00,CNL,7.809999942779541,65800.0,22980.0,25.86,9.83,11.27,8.69,21.77,9.51
2025-03-14 00:00:00,CNL,8.470000267028809,146100.0,28000.0,21.84,10.32,0.59,8.52,21.61,10.3
2025-03-18 00:00:00,CNL,9.18000030517578,197800.0,49960.0,7.9,9.9,-5.23,8.7,17.65,10.8
2025-03-19 00:00:00,CNL,9.6899995803833,183600.0,65740.0,-10.63,8.66,-6.3,9.08,17.34,11.37
2025-03-20 00:00:00,CNL,9.829999923706056,194900.0,82220.0,-11.6,8.69,-3.97,9.44,8.55,10.67
2025-03-24 00:00:00,CNL,10.369999885559082,182900.0,109760.0,-16.2,8.69,-19.67,8.33,0.1,10.38
2025-06-03 00:00:00,CNM,59.09000015258789,4330400.0,2189860.0,-1.68,58.1,-5.89,55.61,4.65,61.84
2025-07-14 00:00:00,CNNE,21.63999938964844,1066200.0,636910.0,,,,,,
2025-06-16 00:00:00,CNOBP,22.850000381469727,13100.0,2000.0,0.5,22.97,0.18,22.89,1.18,23.12
2025-06-23 00:00:00,CNOBP,23.0,12900.0,3410.0,-1.7,22.61,0.28,23.07,,
2025-07-16 00:00:00,CNOBP,23.1200008392334,16700.0,4830.0,,,,,,
2025-03-14 00:00:00,CNP,35.26655578613281,7118000.0,4741890.0,0.82,35.55,2.17,36.03,3.1,36.36
2025-05-08 00:00:00,CNQ,30.040000915527344,7433800.0,4704160.0,2.86,30.9,2.6,30.82,5.13,31.58
2025-06-12 00:00:00,CNQ,33.130001068115234,16584900.0,5326010.0,0.75,33.38,-5.07,31.45,-4.04,31.79
2025-06-13 00:00:00,CNQ,33.779998779296875,12787000.0,6618380.0,-4.91,32.12,-7.05,31.4,-7.37,31.29
2025-05-12 00:00:00,CNS,82.87000274658203,219100.0,142680.0,-1.46,81.66,-6.01,77.89,-6.55,77.44
2025-07-14 00:00:00,CNTA,15.130000114440918,2012300.0,832350.0,,,,,,
2025-07-16 00:00:00,CNTA,15.649999618530272,1619600.0,922750.0,,,,,,
2025-06-13 00:00:00,CNTB,0.949999988079071,457700.0,45000.0,2.63,0.98,3.16,0.98,53.68,1.46
2025-06-17 00:00:00,CNTB,1.0800000429153442,275600.0,90240.0,-11.85,0.95,0.0,1.08,72.22,1.86
2025-07-03 00:00:00,CNTB,1.1690000295639038,148700.0,83900.0,30.03,1.52,57.4,1.84,,
2025-07-11 00:00:00,CNTB,1.5199999809265137,819100.0,87760.0,21.05,1.84,,,,
2025-07-17 00:00:00,CNTB,1.8600000143051147,529600.0,211980.0,,,,,,
2025-07-14 00:00:00,CNTX,0.7319999933242798,514900.0,117620.0,,,,,,
2025-07-16 00:00:00,CNTX,0.824999988079071,349500.0,170500.0,,,,,,
2025-07-17 00:00:00,CNTX,0.9120000004768372,321400.0,186440.0,,,,,,
2025-05-13 00:00:00,CNTY,1.7899999618530271,224700.0,82060.0,10.61,1.98,17.88,2.11,24.58,2.23
2025-05-14 00:00:00,CNTY,1.9800000190734863,219600.0,91950.0,-1.52,1.95,0.51,1.99,7.07,2.12
2025-06-09 00:00:00,CNTY,2.240000009536743,182500.0,54090.0,3.12,2.31,7.14,2.4,5.8,2.37
2025-05-16 00:00:00,CNVS,3.369999885559082,144100.0,62610.0,3.26,3.48,12.76,3.8,16.91,3.94
2025-05-20 00:00:00,CNVS,3.4600000381469727,115800.0,75970.0,3.18,3.57,6.94,3.7,15.03,3.98
2025-06-11 00:00:00,CNVS,3.920000076293945,199400.0,64620.0,1.53,3.98,6.63,4.18,73.47,6.8
2025-06-26 00:00:00,CNVS,4.179999828338623,311800.0,99460.0,44.5,6.04,62.68,6.8,,
2025-06-27 00:00:00,CNVS,4.800000190734863,3343600.0,110700.0,33.75,6.42,33.75,6.42,,
2025-07-07 00:00:00,CNVS,6.420000076293945,2037000.0,657240.0,0.0,6.42,,,,
2025-07-14 00:00:00,CNX,35.20000076293945,5889000.0,1988870.0,,,,,,
2025-03-27 00:00:00,CNXC,64.61624145507812,5756800.0,785390.0,-22.46,50.1,-26.75,47.33,-22.3,50.21
2025-05-01 00:00:00,CNXN,66.24775695800781,178400.0,91930.0,4.02,68.91,6.18,70.34,-1.28,65.4
2025-04-30 00:00:00,COCO,33.04999923706055,1871400.0,654680.0,7.41,35.5,2.84,33.99,7.75,35.61
2025-04-25 00:00:00,COCP,1.7100000381469729,24600.0,14530.0,-6.43,1.6,-11.11,1.52,-14.62,1.46
2025-07-11 00:00:00,COCP,1.7999999523162842,133000.0,15710.0,-6.11,1.69,,,,
2025-04-28 00:00:00,CODA,6.869999885559082,185100.0,48400.0,-0.87,6.81,-2.04,6.73,9.17,7.5
2025-05-23 00:00:00,CODA,7.25,22700.0,12880.0,1.52,7.36,-10.62,6.48,8.0,7.83
2025-05-27 00:00:00,CODA,7.499899864196777,69200.0,14980.0,-14.4,6.42,-11.47,6.64,6.93,8.02
2025-06-13 00:00:00,CODA,7.730000019073486,207200.0,45780.0,2.46,7.92,5.82,8.18,10.22,8.52
2025-03-18 00:00:00,COE,23.950000762939453,22200.0,8350.0,-16.9,19.9,-16.41,20.02,-35.28,15.5
2025-06-03 00:00:00,COE,21.399999618530277,14400.0,7430.0,40.19,30.0,31.87,28.22,41.12,30.2
2025-06-05 00:00:00,COE,23.299999237060547,55200.0,9070.0,17.6,27.4,27.68,29.75,33.03,31.0
2025-06-09 00:00:00,COE,27.88999938964844,70400.0,14060.0,-1.33,27.52,18.29,32.99,4.02,29.01
2025-06-10 00:00:00,COE,30.0,36500.0,20870.0,-5.93,28.22,9.97,32.99,-3.33,29.0
2025-04-24 00:00:00,COEP,12.470000267028809,56400.0,29720.0,-33.44,8.3,-29.75,8.76,-17.64,10.27
2025-07-17 00:00:00,COEP,11.260000228881836,142400.0,38660.0,,,,,,
2025-02-19 00:00:00,COF,209.15235900878903,4670400.0,3038210.0,-6.22,196.14,-11.38,185.36,-17.74,172.05
2025-05-12 00:00:00,COF,199.31375122070312,6840700.0,3744930.0,-1.27,196.78,-3.64,192.05,0.85,201.0
2025-07-07 00:00:00,COGT,9.350000381469728,31658900.0,2557490.0,18.61,11.09,,,,
2025-07-09 00:00:00,COGT,10.399999618530272,11754300.0,5850290.0,14.04,11.86,,,,
2025-06-23 00:00:00,COHN,9.649999618530272,35800.0,3140.0,2.9,9.93,6.94,10.32,,
2025-06-24 00:00:00,COHN,9.739999771118164,19600.0,6400.0,2.46,9.98,5.24,10.25,,
2025-06-25 00:00:00,COHN,9.979999542236328,37100.0,8080.0,1.4,10.12,2.71,10.25,,
2025-05-13 00:00:00,COHR,78.9000015258789,6198400.0,3741890.0,0.7,79.45,-0.82,78.25,3.31,81.51
2025-06-25 00:00:00,COHR,85.62999725341797,5400200.0,2457360.0,3.19,88.36,9.45,93.72,,
2025-06-26 00:00:00,COHR,89.87999725341797,5234800.0,2802640.0,1.13,90.9,3.81,93.3,,
2025-07-15 00:00:00,COHR,96.06999969482422,4052200.0,2362980.0,,,,,,
2025-05-13 00:00:00,COIG,27.222000122070312,53900.0,7020.0,1.17,27.54,-4.47,26.0,-8.92,24.8
2025-05-16 00:00:00,COIG,28.709999084472656,29900.0,17090.0,-2.78,27.91,-15.76,24.19,-6.87,26.74
2025-06-18 00:00:00,COIG,33.35900115966797,53200.0,5950.0,58.25,52.79,40.98,47.03,108.55,69.57
2025-06-20 00:00:00,COIG,36.4900016784668,67300.0,10630.0,27.62,46.57,29.65,47.31,,
2025-06-24 00:00:00,COIG,44.91999816894531,40000.0,19870.0,-6.81,41.86,14.89,51.61,,
2025-06-25 00:00:00,COIG,47.66999816894531,93200.0,23090.0,-2.16,46.64,17.01,55.78,,
2025-06-26 00:00:00,COIG,52.790000915527344,58600.0,31590.0,-10.91,47.03,4.17,54.99,,
2025-05-13 00:00:00,COIN,256.8999938964844,39119000.0,8172620.0,1.74,261.38,-1.02,254.29,-2.42,250.68
2025-05-14 00:00:00,COIN,263.4100036621094,18344700.0,11659030.0,-1.68,258.99,-5.53,248.84,-8.49,241.05
2025-05-16 00:00:00,COIN,266.4599914550781,72627500.0,14983960.0,-1.24,263.16,-7.41,246.72,-1.84,261.57
2025-06-18 00:00:00,COIN,295.2900085449219,37434300.0,7914130.0,27.02,375.07,20.49,355.8,,
2025-06-20 00:00:00,COIN,308.3800048828125,31468800.0,11054880.0,14.61,353.43,15.8,357.1,,
2025-06-24 00:00:00,COIN,344.82000732421875,29670900.0,14023920.0,-2.75,335.33,8.42,373.85,,
2025-06-25 00:00:00,COIN,355.3699951171875,30154300.0,16384530.0,-0.26,354.45,9.45,388.96,,
2025-04-02 00:00:00,COLAU,10.279999732971191,1500.0,280.0,0.0,10.28,0.19,10.3,0.19,10.3
2025-05-05 00:00:00,COLAU,10.470000267028809,300.0,0.0,0.0,10.47,0.0,10.47,0.0,10.47
2025-07-01 00:00:00,COLB,24.46999931335449,4651900.0,2222420.0,2.45,25.07,-2.41,23.88,,
2025-02-27 00:00:00,COLD,22.49663734436035,8072900.0,2915620.0,-2.43,21.95,-9.98,20.25,-5.12,21.34
2025-05-09 00:00:00,COLL,28.88999938964844,561700.0,273660.0,4.64,30.23,-0.1,28.86,5.37,30.44
2025-07-09 00:00:00,COLL,32.36000061035156,449500.0,268990.0,-1.82,31.77,,,,
2025-02-26 00:00:00,COMM,6.170000076293945,21058600.0,3602750.0,-2.92,5.99,-19.94,4.94,-8.91,5.62
2025-02-27 00:00:00,COMM,6.289999961853027,10077400.0,5449190.0,-11.45,5.57,-24.17,4.77,-11.92,5.54
2025-05-13 00:00:00,COMM,5.679999828338623,9526500.0,5565140.0,2.29,5.81,8.1,6.14,9.15,6.2
2025-06-24 00:00:00,COMM,7.329999923706055,10831100.0,4315890.0,11.87,8.2,8.19,7.93,,
2025-06-26 00:00:00,COMM,8.1899995803833,12622500.0,5270730.0,5.86,8.67,-8.06,7.53,,
2025-02-19 00:00:00,COMP,10.239999771118164,29366100.0,5752630.0,-7.71,9.45,-10.55,9.16,-13.28,8.88
2025-04-02 00:00:00,COMT,26.700000762939453,328800.0,218140.0,-8.31,24.48,-6.93,24.85,-8.88,24.33
2025-06-06 00:00:00,COMT,25.790000915527344,220200.0,113370.0,4.77,27.02,2.95,26.55,2.25,26.37
2025-06-13 00:00:00,COMT,27.020000457763672,286200.0,124700.0,-1.74,26.55,-4.33,25.85,-3.15,26.17
2025-06-17 00:00:00,COMT,27.40999984741211,269000.0,168420.0,-5.69,25.85,-4.16,26.27,-3.65,26.41
2025-05-15 00:00:00,CON,22.75627326965332,1081100.0,567120.0,-5.92,21.41,-4.95,21.63,-5.74,21.45
2025-02-21 00:00:00,CONI,11.800000190734863,511900.0,298960.0,8.64,12.82,7.2,12.65,17.12,13.82
2025-02-25 00:00:00,CONI,13.0,935300.0,334650.0,-0.15,12.98,6.38,13.83,-1.62,12.79
2025-04-04 00:00:00,CONI,16.020000457763672,509700.0,231980.0,-11.8,14.13,-11.55,14.17,-21.16,12.63
2025-05-13 00:00:00,CONL,27.399999618530277,20306500.0,6039900.0,1.64,27.85,-4.71,26.11,-8.65,25.03
2025-05-14 00:00:00,CONL,28.700000762939453,12644000.0,7822680.0,-4.81,27.32,-12.89,25.0,-19.48,23.11
2025-06-18 00:00:00,CONL,33.560001373291016,22703900.0,5356200.0,57.93,53.0,40.2,47.05,,
2025-06-20 00:00:00,CONL,36.560001373291016,20832300.0,7220930.0,28.42,46.95,29.9,47.49,,
2025-06-24 00:00:00,CONL,45.060001373291016,18219400.0,8995040.0,-6.5,42.13,15.11,51.87,,
2025-06-25 00:00:00,CONL,47.70000076293945,17123100.0,10442850.0,-1.64,46.92,17.36,55.98,,
2025-06-09 00:00:00,COOK,1.8600000143051147,7380200.0,443390.0,9.14,2.03,-1.08,1.84,4.3,1.94
2025-02-21 00:00:00,COOP,110.51000213623048,772400.0,508310.0,1.68,112.37,-3.91,106.19,-5.72,104.19
2025-03-31 00:00:00,COOP,119.5999984741211,6439400.0,630400.0,7.93,129.09,-3.1,115.89,0.03,119.63
2025-04-02 00:00:00,COOP,133.55999755859375,2820200.0,1573570.0,-14.94,113.61,-15.6,112.72,-10.45,119.6
2025-05-13 00:00:00,COOP,128.35000610351562,1381000.0,725620.0,2.58,131.66,2.17,131.14,11.24,142.78
2025-06-11 00:00:00,COOP,142.77999877929688,1437600.0,878170.0,1.25,144.57,6.1,151.49,2.96,147.0
2025-06-20 00:00:00,COOP,149.1199951171875,1769400.0,986880.0,0.07,149.22,-3.19,144.36,,
2025-06-13 00:00:00,COP,96.95999908447266,16849700.0,8536920.0,-5.41,91.71,-7.45,89.74,-4.55,92.55
2025-03-17 00:00:00,COPJ,20.36000061035156,18600.0,7210.0,5.75,21.53,-0.59,20.24,-6.63,19.01
2025-03-18 00:00:00,COPJ,20.46999931335449,16100.0,8220.0,7.18,21.94,-1.5,20.16,-6.42,19.16
2025-03-24 00:00:00,COPJ,21.530000686645508,19300.0,7600.0,-5.99,20.24,-20.67,17.08,-9.75,19.43
2025-03-25 00:00:00,COPJ,21.940000534057617,15400.0,9010.0,-8.1,20.16,-25.2,16.41,-8.57,20.06
2025-05-23 00:00:00,COPJ,21.83099937438965,12800.0,8420.0,3.4,22.57,9.89,23.99,7.51,23.47
2025-05-27 00:00:00,COPJ,22.1200008392334,15600.0,7910.0,3.41,22.88,7.03,23.67,6.74,23.61
2025-06-03 00:00:00,COPJ,22.875,15500.0,7970.0,3.5,23.67,2.51,23.45,9.29,25.0
2025-06-05 00:00:00,COPJ,23.540000915527344,29600.0,8670.0,0.55,23.67,4.04,24.49,7.65,25.34
2025-07-08 00:00:00,COPJ,26.040000915527344,61300.0,19050.0,0.65,26.21,,,,
2025-06-02 00:00:00,COPP,21.40999984741211,24900.0,13940.0,6.26,22.75,4.39,22.35,8.83,23.3
2025-06-04 00:00:00,COPP,21.81999969482422,54100.0,16780.0,1.15,22.07,1.05,22.05,10.45,24.1
2025-06-26 00:00:00,COPP,23.549999237060547,68400.0,14970.0,2.34,24.1,-0.72,23.38,,
2025-04-03 00:00:00,COR,288.803466796875,3339400.0,1838020.0,-3.53,278.61,-0.91,286.19,0.95,291.56
2025-05-07 00:00:00,COR,303.99420166015625,2515200.0,1499650.0,-8.35,278.61,-4.16,291.36,-5.13,288.41
2025-03-05 00:00:00,CORO,25.71208000183105,600.0,280.0,-1.72,25.27,1.09,25.99,-2.13,25.17
2025-03-19 00:00:00,CORO,25.9923038482666,8100.0,220.0,-2.02,25.47,-3.18,25.17,-5.96,24.44
2025-04-29 00:00:00,CORO,25.802188873291016,800.0,90.0,1.81,26.27,2.92,26.56,4.8,27.04
2025-05-12 00:00:00,CORO,26.5171012878418,1200.0,210.0,1.53,26.92,2.73,27.24,4.17,27.62
2025-05-16 00:00:00,CORO,26.77949905395508,900.0,250.0,0.87,27.01,2.09,27.34,3.33,27.67
2025-05-20 00:00:00,CORO,27.03892707824707,600.0,340.0,0.01,27.04,1.37,27.41,1.07,27.33
2025-05-27 00:00:00,CORO,27.23993492126465,8300.0,380.0,0.02,27.24,1.41,27.62,1.64,27.69
2025-06-02 00:00:00,CORO,27.339942932128903,16500.0,3340.0,0.88,27.58,1.21,27.67,2.93,28.14
2025-06-04 00:00:00,CORO,27.408266067504883,11400.0,5580.0,0.81,27.63,-0.29,27.33,3.11,28.26
2025-06-09 00:00:00,CORO,27.581546783447266,12300.0,7240.0,0.32,27.67,0.93,27.84,2.21,28.19
2025-06-12 00:00:00,CORO,27.77463150024414,13000.0,7390.0,-2.21,27.16,1.03,28.06,1.26,28.12
2025-06-27 00:00:00,CORO,28.061786651611328,14200.0,4930.0,-0.45,27.93,0.23,28.12,,
2025-03-31 00:00:00,CORT,114.22000122070312,14339400.0,862260.0,-34.64,74.65,-40.96,67.43,-35.89,73.23
2025-05-01 00:00:00,CORZ,8.550000190734863,16122700.0,10355280.0,10.53,9.45,22.92,10.51,24.56,10.65
2025-05-08 00:00:00,CORZ,9.449999809265137,19910700.0,10896510.0,11.22,10.51,14.6,10.83,28.99,12.19
2025-06-26 00:00:00,CORZ,16.360000610351562,91955700.0,8316720.0,10.02,18.0,-23.53,12.51,,
2025-05-01 00:00:00,COSM,0.4639999866485595,2760600.0,616980.0,-7.11,0.43,-3.88,0.45,-4.31,0.44
2025-07-14 00:00:00,COSM,0.4939999878406524,258100.0,162930.0,,,,,,
2025-06-24 00:00:00,COSO,22.0,1700.0,220.0,-4.97,20.91,-3.18,21.3,,
2025-05-30 00:00:00,COST,1040.1800537109375,5403800.0,1872870.0,-2.43,1014.94,-4.8,990.21,-4.83,989.94
2025-04-25 00:00:00,COUR,8.75,5768100.0,1854840.0,-2.74,8.51,2.4,8.96,-3.2,8.47
2025-04-29 00:00:00,COWG,31.77275848388672,961900.0,512980.0,1.67,32.3,9.47,34.78,8.34,34.42
2025-06-10 00:00:00,COWS,28.796836853027344,8900.0,5020.0,-0.07,28.78,-0.38,28.69,6.85,30.77
2025-06-27 00:00:00,COWS,29.209999084472656,15800.0,4220.0,2.88,30.05,3.94,30.36,,
2025-07-01 00:00:00,COWS,29.964000701904297,9100.0,5620.0,1.72,30.48,-0.58,29.79,,
2025-05-12 00:00:00,CP,76.5999984741211,4988600.0,3219500.0,6.54,81.61,5.27,80.64,6.07,81.25
2025-05-13 00:00:00,CP,78.52999877929688,5657300.0,3340150.0,4.41,81.99,2.83,80.75,2.84,80.76
2025-05-14 00:00:00,CP,81.27999877929688,7651300.0,3582300.0,-0.32,81.02,-0.09,81.21,-0.16,81.15
2025-05-08 00:00:00,CPA,100.68000030517578,783200.0,224790.0,1.66,102.35,4.07,104.78,7.27,108.0
2025-05-23 00:00:00,CPA,106.47000122070312,742100.0,336470.0,2.54,109.17,1.15,107.69,-1.13,105.27
2025-05-27 00:00:00,CPA,108.66999816894533,689400.0,372910.0,-0.01,108.66,-1.15,107.42,-3.03,105.38
2025-07-10 00:00:00,CPA,113.6500015258789,481500.0,264200.0,-3.84,109.29,,,,
2025-05-30 00:00:00,CPAC,6.0,11000.0,1940.0,-1.0,5.94,-1.5,5.91,-0.83,5.95
2025-07-01 00:00:00,CPAC,6.130000114440918,109600.0,3190.0,-0.33,6.11,-0.98,6.07,,
2025-03-17 00:00:00,CPHI,2.900000095367432,129410.0,60569.0,-17.24,2.4,-10.34,2.6,-51.72,1.4
2025-04-23 00:00:00,CPIX,5.179999828338623,74700.0,34090.0,-6.76,4.83,-14.67,4.42,-4.25,4.96
