date,symbol,total_market_volume,Close,Open,High,Low,total_off_exchange_volume,short_volume,short_exempt_volume,on_exchange_volume,off_exchange_pct,on_exchange_pct,short_pct_of_off_exchange
2025-01-27,QS,13937900,5.070000171661377,5.079999923706055,5.179999828338623,4.940000057220459,6045621,2928104,17019,7892279,43.4,56.6,48.4
2025-01-28,QS,8399400,5.130000114440918,5.050000190734863,5.130000114440918,4.928999900817871,4615746,2192860,12695,3783654,55.0,45.0,47.5
2025-01-29,QS,9465600,5.099999904632568,5.110000133514404,5.190000057220459,4.989999771118164,5038688,2112648,1704,4426912,53.2,46.8,41.9
2025-01-30,QS,8277600,5.199999809265137,5.119999885559082,5.300000190734863,5.119999885559082,4086148,1172568,13585,4191452,49.4,50.6,28.7
2025-01-31,QS,16989500,5.170000076293945,5.25,5.570000171661377,5.085000038146973,8460904,2763270,12242,8528596,49.8,50.2,32.7
2025-02-03,QS,16305000,4.96999979019165,5.0,5.079999923706055,4.920000076293945,7736050,3242145,13777,8568950,47.4,52.6,41.9
2025-02-04,QS,8743100,5.070000171661377,4.989999771118164,5.135000228881836,4.934999942779541,4645469,2026624,30421,4097631,53.1,46.9,43.6
2025-02-05,QS,8126200,4.989999771118164,5.079999923706055,5.110000133514404,4.980000019073486,3909024,1980429,19565,4217176,48.1,51.9,50.7
2025-02-06,QS,12254000,5.010000228881836,5.010000228881836,5.150000095367432,4.980000019073486,6288200,2571425,2513,5965800,51.3,48.7,40.9
2025-02-07,QS,12396300,4.940000057220459,5.039999961853027,5.059999942779541,4.869999885559082,5903653,3354237,11807,6492647,47.6,52.4,56.8
2025-02-10,QS,9485400,5.010000228881836,4.989999771118164,5.050000190734863,4.920000076293945,5094242,2172174,27102,4391158,53.7,46.3,42.6
2025-02-11,QS,14913200,4.760000228881836,4.96999979019165,5.010000228881836,4.760000228881836,6595238,3773022,26916,8317962,44.2,55.8,57.2
2025-02-12,QS,21253200,4.829999923706055,4.769999980926514,4.96999979019165,4.670000076293945,9059689,5358657,6473,12193511,42.6,57.4,59.1
2025-02-13,QS,30971300,5.170000076293945,4.940000057220459,5.359000205993652,4.940000057220459,14628793,4519073,37484,16342507,47.2,52.8,30.9
2025-02-14,QS,15415100,5.230000019073486,5.239999771118164,5.489999771118164,5.179999828338623,7289593,2138238,32545,8125507,47.3,52.7,29.3
2025-02-18,QS,20415300,5.539999961853027,5.230000019073486,5.619999885559082,5.079999923706055,8559856,2617940,20534,11855444,41.9,58.1,30.6
2025-02-19,QS,14047400,5.199999809265137,5.409999847412109,5.460000038146973,5.199999809265137,8050935,2590736,14540,5996465,57.3,42.7,32.2
2025-02-20,QS,11615400,5.329999923706055,5.179999828338623,5.349999904632568,5.050000190734863,6212971,2525196,55303,5402429,53.5,46.5,40.6
2025-02-21,QS,15107200,5.179999828338623,5.329999923706055,5.420000076293945,5.090000152587891,8068372,3945245,22061,7038828,53.4,46.6,48.9
2025-02-24,QS,11831100,5.0,5.150000095367432,5.150000095367432,4.960000038146973,6614165,3287882,14577,5216935,55.9,44.1,49.7
2025-02-25,QS,11281900,4.989999771118164,4.974999904632568,5.050000190734863,4.880000114440918,6290884,2587725,7229,4991016,55.8,44.2,41.1
2025-02-26,QS,9597900,4.909999847412109,5.039999961853027,5.139999866485596,4.889999866485596,5472334,2167431,34119,4125566,57.0,43.0,39.6
2025-02-27,QS,11803500,4.800000190734863,4.940000057220459,5.090000152587891,4.800000190734863,6913197,2596376,4054,4890303,58.6,41.4,37.6
2025-02-28,QS,19876000,4.690000057220459,4.75,4.789999961853027,4.579999923706055,10198302,5169361,34508,9677698,51.3,48.7,50.7
2025-03-03,QS,23162800,4.260000228881836,4.75,4.769999980926514,4.25,13403378,6615681,13546,9759422,57.9,42.1,49.4
2025-03-04,QS,19422600,4.420000076293945,4.130000114440918,4.510000228881836,4.050000190734863,10612384,3718126,7594,8810216,54.6,45.4,35.0
2025-03-05,QS,11191400,4.480000019073486,4.460000038146973,4.489999771118164,4.320000171661377,5910607,2208664,4822,5280793,52.8,47.2,37.4
2025-03-06,QS,9183100,4.369999885559082,4.369999885559082,4.460000038146973,4.300000190734863,5238029,1288732,16610,3945071,57.0,43.0,24.6
2025-03-07,QS,8877600,4.480000019073486,4.329999923706055,4.485000133514404,4.320000171661377,4744354,1521722,5949,4133246,53.4,46.6,32.1
2025-03-10,QS,10861900,4.309999942779541,4.400000095367432,4.630000114440918,4.21999979019165,5477961,1673596,35602,5383939,50.4,49.6,30.6
2025-03-11,QS,11139700,4.239999771118164,4.309999942779541,4.369999885559082,4.170000076293945,5262670,2163229,12604,5877030,47.2,52.8,41.1
2025-03-12,QS,9013500,4.320000171661377,4.269999980926514,4.389999866485596,4.210000038146973,5092461,2047724,1032,3921039,56.5,43.5,40.2
2025-03-13,QS,8147600,4.150000095367432,4.260000228881836,4.349999904632568,4.135000228881836,4712577,1773393,36063,3435023,57.8,42.2,37.6
2025-03-14,QS,8194400,4.360000133514404,4.25,4.380000114440918,4.215000152587891,4267414,1318550,6480,3926986,52.1,47.9,30.9
2025-03-17,QS,8930200,4.460000038146973,4.420000076293945,4.519999980926514,4.380000114440918,4921819,1272693,6728,4008381,55.1,44.9,25.9
2025-03-18,QS,6318000,4.369999885559082,4.420000076293945,4.440000057220459,4.360000133514404,3394530,1048056,2904,2923470,53.7,46.3,30.9
2025-03-19,QS,6918600,4.489999771118164,4.400000095367432,4.550000190734863,4.400000095367432,3431384,877849,637,3487216,49.6,50.4,25.6
