date,symbol,total_market_volume,Close,Open,High,Low,total_off_exchange_volume,short_volume,short_exempt_volume,on_exchange_volume,off_exchange_pct,on_exchange_pct,short_pct_of_off_exchange
2025-01-27,SVM,3964800,2.990000009536743,3.049999952316284,3.065000057220459,2.950000047683716,2687526,1685132,41,1277274,67.8,32.2,62.7
2025-01-28,SVM,3759400,3.0199999809265137,3.0,3.0350000858306885,2.930000066757202,2312546,1500967,753,1446854,61.5,38.5,64.9
2025-01-29,SVM,5325700,3.0999999046325684,2.990000009536743,3.109999895095825,2.990000009536743,3333128,1964946,1661,1992572,62.6,37.4,59.0
2025-01-30,SVM,6060300,3.2200000286102295,3.180000066757202,3.2899999618530273,3.140000104904175,3846901,2594014,1362,2213399,63.5,36.5,67.4
2025-01-31,SVM,5324700,3.140000104904175,3.2799999713897705,3.299999952316284,3.0999999046325684,3824088,2493766,7128,1500612,71.8,28.2,65.2
2025-02-03,SVM,5781100,3.1500000953674316,3.069999933242798,3.249000072479248,3.0399999618530273,3546112,2197966,7757,2234988,61.3,38.7,62.0
2025-02-04,SVM,5285000,3.2799999713897705,3.1600000858306885,3.299999952316284,3.1500000953674316,3332230,2007624,0,1952770,63.1,36.9,60.2
2025-02-05,SVM,8577700,3.2899999618530273,3.309999942779541,3.369999885559082,3.259999990463257,6103435,3371370,0,2474265,71.2,28.8,55.2
2025-02-06,SVM,4844200,3.319999933242798,3.309999942779541,3.319999933242798,3.2219998836517334,3119143,1525192,0,1725057,64.4,35.6,48.9
2025-02-07,SVM,5579200,3.25,3.3499999046325684,3.390000104904175,3.2200000286102295,3535124,2218094,1194,2044076,63.4,36.6,62.7
2025-02-10,SVM,5873900,3.2799999713897705,3.359999895095825,3.4070000648498535,3.259999990463257,3990009,2561842,4629,1883891,67.9,32.1,64.2
2025-02-11,SVM,3525400,3.2200000286102295,3.25,3.2899999618530273,3.180000066757202,1837800,1088391,2435,1687600,52.1,47.9,59.2
2025-02-12,SVM,7188000,3.4700000286102295,3.25,3.494999885559082,3.2100000381469727,4605537,2360027,1307,2582463,64.1,35.9,51.2
2025-02-13,SVM,7401500,3.5399999618530273,3.490000009536743,3.569999933242798,3.384999990463257,5564978,3224170,658,1836522,75.2,24.8,57.9
2025-02-14,SVM,11091000,3.619999885559082,3.6700000762939453,3.8489999771118164,3.5899999141693115,7623274,4308259,5249,3467726,68.7,31.3,56.5
2025-02-18,SVM,6017700,3.619999885559082,3.7100000381469727,3.7200000286102295,3.569999933242798,3678856,1915674,2508,2338844,61.1,38.9,52.1
2025-02-19,SVM,7338800,3.6700000762939453,3.640000104904175,3.7200000286102295,3.565000057220459,4768387,2448518,545,2570413,65.0,35.0,51.3
2025-02-20,SVM,7757400,3.7200000286102295,3.7200000286102295,3.759999990463257,3.6500000953674316,5428527,2909509,152,2328873,70.0,30.0,53.6
2025-02-21,SVM,9399100,3.619999885559082,3.7200000286102295,3.7300000190734863,3.5799999237060547,5784075,3803792,142,3615025,61.5,38.5,65.8
2025-02-24,SVM,5046400,3.700000047683716,3.6600000858306885,3.75,3.5799999237060547,2734028,1358303,0,2312372,54.2,45.8,49.7
2025-02-25,SVM,5653500,3.640000104904175,3.6700000762939453,3.680000066757202,3.549999952316284,3327353,2004029,3380,2326147,58.9,41.1,60.2
2025-02-26,SVM,4621800,3.75,3.5999999046325684,3.799999952316284,3.5799999237060547,2782275,1371972,7,1839525,60.2,39.8,49.3
2025-02-27,SVM,5784900,3.5399999618530273,3.680000066757202,3.6989998817443848,3.5299999713897705,3791974,2449310,0,1992926,65.5,34.5,64.6
2025-02-28,SVM,5427800,3.5299999713897705,3.4600000381469727,3.549999952316284,3.4149999618530273,3051461,1519607,6096,2376339,56.2,43.8,49.8
2025-03-03,SVM,5489000,3.5199999809265137,3.5799999237060547,3.6549999713897705,3.494999885559082,3584577,2358032,2971,1904423,65.3,34.7,65.8
2025-03-04,SVM,8968400,3.5799999237060547,3.5199999809265137,3.5999999046325684,3.4100000858306885,6128173,3070698,18104,2840227,68.3,31.7,50.1
2025-03-05,SVM,7561400,3.859999895095825,3.5999999046325684,3.869999885559082,3.5999999046325684,4339215,2324515,620,3222185,57.4,42.6,53.6
2025-03-06,SVM,6526700,3.859999895095825,3.809999942779541,3.950000047683716,3.809999942779541,4451136,2184817,455,2075564,68.2,31.8,49.1
2025-03-07,SVM,6458500,3.859999895095825,3.859999895095825,3.990000009536743,3.75,4478155,2013142,0,1980345,69.3,30.7,45.0
2025-03-10,SVM,7149200,3.5999999046325684,3.809999942779541,3.819999933242798,3.555000066757202,4455677,2009392,711,2693523,62.3,37.7,45.1
2025-03-11,SVM,7604200,3.869999885559082,3.680000066757202,3.9000000953674316,3.680000066757202,4455157,2293871,200,3149043,58.6,41.4,51.5
2025-03-12,SVM,7849500,3.9800000190734863,3.869999885559082,4.019999980926514,3.8450000286102295,5312231,2929129,403,2537269,67.7,32.3,55.1
2025-03-13,SVM,10453700,4.059999942779541,3.990000009536743,4.139999866485596,3.9700000286102295,8106384,3742499,0,2347316,77.5,22.5,46.2
2025-03-14,SVM,6585500,4.079999923706055,4.110000133514404,4.150000095367432,4.019999980926514,4527107,2336509,0,2058393,68.7,31.3,51.6
2025-03-17,SVM,5311700,4.150000095367432,4.059999942779541,4.21999979019165,4.059999942779541,3702540,1790045,409,1609160,69.7,30.3,48.3
2025-03-18,SVM,6276500,4.190000057220459,4.260000228881836,4.309999942779541,4.159999847412109,4356256,2103987,1179,1920244,69.4,30.6,48.3
2025-03-19,SVM,6755600,4.139999866485596,4.190000057220459,4.198999881744385,4.039999961853027,5017408,2226889,1804,1738192,74.3,25.7,44.4
2025-03-20,SVM,5582400,4.130000114440918,4.059999942779541,4.210000038146973,4.050000190734863,3444041,1803932,112,2138359,61.7,38.3,52.4
2025-03-21,SVM,5384000,4.0,4.079999923706055,4.099999904632568,3.950000047683716,3984634,1848071,2014,1399366,74.0,26.0,46.4
2025-03-24,SVM,3052800,4.03000020980835,4.010000228881836,4.079999923706055,3.9749999046325684,1928800,950441,3090,1124000,63.2,36.8,49.3
2025-03-25,SVM,6654000,4.070000171661377,4.110000133514404,4.21999979019165,4.019999980926514,5206453,3886728,0,1447547,78.2,21.8,74.7
2025-03-26,SVM,4632600,3.9700000286102295,4.0,4.110000133514404,3.930000066757202,3067844,1791904,0,1564756,66.2,33.8,58.4
2025-03-27,SVM,4612100,4.130000114440918,4.059999942779541,4.130000114440918,3.994999885559082,3012549,1877783,2948,1599551,65.3,34.7,62.3
2025-03-28,SVM,6791600,3.880000114440918,4.139999866485596,4.158999919891357,3.880000114440918,4534894,2617153,0,2256706,66.8,33.2,57.7
2025-03-31,SVM,6691800,3.869999885559082,3.9200000762939453,3.9200000762939453,3.7200000286102295,3820434,2003274,4108,2871366,57.1,42.9,52.4
2025-04-01,SVM,6663300,3.8399999141693115,3.869999885559082,3.8970000743865967,3.759999990463257,4521584,2496950,9900,2141716,67.9,32.1,55.2
2025-04-02,SVM,5386900,3.9000000953674316,3.8399999141693115,3.9000000953674316,3.759999990463257,3784527,1807837,1157,1602373,70.3,29.7,47.8
2025-04-03,SVM,5196700,3.690000057220459,3.5999999046325684,3.859999895095825,3.509999990463257,3371141,1420618,124826,1825559,64.9,35.1,42.1
2025-04-04,SVM,5292500,3.319999933242798,3.549999952316284,3.559999942779541,3.2100000381469727,3226601,1519362,140728,2065899,61.0,39.0,47.1
2025-04-07,SVM,4417700,3.309999942779541,3.190000057220459,3.505000114440918,3.1500000953674316,2449715,1029166,89673,1967985,55.5,44.5,42.0
2025-04-08,SVM,7830300,3.2200000286102295,3.4600000381469727,3.4749999046325684,3.200000047683716,5195082,2083791,0,2635218,66.3,33.7,40.1
2025-04-09,SVM,8214300,3.5899999141693115,3.359999895095825,3.619999885559082,3.250999927520752,4998725,1482815,1592,3215575,60.9,39.1,29.7
2025-04-10,SVM,8944500,3.5799999237060547,3.569999933242798,3.6500000953674316,3.484999895095825,6417396,1985523,2637,2527104,71.7,28.3,30.9
2025-04-11,SVM,7747900,3.759999990463257,3.700000047683716,3.825000047683716,3.6700000762939453,4872926,2202844,2341,2874974,62.9,37.1,45.2
2025-04-14,SVM,6998800,3.859999895095825,3.75,3.9100000858306885,3.684999942779541,4375326,2003027,3300,2623474,62.5,37.5,45.8
2025-04-15,SVM,4917300,3.809999942779541,3.9000000953674316,3.9200000762939453,3.759999990463257,3542261,1568750,552,1375039,72.0,28.0,44.3
2025-04-16,SVM,8684700,3.9200000762939453,3.990000009536743,4.059999942779541,3.865000009536743,5825476,2805520,0,2859224,67.1,32.9,48.2
2025-04-17,SVM,6053000,3.740000009536743,3.9000000953674316,3.9000000953674316,3.7190001010894775,3969206,1930547,1000,2083794,65.6,34.4,48.6
2025-04-21,SVM,7308800,3.8399999141693115,3.859999895095825,3.9100000858306885,3.734999895095825,4052657,1627266,13838,3256143,55.4,44.6,40.2
2025-04-22,SVM,6019600,3.609999895095825,3.890000104904175,3.9000000953674316,3.5799999237060547,3607423,2161929,0,2412177,59.9,40.1,59.9
2025-04-23,SVM,6185800,3.759999990463257,3.5999999046325684,3.8299999237060547,3.5799999237060547,3802085,1902327,0,2383715,61.5,38.5,50.0
2025-04-24,SVM,3379600,3.7899999618530273,3.7899999618530273,3.809999942779541,3.7100000381469727,1972983,1047162,2950,1406617,58.4,41.6,53.1
2025-04-25,SVM,4757600,3.7200000286102295,3.690000057220459,3.75,3.631999969482422,3277659,1298215,9055,1479941,68.9,31.1,39.6
2025-04-28,SVM,3953400,3.759999990463257,3.7200000286102295,3.7750000953674316,3.6600000858306885,2490933,1131577,0,1462467,63.0,37.0,45.4
