Data,Preço_Sinal,Retorno_5d,Preço_5d,Retorno_10d,Preço_10d,Retorno_20d,Preço_20d,Stock
2025-01-27 00:00:00,146.35963439941406,-6.65,136.62,-11.32,129.8,-10.02,131.69,DHI
2025-04-04 00:00:00,127.46260833740234,-6.33,119.4,-5.56,120.38,-1.41,125.67,DHI
2025-04-11 00:00:00,119.39838409423828,0.82,120.38,4.5,124.77,5.65,126.14,DHI
2025-06-03 00:00:00,118.3499984741211,7.26,126.94,1.33,119.92,14.58,135.61,DHI
2025-07-01 00:00:00,133.89999389648438,3.37,138.41,-1.78,131.51,,,DHI
2025-04-11 00:00:00,131.86473083496094,-5.84,124.16,-3.44,127.33,7.1,141.22,DHIL
2025-07-08 00:00:00,155.63999938964844,-2.41,151.89,,,,,DHIL
2025-07-14 00:00:00,156.00999450683594,,,,,,,DHIL
2025-02-24 00:00:00,210.4835662841797,-2.58,205.05,-2.8,204.59,0.79,212.14,DHR
2025-04-02 00:00:00,204.8341217041016,-6.47,191.59,-7.07,190.36,-4.12,196.4,DHR
2025-04-09 00:00:00,191.585205078125,-0.64,190.36,2.4,196.19,1.53,194.51,DHR
2025-07-01 00:00:00,201.1000061035156,-0.07,200.96,-3.88,193.3,,,DHR
2025-05-23 00:00:00,11.6899995803833,-0.94,11.58,-3.42,11.29,-4.45,11.17,DHT
2025-02-19 00:00:00,3.039999961853028,-22.7,2.35,-27.96,2.19,-43.09,1.73,DHX
2025-02-28 00:00:00,2.4200000762939453,-11.16,2.15,-35.95,1.55,-38.84,1.48,DHX
2025-03-19 00:00:00,1.7300000190734863,-12.14,1.52,-21.97,1.35,-15.03,1.47,DHX
2025-07-07 00:00:00,3.25,-12.0,2.86,,,,,DHX
2025-01-31 00:00:00,2.0438013076782227,-0.93,2.02,0.93,2.06,2.63,2.1,DHY
2025-04-09 00:00:00,1.919456958770752,0.3,1.93,2.33,1.96,3.35,1.98,DHY
2025-05-23 00:00:00,2.0190250873565674,-0.49,2.01,1.46,2.05,3.23,2.08,DHY
2025-02-11 00:00:00,14.94770050048828,-0.58,14.86,-2.82,14.53,-7.37,13.85,DIAX
2025-02-28 00:00:00,14.56442642211914,-2.5,14.2,-4.63,13.89,-3.89,14.0,DIAX
2025-03-19 00:00:00,14.01688289642334,1.82,14.27,0.84,14.13,-4.75,13.35,DIAX
2025-03-31 00:00:00,14.183283805847168,-11.46,12.56,-4.0,13.62,-4.55,13.54,DIAX
2025-05-30 00:00:00,13.870058059692385,0.14,13.89,-0.22,13.84,3.39,14.34,DIAX
2025-07-10 00:00:00,14.380000114440918,-0.21,14.35,,,,,DIAX
2025-01-24 00:00:00,3.619999885559082,7.46,3.89,11.88,4.05,9.39,3.96,DIBS
2025-01-31 00:00:00,3.890000104904175,4.11,4.05,6.43,4.14,-4.11,3.73,DIBS
2025-03-25 00:00:00,2.990000009536743,-2.34,2.92,-19.06,2.42,-16.05,2.51,DIBS
2025-04-17 00:00:00,2.450000047683716,2.04,2.5,0.0,2.45,2.04,2.5,DIBS
2025-05-22 00:00:00,2.470000028610229,1.62,2.51,11.74,2.76,12.15,2.77,DIBS
2025-07-01 00:00:00,2.880000114440918,-2.43,2.81,-4.17,2.76,,,DIBS
2025-07-09 00:00:00,2.809999942779541,-1.78,2.76,,,,,DIBS
2025-03-05 00:00:00,23.320703506469727,8.2,25.23,5.2,24.53,0.2,23.37,DIN
2025-03-18 00:00:00,24.847972869873047,-3.04,24.09,-6.36,23.27,-22.15,19.34,DIN
2025-04-09 00:00:00,20.64942169189453,-7.55,19.09,-3.94,19.84,7.22,22.14,DIN
2025-05-07 00:00:00,19.992170333862305,21.0,24.19,12.46,22.48,17.76,23.54,DIN
2025-05-23 00:00:00,22.67022132873535,2.99,23.35,12.72,25.55,16.28,26.36,DIN
2025-06-12 00:00:00,26.221330642700195,3.73,27.2,-6.3,24.57,-7.75,24.19,DIN
2025-02-04 00:00:00,36.84783172607422,-0.47,36.67,-0.26,36.75,-18.07,30.19,DINO
2025-03-06 00:00:00,31.21484375,-1.9,30.62,7.11,33.43,-7.52,28.87,DINO
2025-04-09 00:00:00,28.225561141967773,-2.9,27.41,6.82,30.15,19.26,33.66,DINO
2025-03-17 00:00:00,46.93999862670898,-0.04,46.92,-8.03,43.17,-23.05,36.12,DIOD
2025-03-19 00:00:00,47.11000061035156,-1.25,46.52,-7.68,43.49,-27.28,34.26,DIOD
2025-07-01 00:00:00,55.29999923706055,3.74,57.37,-0.31,55.13,,,DIOD
2025-01-23 00:00:00,110.56848907470705,2.15,112.95,0.95,111.61,-2.14,108.2,DIS
2025-02-03 00:00:00,113.51592254638672,-4.14,108.82,-3.89,109.09,-4.38,108.55,DIS
2025-02-19 00:00:00,110.8771743774414,0.43,111.36,-1.83,108.85,-9.93,99.86,DIS
2025-02-26 00:00:00,111.35514068603516,-2.25,108.85,-11.69,98.34,-9.88,100.35,DIS
2025-04-09 00:00:00,91.05171966552734,-9.48,82.42,-1.56,89.63,14.96,104.67,DIS
2025-04-29 00:00:00,90.7828598022461,1.1,91.78,22.17,110.91,22.32,111.05,DIS
2025-05-16 00:00:00,112.93838500976562,-3.26,109.25,-0.41,112.47,5.34,118.97,DIS
2025-06-11 00:00:00,19.700000762939453,42.13,28.0,42.13,28.0,,,DIST
2025-02-20 00:00:00,144.7805938720703,-7.59,133.8,-7.24,134.3,-19.99,115.84,DIT
2025-03-12 00:00:00,129.8132781982422,-2.95,125.99,-8.48,118.8,-6.93,120.82,DIT
2025-04-29 00:00:00,33.5576171875,0.25,33.64,1.78,34.16,2.82,34.5,DIVD
2025-06-30 00:00:00,35.65800094604492,1.22,36.09,-0.11,35.62,,,DIVD
2025-07-08 00:00:00,36.09400177001953,-1.32,35.62,,,,,DIVD
2025-02-28 00:00:00,393.2699890136719,-0.99,389.39,0.13,393.78,0.31,394.5,DJCO
2025-04-02 00:00:00,395.739990234375,1.47,401.56,-3.47,382.0,-4.48,378.03,DJCO
2025-05-06 00:00:00,382.3299865722656,8.02,413.01,7.87,412.42,12.07,428.49,DJCO
2025-06-03 00:00:00,432.010009765625,-1.47,425.67,-9.23,392.15,0.52,434.25,DJCO
2025-06-25 00:00:00,420.489990234375,3.27,434.25,-6.2,394.43,,,DJCO
2025-07-01 00:00:00,427.8200073242188,-8.97,389.45,-7.15,397.21,,,DJCO
2025-01-29 00:00:00,33.650001525878906,1.66,34.21,3.09,34.69,1.81,34.26,DJP
2025-03-13 00:00:00,34.59000015258789,1.24,35.02,1.04,34.95,-5.12,32.82,DJP
2025-04-09 00:00:00,33.11000061035156,2.27,33.86,2.99,34.1,1.57,33.63,DJP
2025-03-07 00:00:00,22.5,-10.18,20.21,-10.0,20.25,-24.04,17.09,DJT
2025-04-09 00:00:00,20.270000457763672,-2.61,19.74,29.01,26.15,24.03,25.14,DJT
2025-04-15 00:00:00,19.959999084472656,32.16,26.38,22.95,24.54,30.41,26.03,DJT
2025-01-29 00:00:00,18.01533317565918,3.55,18.65,-4.14,17.27,-14.83,15.34,DK
2025-03-12 00:00:00,14.102397918701172,19.46,16.85,11.85,15.77,-8.58,12.89,DK
2025-04-07 00:00:00,12.194541931152344,1.13,12.33,5.08,12.81,13.15,13.8,DK
2025-04-09 00:00:00,12.892777442932127,-7.17,11.97,-0.69,12.8,16.48,15.02,DK
2025-05-22 00:00:00,19.65999984741211,-2.09,19.25,-2.75,19.12,6.26,20.89,DK
2025-07-07 00:00:00,23.71999931335449,10.46,26.2,,,,,DK
2025-02-25 00:00:00,40.45516586303711,0.74,40.76,-1.92,39.68,5.07,42.51,DKL
2025-03-07 00:00:00,39.90138244628906,1.53,40.51,6.33,42.43,-3.24,38.61,DKL
2025-04-24 00:00:00,37.14219284057617,1.96,37.87,3.14,38.31,10.63,41.09,DKL
2025-05-08 00:00:00,38.310001373291016,6.45,40.78,7.26,41.09,11.12,42.57,DKL
2025-07-08 00:00:00,44.61000061035156,-0.65,44.32,,,,,DKL
2025-07-15 00:00:00,44.31999969482422,,,,,,,DKL
2025-02-28 00:00:00,43.86000061035156,-10.15,39.41,-13.66,37.87,-19.54,35.29,DKNG
2025-03-11 00:00:00,38.65999984741211,-4.53,36.91,0.75,38.95,-17.51,31.89,DKNG
2025-04-02 00:00:00,34.43000030517578,4.1,35.84,-2.35,33.62,-3.4,33.26,DKNG
2025-04-30 00:00:00,33.290000915527344,4.15,34.67,14.9,38.25,6.94,35.6,DKNG
2025-03-27 00:00:00,207.5029144287109,-11.45,183.75,-9.03,188.77,-10.1,186.53,DKS
2025-04-09 00:00:00,196.6378631591797,-8.73,179.46,-4.26,188.26,-3.36,190.03,DKS
2025-04-24 00:00:00,188.2633209228516,-1.14,186.12,0.94,190.03,-9.03,171.27,DKS
2025-06-23 00:00:00,175.7899932861328,12.53,197.81,18.14,207.67,,,DKS
2025-07-07 00:00:00,206.94000244140625,0.92,208.85,,,,,DKS
2025-01-27 00:00:00,80.42047119140625,3.77,83.46,4.23,83.82,1.15,81.34,DLB
2025-02-25 00:00:00,81.34314727783203,-1.29,80.3,0.15,81.46,-0.23,81.15,DLB
2025-02-28 00:00:00,81.26348114013672,2.13,83.0,0.39,81.58,-2.08,79.57,DLB
2025-04-09 00:00:00,74.04426574707031,-3.0,71.82,1.92,75.47,0.83,74.66,DLB
2025-06-03 00:00:00,74.95999908447266,2.04,76.49,-1.2,74.06,1.47,76.06,DLB
2025-04-16 00:00:00,3.490000009536743,3.15,3.6,12.61,3.93,36.96,4.78,DLHC
2025-06-23 00:00:00,5.650000095367432,3.36,5.84,1.42,5.73,,,DLHC
2025-04-09 00:00:00,12.0600004196167,-2.57,11.75,25.03,15.08,29.22,15.58,DLLL
2025-05-15 00:00:00,20.81999969482422,0.05,20.83,-1.25,20.56,-4.51,19.88,DLLL
2025-05-23 00:00:00,20.93000030517578,-7.5,19.36,3.13,21.58,13.95,23.85,DLLL
2025-04-09 00:00:00,3.559999942779541,-2.25,3.48,-2.81,3.46,0.56,3.58,DLNG
2025-04-24 00:00:00,3.4600000381469727,2.02,3.53,3.47,3.58,1.16,3.5,DLNG
2025-05-09 00:00:00,3.650000095367432,0.55,3.67,0.0,3.65,0.82,3.68,DLNG
2025-05-13 00:00:00,3.857000112533569,-3.03,3.74,-1.74,3.79,-5.37,3.65,DLNG
2025-07-07 00:00:00,3.7200000286102295,-1.34,3.67,,,,,DLNG
2025-01-22 00:00:00,11.459565162658691,8.9,12.48,10.32,12.64,7.24,12.29,DLO
2025-02-12 00:00:00,12.432007789611816,-1.15,12.29,5.44,13.11,-36.89,7.85,DLO
2025-03-19 00:00:00,8.923587799072266,-6.2,8.37,-7.0,8.3,-8.12,8.2,DLO
2025-04-09 00:00:00,8.33249568939209,-1.6,8.2,3.55,8.63,2.97,8.58,DLO
2025-05-22 00:00:00,11.125884056091309,-2.39,10.86,-5.72,10.49,-7.78,10.26,DLO
2025-02-05 00:00:00,1.059999942779541,3.77,1.1,0.0,1.06,-6.6,0.99,DLPN
2025-02-12 00:00:00,1.100000023841858,-3.64,1.06,-3.64,1.06,-10.0,0.99,DLPN
2025-02-28 00:00:00,1.1200000047683716,-1.79,1.1,-9.82,1.01,-6.25,1.05,DLPN
2025-05-16 00:00:00,1.0700000524520874,0.93,1.08,-1.87,1.05,5.61,1.13,DLPN
2025-02-04 00:00:00,160.85513305664062,1.42,163.14,3.84,167.03,-3.71,154.89,DLR
2025-02-19 00:00:00,167.02975463867188,-6.03,156.96,-7.27,154.89,-10.17,150.05,DLR
2025-04-09 00:00:00,144.76258850097656,1.65,147.16,5.47,152.69,14.36,165.55,DLR
2025-04-11 00:00:00,144.0872802734375,0.86,145.33,10.52,159.24,14.41,164.85,DLR
2025-04-16 00:00:00,147.1559295654297,3.76,152.69,9.25,160.76,13.23,166.63,DLR
2025-04-28 00:00:00,159.24183654785156,3.92,165.49,3.52,164.85,6.44,169.5,DLR
2025-04-30 00:00:00,159.43051147460938,4.14,166.02,3.2,164.53,7.3,171.07,DLR
2025-05-15 00:00:00,166.63040161132812,0.1,166.79,2.22,170.33,4.7,174.47,DLR
2025-06-02 00:00:00,171.52633666992188,2.29,175.46,2.64,176.06,-0.16,171.25,DLR
2025-07-07 00:00:00,104.2300033569336,4.22,108.63,,,,,DLTR
2025-07-17 00:00:00,108.1500015258789,,,,,,,DLTR
2025-04-29 00:00:00,15.208463668823242,-1.74,14.94,4.65,15.91,-7.09,14.13,DLX
2025-06-23 00:00:00,15.130000114440918,5.16,15.91,10.58,16.73,,,DLX
2025-07-10 00:00:00,16.889999389648438,-3.91,16.23,,,,,DLX
2025-07-15 00:00:00,4.269999980926514,,,,,,,DLXY
2025-02-27 00:00:00,15.686108589172363,-1.04,15.52,-1.17,15.5,-0.75,15.57,DLY
2025-03-03 00:00:00,15.714994430541992,-1.04,15.55,-1.1,15.54,-0.63,15.62,DLY
2025-03-12 00:00:00,15.560924530029297,0.11,15.58,0.36,15.62,-5.81,14.66,DLY
2025-04-09 00:00:00,14.656092643737791,-1.55,14.43,0.32,14.7,3.06,15.1,DLY
2025-04-24 00:00:00,14.703343391418455,1.33,14.9,2.73,15.1,2.97,15.14,DLY
2025-04-29 00:00:00,14.85976219177246,1.25,15.05,2.63,15.25,3.01,15.31,DLY
2025-03-20 00:00:00,8.411931037902832,0.23,8.43,-4.44,8.04,-5.33,7.96,DMA
2025-04-24 00:00:00,8.151734352111816,3.16,8.41,2.92,8.39,8.93,8.88,DMA
2025-04-28 00:00:00,8.320322036743164,-0.48,8.28,1.07,8.41,7.45,8.94,DMA
2025-05-01 00:00:00,8.409574508666992,-0.24,8.39,1.89,8.57,4.4,8.78,DMA
2025-05-19 00:00:00,8.890000343322754,0.56,8.94,-2.14,8.7,-2.7,8.65,DMA
2025-07-03 00:00:00,8.75,-1.49,8.62,0.0,8.75,,,DMA
2025-07-14 00:00:00,10.220000267028809,,,,,,,DMAA
2025-02-03 00:00:00,10.020000457763672,0.2,10.04,0.4,10.06,0.9,10.11,DMAAU
2025-02-03 00:00:00,5.900000095367432,8.14,6.38,4.41,6.16,2.54,6.05,DMAC
2025-02-19 00:00:00,6.650000095367432,-6.02,6.25,-8.57,6.08,-21.2,5.24,DMAC
2025-04-02 00:00:00,3.9600000381469727,-6.57,3.7,-12.37,3.47,4.29,4.13,DMAC
2025-04-09 00:00:00,3.700000047683716,-6.22,3.47,12.7,4.17,-0.27,3.69,DMAC
2025-04-28 00:00:00,4.639999866485596,-13.79,4.0,-17.56,3.83,-10.56,4.15,DMAC
2025-04-29 00:00:00,14.24795913696289,2.3,14.58,3.62,14.76,4.53,14.89,DMAT
2025-06-02 00:00:00,14.892888069152832,7.44,16.0,7.66,16.03,11.03,16.53,DMAT
2025-02-03 00:00:00,10.273232460021973,2.0,10.48,1.81,10.46,2.29,10.51,DMB
2025-02-03 00:00:00,30.38186264038086,2.63,31.18,2.7,31.2,-5.59,28.68,DMLP
2025-02-06 00:00:00,30.625776290893555,2.01,31.24,-0.57,30.45,-3.89,29.44,DMLP
2025-02-26 00:00:00,30.245271682739254,-3.58,29.16,-3.71,29.12,-3.58,29.16,DMLP
2025-03-24 00:00:00,29.464750289916992,-0.4,29.35,-10.17,26.47,-3.31,28.49,DMLP
2025-04-09 00:00:00,27.640275955200195,1.2,27.97,3.28,28.55,0.4,27.75,DMLP
2025-05-13 00:00:00,28.700000762939453,-2.26,28.05,-5.12,27.23,-1.92,28.15,DMLP
2025-07-08 00:00:00,27.920000076293945,-1.04,27.63,,,,,DMLP
2025-01-24 00:00:00,11.020973205566406,1.12,11.14,0.52,11.08,3.44,11.4,DMO
2025-01-30 00:00:00,11.12503433227539,-0.09,11.12,0.68,11.2,2.99,11.46,DMO
2025-03-31 00:00:00,11.429004669189451,-8.21,10.49,-4.48,10.92,-0.56,11.36,DMO
2025-04-10 00:00:00,10.94554328918457,-0.09,10.94,3.12,11.29,3.65,11.35,DMO
2025-05-08 00:00:00,11.345318794250488,0.6,11.41,0.7,11.42,3.14,11.7,DMO
2025-06-23 00:00:00,11.920000076293944,0.17,11.94,0.25,11.95,,,DMO
2025-03-05 00:00:00,16.09000015258789,-7.77,14.84,-11.31,14.27,-18.33,13.14,DMRC
2025-04-09 00:00:00,12.649999618530272,-9.25,11.48,4.74,13.25,6.09,13.42,DMRC
2025-04-15 00:00:00,11.960000038146973,3.34,12.36,9.45,13.09,12.79,13.49,DMRC
2025-04-29 00:00:00,13.609999656677246,-8.3,12.48,-0.88,13.49,-3.67,13.11,DMRC
2025-05-02 00:00:00,13.760000228881836,-8.28,12.62,-3.05,13.34,-4.36,13.16,DMRC
2025-07-01 00:00:00,13.56999969482422,-1.33,13.39,-4.42,12.97,,,DMRC
2025-03-19 00:00:00,69.04895782470703,-2.72,67.17,-3.74,66.47,-5.48,65.27,DMXF
2025-03-07 00:00:00,11.09000015258789,0.09,11.1,1.08,11.21,0.54,11.15,DMYY
2025-05-22 00:00:00,14.170000076293944,1.27,14.35,3.03,14.6,-2.26,13.85,DMYY
2025-05-30 00:00:00,14.350000381469728,1.74,14.6,-1.67,14.11,-9.41,13.0,DMYY
2025-04-02 00:00:00,5.960000038146973,13.76,6.78,35.74,8.09,16.78,6.96,DNA
2025-03-21 00:00:00,8.729999542236328,2.18,8.92,0.0,8.73,-0.34,8.7,DNB
2025-01-27 00:00:00,23.190000534057617,-5.82,21.84,-9.96,20.88,-17.21,19.2,DNLI
2025-02-04 00:00:00,22.989999771118164,-10.48,20.58,-3.31,22.23,-29.1,16.3,DNLI
2025-04-02 00:00:00,13.739999771118164,-6.4,12.86,-8.66,12.55,16.89,16.06,DNLI
2025-04-09 00:00:00,12.859999656677246,-2.41,12.55,20.45,15.49,12.21,14.43,DNLI
2025-03-19 00:00:00,1.4900000095367432,-4.03,1.43,-12.75,1.3,-10.74,1.33,DNN
2025-04-09 00:00:00,1.2999999523162842,2.31,1.33,9.23,1.42,16.92,1.52,DNN
2025-04-16 00:00:00,1.3300000429153442,6.77,1.42,7.52,1.43,12.78,1.5,DNN
2025-05-06 00:00:00,1.4900000095367432,2.01,1.52,-2.68,1.45,10.74,1.65,DNN
2025-06-26 00:00:00,1.840000033378601,-1.09,1.82,-3.26,1.78,,,DNN
2025-01-29 00:00:00,15.010000228881836,-1.33,14.81,-5.8,14.14,6.6,16.0,DNOW
2025-02-11 00:00:00,14.43000030517578,20.72,17.42,11.71,16.12,3.33,14.91,DNOW
2025-03-19 00:00:00,16.100000381469727,6.52,17.15,7.52,17.31,-3.17,15.59,DNOW
2025-04-09 00:00:00,15.65999984741211,-0.45,15.59,2.04,15.98,-7.15,14.54,DNOW
2025-06-03 00:00:00,14.729999542236328,0.95,14.87,5.23,15.5,-2.1,14.42,DNOW
2025-07-14 00:00:00,13.989999771118164,,,,,,,DNOW
2025-04-09 00:00:00,9.203696250915527,-0.64,9.14,1.7,9.36,2.71,9.45,DNP
2025-01-28 00:00:00,21.239999771118164,4.94,22.29,9.98,23.36,-2.97,20.61,DNTH
2025-03-17 00:00:00,21.96999931335449,-11.65,19.41,-17.43,18.14,-14.84,18.71,DNTH
2025-04-02 00:00:00,17.860000610351562,-8.57,16.33,6.27,18.98,21.5,21.7,DNTH
2025-04-17 00:00:00,19.5,11.13,21.67,11.28,21.7,0.97,19.69,DNTH
2025-04-25 00:00:00,21.670000076293945,0.14,21.7,-9.6,19.59,-14.95,18.43,DNTH
2025-06-12 00:00:00,19.290000915527344,-12.6,16.86,-8.61,17.63,3.84,20.03,DNTH
2025-02-11 00:00:00,8.798135757446289,2.71,9.04,-32.75,5.92,-37.49,5.5,DNUT
2025-03-18 00:00:00,5.673656940460205,-5.24,5.38,-15.03,4.82,-29.2,4.02,DNUT
2025-04-02 00:00:00,4.909895420074463,-10.71,4.38,-19.6,3.95,-14.05,4.22,DNUT
2025-06-03 00:00:00,2.9600000381469727,-0.68,2.94,-8.11,2.72,16.22,3.44,DNUT
2025-07-10 00:00:00,3.380000114440918,-7.99,3.11,,,,,DNUT
2025-01-31 00:00:00,19.99816131591797,-3.87,19.22,-3.71,19.26,0.27,20.05,DOC
2025-04-09 00:00:00,18.32285690307617,-0.32,18.26,1.47,18.59,-6.19,17.19,DOC
2025-04-30 00:00:00,17.633268356323242,-3.31,17.05,-4.88,16.77,-1.23,17.42,DOC
2025-05-23 00:00:00,16.741168975830078,3.38,17.31,2.55,17.17,4.47,17.49,DOC
2025-02-12 00:00:00,45.310001373291016,-5.01,43.04,-5.74,42.71,-22.05,35.32,DOCN
2025-04-09 00:00:00,30.670000076293945,-9.16,27.86,-2.35,29.95,-2.54,29.89,DOCN
2025-04-07 00:00:00,52.38999938964844,0.4,52.6,0.02,52.4,8.99,57.1,DOCS
2025-04-09 00:00:00,55.59999847412109,-5.07,52.78,1.24,56.29,6.74,59.35,DOCS
2025-04-24 00:00:00,56.290000915527344,3.16,58.07,5.44,59.35,-8.94,51.26,DOCS
2025-04-29 00:00:00,57.75,-1.13,57.1,4.64,60.43,-10.58,51.64,DOCS
2025-06-23 00:00:00,57.97999954223633,5.8,61.34,6.02,61.47,,,DOCS
2025-06-27 00:00:00,61.09000015258789,-0.38,60.86,0.75,61.55,,,DOCS
2025-04-09 00:00:00,78.58999633789062,-2.8,76.39,3.92,81.67,7.06,84.14,DOCU
2025-04-29 00:00:00,82.2699966430664,-0.75,81.65,9.81,90.34,4.33,85.83,DOCU
2025-05-30 00:00:00,88.61000061035156,-15.04,75.28,-16.42,74.06,-12.1,77.89,DOCU
2025-06-18 00:00:00,75.25,0.4,75.55,5.01,79.02,3.15,77.62,DOCU
2025-02-28 00:00:00,28.0,1.07,28.3,-1.75,27.51,-0.18,27.95,DOGZ
2025-03-17 00:00:00,29.25,1.54,29.7,-2.67,28.47,-34.53,19.15,DOGZ
2025-04-02 00:00:00,29.25,-6.67,27.3,-42.05,16.95,-47.25,15.43,DOGZ
2025-05-19 00:00:00,21.75,8.78,23.66,24.14,27.0,33.33,29.0,DOGZ
2025-01-23 00:00:00,1.3741950988769531,150.35,3.44,96.5,2.7,473.43,7.88,DOMH
2025-02-19 00:00:00,11.166536331176758,-25.49,8.32,-32.12,7.58,-58.81,4.6,DOMH
2025-06-10 00:00:00,5.460000038146973,-7.69,5.04,1.65,5.55,-12.45,4.78,DOMH
2025-07-16 00:00:00,5.5,,,,,,,DOMH
2025-03-04 00:00:00,7.71999979019165,4.27,8.05,12.18,8.66,2.33,7.9,DOMO
2025-04-09 00:00:00,8.15999984741211,-12.62,7.13,-10.29,7.32,0.86,8.23,DOMO
2025-05-15 00:00:00,8.739999771118164,24.14,10.85,45.31,12.7,49.2,13.04,DOMO
2025-04-09 00:00:00,37.17900466918945,-10.99,33.09,-7.35,34.45,-5.2,35.25,DOOO
2025-05-13 00:00:00,37.53783798217773,-0.74,37.26,-4.62,35.8,30.54,49.0,DOOO
2025-05-16 00:00:00,37.28865051269531,-4.2,35.72,19.06,44.4,30.42,48.63,DOOO
2025-06-23 00:00:00,47.69478225708008,1.63,48.47,6.2,50.65,,,DOOO
2025-07-17 00:00:00,49.119998931884766,,,,,,,DOOO
2025-01-28 00:00:00,133.49000549316406,-1.14,131.97,-5.51,126.14,-7.1,124.01,DORM
2025-02-27 00:00:00,127.98999786376952,0.57,128.72,-2.11,125.29,-2.22,125.15,DORM
2025-04-09 00:00:00,118.43000030517578,-5.71,111.67,-3.57,114.2,4.94,124.28,DORM
2025-05-15 00:00:00,130.47999572753906,-3.29,126.19,-0.9,129.31,-4.54,124.55,DORM
2025-07-01 00:00:00,125.29000091552734,0.69,126.15,-3.17,121.32,,,DORM
2025-06-12 00:00:00,2.900000095367432,-9.66,2.62,-18.28,2.37,-14.83,2.47,DOUG
2025-01-28 00:00:00,196.99462890625,2.44,201.81,2.3,201.53,-0.2,196.6,DOV
2025-02-05 00:00:00,203.6082000732422,-1.79,199.96,0.83,205.3,-8.9,185.49,DOV
2025-04-09 00:00:00,165.38461303710938,-2.35,161.5,2.33,169.23,5.32,174.18,DOV
2025-04-11 00:00:00,161.64535522460938,-2.52,157.57,5.07,169.84,13.25,183.06,DOV
2025-04-24 00:00:00,169.23355102539062,0.05,169.32,2.92,174.18,5.97,179.33,DOV
2025-06-03 00:00:00,177.97000122070312,1.86,181.28,-1.06,176.08,5.72,188.15,DOV
2025-06-23 00:00:00,177.52999877929688,3.21,183.23,6.14,188.43,,,DOV
2025-07-01 00:00:00,186.16000366210935,1.11,188.22,0.9,187.84,,,DOV
2025-02-11 00:00:00,85.3228759765625,3.8,88.56,1.85,86.9,1.29,86.42,DOX
2025-04-09 00:00:00,84.82594299316406,-2.39,82.8,0.59,85.32,8.47,92.01,DOX
2025-05-05 00:00:00,89.1507568359375,2.93,91.77,1.73,90.69,2.6,91.47,DOX
2025-06-03 00:00:00,91.4672622680664,1.45,92.79,0.87,92.26,0.29,91.73,DOX
2025-06-06 00:00:00,91.74564361572266,-0.36,91.42,-0.38,91.4,0.95,92.62,DOX
2025-07-01 00:00:00,92.19000244140624,-0.67,91.57,-3.28,89.17,,,DOX
2025-01-28 00:00:00,6.085022449493408,-0.19,6.07,-3.64,5.86,21.28,7.38,DOYU
2025-02-18 00:00:00,6.100311756134033,11.63,6.81,15.24,7.03,37.37,8.38,DOYU
2025-03-14 00:00:00,8.789999961853027,-10.58,7.86,-13.77,7.58,-31.17,6.05,DOYU
2025-03-27 00:00:00,8.069999694824219,-13.01,7.02,-24.16,6.12,-13.75,6.96,DOYU
2025-05-06 00:00:00,7.650000095367432,-7.32,7.09,-9.93,6.89,-13.46,6.62,DOYU
2025-06-13 00:00:00,6.610000133514404,-1.82,6.49,-1.97,6.48,27.0,8.4,DOYU
2025-06-27 00:00:00,6.539999961853027,6.88,6.99,20.34,7.87,,,DOYU
2025-02-28 00:00:00,11.64002799987793,-2.43,11.36,0.08,11.65,1.93,11.86,DPG
2025-03-12 00:00:00,11.473882675170898,3.49,11.87,2.9,11.81,-2.93,11.14,DPG
2025-03-14 00:00:00,11.649802207946776,1.68,11.85,1.85,11.86,-3.64,11.23,DPG
2025-03-31 00:00:00,12.022093772888184,-12.26,10.55,-4.42,11.49,0.57,12.09,DPG
2025-04-09 00:00:00,11.137394905090332,4.77,11.67,7.33,11.95,9.63,12.21,DPG
2025-04-11 00:00:00,11.225865364074709,2.1,11.46,6.74,11.98,7.35,12.05,DPG
2025-06-30 00:00:00,12.40999984741211,-1.53,12.22,0.4,12.46,,,DPG
2025-02-12 00:00:00,3.259999990463257,-6.75,3.04,-23.93,2.48,-25.46,2.43,DPRO
2025-03-19 00:00:00,3.0299999713897705,0.99,3.06,-25.41,2.26,-14.52,2.59,DPRO
2025-02-03 00:00:00,452.24810791015625,4.19,471.19,4.76,473.76,5.69,477.96,DPZ
2025-04-09 00:00:00,454.58935546875,1.29,460.47,6.93,486.09,4.49,474.98,DPZ
2025-04-24 00:00:00,486.0873718261719,-1.35,479.53,-2.28,474.98,-1.17,480.4,DPZ
2025-06-17 00:00:00,458.7799987792969,-1.23,453.13,-1.05,453.94,2.16,468.71,DPZ
2025-02-13 00:00:00,21.65999984741211,0.55,21.78,-6.51,20.25,-12.0,19.06,DQ
2025-03-17 00:00:00,19.600000381469727,-7.86,18.06,-7.6,18.11,-26.22,14.46,DQ
2025-04-07 00:00:00,15.859999656677246,-8.83,14.46,-12.93,13.81,-17.34,13.11,DQ
2025-04-24 00:00:00,14.479999542236328,-11.81,12.77,-8.43,13.26,-6.35,13.56,DQ
2025-04-14 00:00:00,0.5170000195503235,5.61,0.55,41.2,0.73,17.6,0.61,DRCT
2025-04-17 00:00:00,0.6399999856948853,5.16,0.67,33.75,0.86,-20.62,0.51,DRCT
2025-05-01 00:00:00,0.8849999904632568,-21.58,0.69,-41.58,0.52,-40.9,0.52,DRCT
