Data,Preço_Sinal,Retorno_5d,Preço_5d,Retorno_10d,Preço_10d,Retorno_20d,Preço_20d,Stock
2025-02-18 00:00:00,168.45928955078125,4.9,176.72,-22.76,130.12,-17.14,139.59,TFX
2025-03-17 00:00:00,139.37916564941406,1.27,141.15,-1.12,137.82,-5.48,131.74,TFX
2025-04-09 00:00:00,134.8013458251953,-5.14,127.87,0.37,135.3,-6.64,125.85,TFX
2025-04-17 00:00:00,129.13641357421875,4.43,134.85,-2.37,126.07,-0.15,128.95,TFX
2025-07-10 00:00:00,119.94000244140624,-5.29,113.59,,,,,TFX
2025-04-09 00:00:00,7.190000057220459,0.0,7.19,3.89,7.47,15.02,8.27,TG
2025-05-21 00:00:00,8.329999923706055,1.56,8.46,2.4,8.53,2.04,8.5,TG
2025-06-03 00:00:00,8.539999961853027,1.64,8.68,0.59,8.59,7.73,9.2,TG
2025-02-12 00:00:00,2.1600000858306885,3.7,2.24,-3.24,2.09,5.09,2.27,TGB
2025-02-20 00:00:00,2.240000009536743,-6.7,2.09,-6.25,2.1,10.71,2.48,TGB
2025-05-06 00:00:00,2.0199999809265137,2.48,2.07,1.98,2.06,22.28,2.47,TGB
2025-06-17 00:00:00,9.119999885559082,-19.85,7.31,-20.61,7.24,-34.65,5.96,TGE
2025-06-26 00:00:00,8.180000305175781,-15.77,6.89,-20.54,6.5,,,TGE
2025-02-19 00:00:00,2.369999885559082,-18.14,1.94,-2.45,2.31,3.8,2.46,TGEN
2025-06-10 00:00:00,6.150000095367432,-4.07,5.9,12.36,6.91,32.68,8.16,TGEN
2025-02-05 00:00:00,25.18000030517578,0.6,25.33,0.6,25.33,0.28,25.25,TGI
2025-04-09 00:00:00,25.030000686645508,-0.68,24.86,0.88,25.25,2.32,25.61,TGI
2025-04-22 00:00:00,24.950000762939453,2.0,25.45,2.24,25.51,2.97,25.69,TGI
2025-06-17 00:00:00,25.82999992370605,-0.39,25.73,-0.39,25.73,0.23,25.89,TGI
2025-01-22 00:00:00,11.550000190734863,-20.78,9.15,-22.94,8.9,-26.84,8.45,TGL
2025-02-26 00:00:00,8.300000190734863,-15.66,7.0,-27.71,6.0,-43.98,4.65,TGL
2025-03-27 00:00:00,5.150000095367432,-44.66,2.85,-61.94,1.96,-52.23,2.46,TGL
2025-06-03 00:00:00,1.4700000286102295,-12.24,1.29,-22.45,1.14,-16.33,1.23,TGL
2025-03-31 00:00:00,71.55000305175781,-9.8,64.54,0.28,71.75,-0.77,71.0,TGLS
2025-04-09 00:00:00,69.55999755859375,-2.52,67.81,3.65,72.1,17.88,82.0,TGLS
2025-04-24 00:00:00,72.0999984741211,-0.43,71.79,13.73,82.0,17.49,84.71,TGLS
2025-02-27 00:00:00,17.674833297729492,-1.67,17.38,-2.43,17.25,2.68,18.15,TGNA
2025-03-06 00:00:00,17.3792667388916,-0.77,17.25,7.22,18.63,-2.43,16.96,TGNA
2025-03-31 00:00:00,18.07880210876465,-13.67,15.61,-13.06,15.72,-10.37,16.2,TGNA
2025-04-09 00:00:00,16.759109497070312,-6.69,15.64,-4.85,15.95,1.42,17.0,TGNA
2025-06-03 00:00:00,16.53089141845703,2.23,16.9,-1.15,16.34,3.62,17.13,TGNA
2025-07-01 00:00:00,16.93000030517578,2.3,17.32,-0.89,16.78,,,TGNA
2025-07-17 00:00:00,17.020000457763672,,,,,,,TGNA
2025-01-29 00:00:00,28.799999237060547,-4.1,27.62,-8.23,26.43,-13.82,24.82,TGS
2025-02-06 00:00:00,28.09000015258789,-1.21,27.75,-2.39,27.42,-10.68,25.09,TGS
2025-02-18 00:00:00,27.96999931335449,-6.79,26.07,-10.19,25.12,-9.44,25.33,TGS
2025-03-21 00:00:00,27.559999465942383,-1.05,27.27,-14.62,23.53,-5.7,25.99,TGS
2025-04-01 00:00:00,27.18000030517578,-20.01,21.74,1.36,27.55,-6.44,25.43,TGS
2025-04-09 00:00:00,23.959999084472656,12.35,26.92,11.19,26.64,11.69,26.76,TGS
2025-04-11 00:00:00,25.38999938964844,2.36,25.99,2.68,26.07,14.02,28.95,TGS
2025-06-24 00:00:00,27.57999992370605,-5.47,26.07,-2.61,26.86,,,TGS
2025-01-23 00:00:00,134.5512237548828,2.32,137.68,-1.87,132.03,-8.69,122.87,TGT
2025-02-11 00:00:00,129.84559631347656,-0.44,129.27,-5.55,122.64,-18.31,106.07,TGT
2025-03-07 00:00:00,113.7792739868164,-9.02,103.52,-9.58,102.88,-16.82,94.64,TGT
2025-04-02 00:00:00,104.57449340820312,-7.64,96.59,-14.47,89.44,-9.27,94.89,TGT
2025-04-09 00:00:00,96.58583068847656,-7.4,89.44,-2.44,94.23,-0.78,95.83,TGT
2025-04-17 00:00:00,92.0575942993164,3.73,95.49,4.58,96.27,7.09,98.58,TGT
2025-04-29 00:00:00,95.81464385986328,-3.36,92.59,2.25,97.97,0.13,95.94,TGT
2025-05-15 00:00:00,97.06999969482422,-2.07,95.06,-3.15,94.01,-1.75,95.37,TGT
2025-06-23 00:00:00,96.52999877929688,2.2,98.65,5.68,102.01,,,TGT
2025-07-01 00:00:00,103.8499984741211,-1.37,102.43,-2.42,101.34,,,TGT
2025-07-14 00:00:00,104.87000274658205,,,,,,,TGT
2025-02-28 00:00:00,30.09000015258789,27.75,38.44,35.73,40.84,32.47,39.86,TGTX
2025-03-21 00:00:00,42.9900016784668,-7.28,39.86,-13.12,37.35,-14.0,36.97,TGTX
2025-04-02 00:00:00,39.81999969482422,-9.97,35.85,-4.04,38.21,13.94,45.37,TGTX
2025-05-12 00:00:00,34.9900016784668,-0.03,34.98,0.71,35.24,12.69,39.43,TGTX
2025-06-02 00:00:00,35.75,11.44,39.84,-0.34,35.63,-0.98,35.4,TGTX
2025-07-02 00:00:00,36.290000915527344,3.8,37.67,7.99,39.19,,,TGTX
2025-07-14 00:00:00,38.91999816894531,,,,,,,TGTX
2025-03-12 00:00:00,5.610000133514404,6.06,5.95,16.22,6.52,22.46,6.87,TH
2025-03-27 00:00:00,6.71999979019165,0.0,6.72,0.0,6.72,-5.51,6.35,TH
2025-04-09 00:00:00,6.869999885559082,-2.62,6.69,-7.13,6.38,1.46,6.97,TH
2025-04-11 00:00:00,7.0,-9.29,6.35,-10.71,6.25,-0.71,6.95,TH
2025-04-29 00:00:00,6.670000076293945,8.7,7.25,4.8,6.99,9.0,7.27,TH
2025-01-23 00:00:00,2.1600000858306885,-8.33,1.98,-4.63,2.06,-12.04,1.9,THAR
2025-02-06 00:00:00,2.059999942779541,-7.77,1.9,-7.77,1.9,-26.21,1.52,THAR
2025-03-18 00:00:00,1.4199999570846558,2.82,1.46,-9.86,1.28,-19.01,1.15,THAR
2025-03-24 00:00:00,1.5299999713897705,-11.11,1.36,-23.53,1.17,-23.53,1.17,THAR
2025-05-27 00:00:00,1.4299999475479126,9.09,1.56,11.19,1.59,16.08,1.66,THAR
2025-01-27 00:00:00,138.88999938964844,4.14,144.64,0.4,139.45,-3.11,134.57,THC
2025-02-03 00:00:00,144.63999938964844,-3.59,139.45,-6.73,134.91,-15.19,122.67,THC
2025-02-18 00:00:00,134.91000366210938,-0.25,134.57,-9.07,122.67,-7.1,125.33,THC
2025-03-05 00:00:00,126.0199966430664,-3.82,121.2,1.37,127.75,8.86,137.18,THC
2025-03-31 00:00:00,134.5,-10.99,119.72,-7.13,124.91,2.86,138.35,THC
2025-04-02 00:00:00,137.17999267578125,-4.45,131.07,-12.2,120.44,5.91,145.29,THC
2025-04-09 00:00:00,131.07000732421875,-8.11,120.44,-5.21,124.24,13.73,149.06,THC
2025-05-30 00:00:00,168.77000427246094,1.59,171.46,-2.61,164.37,4.28,176.0,THC
2025-06-17 00:00:00,167.4600067138672,0.93,169.01,2.84,172.22,4.59,175.14,THC
2025-01-28 00:00:00,3.194000005722046,-1.06,3.16,-3.57,3.08,-1.38,3.15,THCH
2025-02-28 00:00:00,3.134999990463257,1.44,3.18,6.54,3.34,-4.94,2.98,THCH
2025-03-14 00:00:00,3.3399999141693115,-10.48,2.99,-10.78,2.98,-31.14,2.3,THCH
2025-03-24 00:00:00,3.0999999046325684,-5.48,2.93,-24.19,2.35,-15.65,2.62,THCH
2025-05-19 00:00:00,2.8399999141693115,-5.28,2.69,-2.29,2.78,-5.99,2.67,THCH
2025-05-29 00:00:00,2.809999942779541,0.53,2.83,-6.41,2.63,3.56,2.91,THCH
2025-02-11 00:00:00,52.47407913208008,-3.49,50.64,-4.78,49.96,-8.31,48.11,THFF
2025-04-22 00:00:00,45.81472396850586,8.24,49.59,8.15,49.55,14.18,52.31,THFF
2025-06-23 00:00:00,52.1743049621582,2.89,53.68,8.35,56.53,,,THFF
2025-07-01 00:00:00,54.90999984741211,3.37,56.76,1.66,55.82,,,THFF
2025-07-17 00:00:00,56.34999847412109,,,,,,,THFF
2025-04-09 00:00:00,155.94888305664062,2.94,160.53,4.54,163.03,6.04,165.37,THG
2025-04-24 00:00:00,163.03158569335938,1.04,164.72,1.43,165.37,1.89,166.12,THG
2025-06-12 00:00:00,170.92999267578125,-1.66,168.09,-2.01,167.5,-2.81,166.12,THG
2025-07-14 00:00:00,166.1199951171875,,,,,,,THG
2025-07-17 00:00:00,164.86000061035156,,,,,,,THG
2025-07-17 00:00:00,1.0800000429153442,,,,,,,THM
2025-04-11 00:00:00,26.09443664550781,-2.66,25.4,5.41,27.51,11.55,29.11,THMZ
2025-03-06 00:00:00,85.33283233642578,-11.18,75.8,-7.15,79.23,-17.82,70.13,THO
2025-04-01 00:00:00,75.64736938476562,-14.78,64.47,-10.23,67.91,-4.81,72.01,THO
2025-04-09 00:00:00,71.7835693359375,-5.73,67.67,3.21,74.09,5.64,75.83,THO
2025-04-17 00:00:00,68.69107818603516,6.95,73.46,8.66,74.64,19.34,81.98,THO
2025-04-29 00:00:00,73.8419189453125,-0.01,73.83,11.15,82.08,9.45,80.82,THO
2025-06-23 00:00:00,86.43063354492188,2.17,88.31,6.39,91.95,,,THO
2025-07-01 00:00:00,90.81999969482422,2.57,93.15,-2.27,88.76,,,THO
2025-07-17 00:00:00,89.69999694824219,,,,,,,THO
2025-01-30 00:00:00,20.152563095092773,-1.14,19.92,-2.94,19.56,0.58,20.27,THQ
2025-02-05 00:00:00,20.09531021118164,-2.85,19.52,-0.81,19.93,0.25,20.14,THQ
2025-03-07 00:00:00,20.28921890258789,-3.75,19.53,-1.57,19.97,-10.53,18.15,THQ
2025-03-14 00:00:00,19.52885627746582,2.27,19.97,1.71,19.86,-5.85,18.39,THQ
2025-04-09 00:00:00,18.50314140319824,0.1,18.52,0.28,18.56,-2.31,18.08,THQ
2025-04-24 00:00:00,18.55545234680176,0.58,18.66,-2.59,18.08,-5.51,17.53,THQ
2025-05-29 00:00:00,17.909000396728516,1.16,18.12,3.48,18.53,1.57,18.19,THQ
2025-04-01 00:00:00,28.13999938964844,-16.13,23.6,-11.12,25.01,-6.79,26.23,THR
2025-04-11 00:00:00,24.86000061035156,-3.14,24.08,4.87,26.07,20.84,30.04,THR
2025-04-17 00:00:00,24.90999984741211,5.5,26.28,11.04,27.66,21.04,30.15,THR
2025-04-29 00:00:00,26.5,3.89,27.53,15.13,30.51,-2.79,25.76,THR
2025-05-15 00:00:00,30.309999465942383,-4.75,28.87,-14.42,25.94,-10.85,27.02,THR
2025-06-18 00:00:00,27.270000457763672,3.19,28.14,6.78,29.12,2.38,27.92,THR
2025-07-01 00:00:00,28.61000061035156,-0.49,28.47,-3.39,27.64,,,THR
2025-02-06 00:00:00,5.119999885559082,-33.01,3.43,-32.23,3.47,-31.64,3.5,THRD
2025-03-04 00:00:00,3.549999952316284,-1.69,3.49,-1.41,3.5,-5.35,3.36,THRD
2025-03-20 00:00:00,3.549999952316284,-1.69,3.49,0.56,3.57,45.35,5.16,THRD
2025-04-02 00:00:00,3.549999952316284,-1.41,3.5,44.51,5.13,45.35,5.16,THRD
2025-02-04 00:00:00,37.150001525878906,-2.45,36.24,-10.23,33.35,-13.97,31.96,THRM
2025-02-18 00:00:00,36.150001525878906,-6.53,33.79,-14.5,30.91,-15.38,30.59,THRM
2025-02-24 00:00:00,33.9900016784668,-6.74,31.7,-4.44,32.48,-7.94,31.29,THRM
2025-04-02 00:00:00,26.989999771118164,-5.26,25.57,-12.3,23.67,-2.19,26.4,THRM
2025-04-09 00:00:00,25.56999969482422,-7.43,23.67,-3.25,24.74,4.03,26.6,THRM
2025-05-22 00:00:00,27.26000022888184,0.4,27.37,-0.77,27.05,2.57,27.96,THRM
2025-06-23 00:00:00,27.959999084472656,1.18,28.29,8.19,30.25,,,THRM
2025-07-01 00:00:00,29.729999542236328,2.89,30.59,4.64,31.11,,,THRM
2025-01-23 00:00:00,16.43000030517578,5.6,17.35,12.96,18.56,10.47,18.15,THRY
2025-02-26 00:00:00,18.61000061035156,-8.87,16.96,-15.05,15.81,-20.1,14.87,THRY
2025-03-17 00:00:00,15.619999885559082,-3.14,15.13,-17.99,12.81,-25.8,11.59,THRY
2025-04-09 00:00:00,11.729999542236328,-2.3,11.46,10.32,12.94,15.86,13.59,THRY
2025-04-24 00:00:00,12.9399995803833,-3.86,12.44,5.02,13.59,3.48,13.39,THRY
2025-05-20 00:00:00,14.300000190734863,-5.31,13.54,-5.24,13.55,-10.56,12.79,THRY
2025-02-05 00:00:00,34.279998779296875,-3.79,32.98,-11.0,30.51,-10.53,30.67,THS
2025-02-24 00:00:00,31.489999771118164,-1.05,31.16,-1.71,30.95,-16.8,26.2,THS
2025-03-06 00:00:00,30.670000076293945,-9.19,27.85,-14.02,26.37,-13.89,26.41,THS
2025-03-25 00:00:00,26.530000686645508,1.73,26.99,-15.79,22.34,-14.44,22.7,THS
2025-07-08 00:00:00,21.0,-8.9,19.13,,,,,THS
2025-04-11 00:00:00,1.940000057220459,31.44,2.55,47.94,2.87,34.54,2.61,THTX
2025-04-15 00:00:00,2.6600000858306885,1.5,2.7,6.77,2.84,-4.89,2.53,THTX
2025-05-01 00:00:00,2.9200000762939453,-6.16,2.74,-10.27,2.62,-9.25,2.65,THTX
2025-01-30 00:00:00,11.354710578918455,-0.08,11.35,-0.92,11.25,1.74,11.55,THW
2025-03-07 00:00:00,11.533039093017578,-2.9,11.2,-1.33,11.38,-10.41,10.33,THW
2025-06-12 00:00:00,10.666715621948242,-5.1,10.12,-3.72,10.27,-3.25,10.32,THW
2025-07-01 00:00:00,10.479999542236328,-0.38,10.44,-2.19,10.25,,,THW
2025-03-11 00:00:00,12.109999656677246,4.54,12.66,-4.87,11.52,-25.02,9.08,TIC
2025-04-02 00:00:00,10.93000030517578,-10.16,9.82,-14.64,9.33,-11.44,9.68,TIC
2025-05-07 00:00:00,10.15999984741211,4.04,10.57,5.71,10.74,3.05,10.47,TIC
2025-06-27 00:00:00,10.460000038146973,8.22,11.32,14.53,11.98,,,TIC
2025-07-14 00:00:00,11.979999542236328,,,,,,,TIC
2025-02-12 00:00:00,25.89496612548828,-1.81,25.43,0.04,25.9,8.73,28.16,TIGO
2025-02-26 00:00:00,26.58193588256836,-2.98,25.79,7.57,28.6,6.35,28.27,TIGO
2025-03-18 00:00:00,29.70192527770996,-4.43,28.39,-3.47,28.67,-1.5,29.26,TIGO
2025-03-27 00:00:00,28.986331939697266,0.4,29.1,-7.02,26.95,10.84,32.13,TIGO
2025-04-09 00:00:00,27.04090690612793,11.13,30.05,20.09,32.47,24.22,33.59,TIGO
2025-04-11 00:00:00,27.903705596923828,12.72,31.45,19.29,33.29,21.08,33.79,TIGO
2025-07-02 00:00:00,37.38469314575195,0.15,37.44,4.7,39.14,,,TIGO
2025-03-25 00:00:00,9.010000228881836,-3.66,8.68,-24.97,6.76,-17.87,7.4,TIGR
2025-04-24 00:00:00,7.590000152587891,11.07,8.43,23.06,9.34,16.73,8.86,TIGR
2025-05-19 00:00:00,9.130000114440918,-7.34,8.46,-9.64,8.25,-7.89,8.41,TIGR
2025-01-27 00:00:00,24.290000915527344,-15.23,20.59,-17.58,20.02,-17.04,20.15,TIL
2025-02-04 00:00:00,22.56999969482422,-14.49,19.3,13.96,25.72,-20.03,18.05,TIL
2025-02-18 00:00:00,25.0,-19.4,20.15,-30.0,17.5,-16.04,20.99,TIL
2025-03-27 00:00:00,19.36000061035156,-14.1,16.63,-26.76,14.18,-33.99,12.78,TIL
2025-04-02 00:00:00,18.31999969482422,-17.47,15.12,-16.48,15.3,-31.17,12.61,TIL
2025-04-09 00:00:00,15.119999885559082,1.19,15.3,29.7,19.61,-13.82,13.03,TIL
2025-04-11 00:00:00,15.029999732971191,6.45,16.0,-17.23,12.44,-8.98,13.68,TIL
2025-04-30 00:00:00,12.850000381469728,-3.81,12.36,3.42,13.29,136.19,30.35,TIL
2025-05-19 00:00:00,16.899999618530273,43.22,24.2,76.92,29.9,64.79,27.85,TIL
2025-06-04 00:00:00,34.400001525878906,6.28,36.56,-16.92,28.58,-20.06,27.5,TIL
2025-06-12 00:00:00,37.505001068115234,-26.14,27.7,-38.75,22.97,-34.7,24.49,TIL
2025-06-23 00:00:00,29.84000015258789,-30.19,20.83,-21.48,23.43,,,TIL
2025-07-09 00:00:00,25.6299991607666,0.2,25.68,,,,,TIL
2025-07-16 00:00:00,25.68000030517578,,,,,,,TIL
2025-03-10 00:00:00,18.681486129760746,3.96,19.42,8.77,20.32,-3.0,18.12,TILE
2025-03-27 00:00:00,20.359819412231445,-7.36,18.86,-7.61,18.81,-7.95,18.74,TILE
2025-04-09 00:00:00,19.5002498626709,-4.36,18.65,-4.66,18.59,4.72,20.42,TILE
2025-06-23 00:00:00,20.75,0.87,20.93,4.34,21.65,,,TILE
2025-07-01 00:00:00,21.46999931335449,2.0,21.9,-1.54,21.14,,,TILE
2025-03-12 00:00:00,13.863609313964844,4.49,14.49,6.35,14.74,6.67,14.79,TIMB
2025-04-09 00:00:00,14.788999557495115,0.75,14.9,10.42,16.33,16.1,17.17,TIMB
2025-07-16 00:00:00,18.700000762939453,,,,,,,TIMB
2025-03-05 00:00:00,22.97533416748047,-0.65,22.83,-0.17,22.94,4.95,24.11,TIPT
2025-03-31 00:00:00,24.02233123779297,-12.45,21.03,-8.59,21.96,-7.02,22.34,TIPT
2025-04-09 00:00:00,22.077808380126957,2.62,22.66,2.21,22.57,-3.12,21.39,TIPT
2025-02-04 00:00:00,1.7999999523162842,-2.22,1.76,-8.89,1.64,-15.56,1.52,TIRX
2025-03-07 00:00:00,1.649999976158142,-7.88,1.52,-7.88,1.52,-27.27,1.2,TIRX
2025-03-12 00:00:00,1.5800000429153442,-15.19,1.34,-15.19,1.34,-28.48,1.13,TIRX
2025-03-27 00:00:00,1.399999976158142,-13.14,1.22,-15.0,1.19,2.43,1.43,TIRX
2025-03-18 00:00:00,16.5,9.15,18.01,3.45,17.07,45.15,23.95,TISI
2025-03-21 00:00:00,17.399999618530273,-2.41,16.98,9.89,19.12,37.64,23.95,TISI
2025-04-02 00:00:00,17.760000228881836,12.61,20.0,26.24,22.42,16.61,20.71,TISI
2025-04-09 00:00:00,20.0,12.1,22.42,10.3,22.06,0.05,20.01,TISI
2025-04-25 00:00:00,22.32999992370605,-7.3,20.7,-7.43,20.67,-11.06,19.86,TISI
2025-05-05 00:00:00,21.3799991607666,-0.89,21.19,-2.29,20.89,-10.71,19.09,TISI
2025-05-22 00:00:00,21.420000076293945,-15.5,18.1,-12.84,18.67,-7.89,19.73,TISI
2025-06-02 00:00:00,19.059999465942383,-3.57,18.38,5.77,20.16,-1.84,18.71,TISI
2025-01-23 00:00:00,15.789999961853027,19.25,18.83,19.57,18.88,14.88,18.14,TITN
2025-02-04 00:00:00,18.989999771118164,1.0,19.18,0.95,19.17,-20.38,15.12,TITN
2025-02-11 00:00:00,19.18000030517578,-0.05,19.17,-11.31,17.01,-24.3,14.52,TITN
2025-03-06 00:00:00,15.550000190734863,-9.71,14.04,6.95,16.63,-5.4,14.71,TITN
2025-03-27 00:00:00,18.06999969482422,-18.59,14.71,-13.67,15.6,-5.53,17.07,TITN
2025-04-09 00:00:00,15.789999961853027,1.27,15.99,7.85,17.03,20.2,18.98,TITN
2025-04-24 00:00:00,17.030000686645508,-0.65,16.92,11.45,18.98,18.2,20.13,TITN
2025-05-15 00:00:00,21.209999084472656,-5.09,20.13,-11.93,18.68,-8.91,19.32,TITN
2025-07-01 00:00:00,20.670000076293945,0.34,20.74,-5.9,19.45,,,TITN
2025-07-08 00:00:00,21.34000015258789,-9.14,19.39,,,,,TITN
2025-07-17 00:00:00,19.6299991607666,,,,,,,TITN
2025-02-11 00:00:00,3.994999885559082,121.28,8.84,72.34,6.89,-14.64,3.41,TIVC
2025-04-02 00:00:00,3.25,48.31,4.82,13.23,3.68,38.15,4.49,TIVC
2025-04-09 00:00:00,4.820000171661377,-23.65,3.68,46.06,7.04,-13.9,4.15,TIVC
2025-04-24 00:00:00,7.039999961853027,-36.22,4.49,-41.05,4.15,-39.91,4.23,TIVC
2025-05-12 00:00:00,4.230000019073486,1.42,4.29,-2.6,4.12,-7.8,3.9,TIVC
2025-06-04 00:00:00,4.150000095367432,-8.19,3.81,-6.51,3.88,-3.86,3.99,TIVC
2025-06-17 00:00:00,3.799999952316284,0.53,3.82,0.79,3.83,6.84,4.06,TIVC
2025-06-24 00:00:00,3.920000076293945,0.77,3.95,10.97,4.35,,,TIVC
2025-02-13 00:00:00,3.890000104904175,-13.62,3.36,-25.71,2.89,-28.79,2.77,TIXT
2025-04-09 00:00:00,2.5,-2.4,2.44,0.4,2.51,5.6,2.64,TIXT
2025-04-28 00:00:00,2.490000009536743,0.8,2.51,19.68,2.98,11.65,2.78,TIXT
2025-05-16 00:00:00,2.859999895095825,-6.99,2.66,2.45,2.93,26.92,3.63,TIXT
2025-03-05 00:00:00,122.64158630371094,-6.26,114.97,-4.21,117.48,1.54,124.53,TJX
2025-03-31 00:00:00,121.40560150146484,-2.19,118.74,7.22,130.18,5.11,127.62,TJX
2025-04-09 00:00:00,125.641845703125,0.21,125.9,0.36,126.09,1.62,127.68,TJX
2025-06-02 00:00:00,128.42999267578125,-1.62,126.35,-3.24,124.27,-2.55,125.16,TJX
2025-06-27 00:00:00,123.37999725341795,1.45,125.17,0.15,123.56,,,TJX
2025-07-17 00:00:00,122.16999816894533,,,,,,,TJX
2025-03-04 00:00:00,6.699999809265137,-7.46,6.2,-1.19,6.62,-1.64,6.59,TK
2025-04-07 00:00:00,6.309999942779541,1.9,6.43,2.38,6.46,23.45,7.79,TK
2025-04-29 00:00:00,7.150000095367432,8.95,7.79,13.85,8.14,14.97,8.22,TK
2025-05-15 00:00:00,8.1899995803833,0.0,8.19,3.17,8.45,9.89,9.0,TK
2025-05-30 00:00:00,8.449999809265137,1.89,8.61,6.51,9.0,-2.37,8.25,TK
2025-06-04 00:00:00,8.630000114440918,-2.9,8.38,7.07,9.24,-10.2,7.75,TK
2025-04-11 00:00:00,6.079999923706055,0.49,6.11,-0.99,6.02,3.95,6.32,TKC
2025-02-18 00:00:00,3.849999904632568,-8.83,3.51,-11.69,3.4,-12.88,3.35,TKLF
2025-04-14 00:00:00,3.1530001163482666,-2.0,3.09,9.26,3.44,27.97,4.03,TKLF
2025-04-28 00:00:00,3.2699999809265137,8.1,3.54,22.94,4.02,19.27,3.9,TKLF
2025-05-06 00:00:00,3.650000095367432,10.55,4.03,8.22,3.95,7.4,3.92,TKLF
2025-05-12 00:00:00,4.019999980926514,-2.49,3.92,-2.99,3.9,-4.58,3.84,TKLF
2025-07-14 00:00:00,4.190000057220459,,,,,,,TKLF
2025-02-26 00:00:00,7.099999904632568,-15.92,5.97,-22.54,5.5,-23.94,5.4,TKNO
2025-03-07 00:00:00,6.090000152587891,-8.37,5.58,-3.78,5.86,-23.15,4.68,TKNO
2025-04-02 00:00:00,5.460000038146973,4.95,5.73,5.68,5.77,21.06,6.61,TKNO
2025-04-09 00:00:00,5.730000019073486,0.7,5.77,16.06,6.65,11.17,6.37,TKNO
2025-04-24 00:00:00,6.650000095367432,-0.6,6.61,-4.21,6.37,-6.32,6.23,TKNO
2025-06-03 00:00:00,5.75,2.78,5.91,-6.26,5.39,-11.48,5.09,TKNO
2025-06-18 00:00:00,5.510000228881836,-7.26,5.11,-5.44,5.21,-21.78,4.31,TKNO
2025-03-31 00:00:00,152.4557647705078,-7.61,140.85,-3.06,147.79,6.64,162.58,TKO
2025-04-09 00:00:00,148.19566345214844,-0.39,147.62,4.54,154.92,13.75,168.57,TKO
2025-07-10 00:00:00,172.88999938964844,-2.05,169.35,,,,,TKO
2025-02-28 00:00:00,80.61062622070312,-4.86,76.69,-8.01,74.15,-11.15,71.62,TKR
2025-03-19 00:00:00,75.07735443115234,0.32,75.32,-6.63,70.1,-19.18,60.68,TKR
2025-04-09 00:00:00,63.3042221069336,-4.15,60.68,2.17,64.68,7.58,68.1,TKR
2025-06-23 00:00:00,71.18000030517578,1.92,72.55,8.09,76.94,,,TKR
2025-07-01 00:00:00,75.44000244140625,2.97,77.68,1.64,76.68,,,TKR
2025-01-23 00:00:00,3.240147590637207,7.14,3.47,11.83,3.62,19.13,3.86,TLF
2025-02-07 00:00:00,3.681328535079956,3.54,3.81,2.14,3.76,-18.51,3.0,TLF
2025-02-18 00:00:00,3.920000076293945,-13.52,3.39,-21.68,3.07,-23.21,3.01,TLF
2025-07-09 00:00:00,5.070000171661377,-14.4,4.34,,,,,TLIH
2025-02-03 00:00:00,230.8500061035156,3.2,238.23,8.46,250.37,-15.2,195.76,TLN
2025-02-12 00:00:00,236.5,-0.03,236.43,-14.66,201.82,-17.46,195.2,TLN
2025-04-07 00:00:00,183.05999755859372,9.38,200.23,7.94,197.59,28.22,234.72,TLN
2025-04-09 00:00:00,203.41000366210935,-0.1,203.2,3.74,211.01,12.39,228.61,TLN
2025-05-06 00:00:00,234.72000122070312,2.71,241.08,2.76,241.21,10.77,260.0,TLN
2025-05-22 00:00:00,238.6300048828125,2.23,243.95,8.34,258.54,22.19,291.59,TLN
2025-03-27 00:00:00,0.7099999785423279,-12.68,0.62,-28.17,0.51,-30.99,0.49,TLRY
2025-02-28 00:00:00,2.990000009536743,-4.01,2.87,-10.7,2.67,-17.73,2.46,TLS
2025-04-09 00:00:00,2.4200000762939453,4.13,2.52,11.98,2.71,1.24,2.45,TLS
2025-04-29 00:00:00,2.789999961853028,-9.68,2.52,-1.61,2.74,-9.32,2.53,TLS
2025-01-22 00:00:00,0.800000011920929,-13.75,0.69,-17.5,0.66,12.5,0.9,TLSA
2025-03-25 00:00:00,1.2300000190734863,-13.82,1.06,-34.96,0.8,6.5,1.31,TLSA
2025-05-19 00:00:00,1.4800000190734863,-3.38,1.43,-4.05,1.42,11.49,1.65,TLSA
2025-06-25 00:00:00,1.75,-10.29,1.57,-16.0,1.47,,,TLSA
2025-02-06 00:00:00,5.380000114440918,2.79,5.53,7.25,5.77,-0.37,5.36,TLSI
2025-02-27 00:00:00,5.670000076293945,-0.18,5.66,-6.53,5.3,-3.0,5.5,TLSI
2025-06-05 00:00:00,5.340000152587891,3.0,5.5,4.68,5.59,-7.12,4.96,TLSI
2025-06-12 00:00:00,5.5,1.64,5.59,-3.27,5.32,-9.45,4.98,TLSI
2025-06-27 00:00:00,5.320000171661377,-6.77,4.96,-6.39,4.98,,,TLSI
2025-02-27 00:00:00,1.6100000143051147,0.62,1.62,-22.36,1.25,-24.84,1.21,TLSIW
2025-05-20 00:00:00,1.4299999475479126,1.4,1.45,32.17,1.89,-9.09,1.3,TLSIW
2025-03-13 00:00:00,89.32720947265625,0.65,89.91,-1.92,87.61,-4.32,85.47,TLT
2025-04-28 00:00:00,88.46151733398438,-2.11,86.59,-3.23,85.6,-3.81,85.09,TLT
2025-05-06 00:00:00,86.88124084472656,-1.87,85.25,-2.4,84.8,-0.93,86.07,TLT
