Date,Open,High,Low,Close,Volume
2025-01-21,100.15725114897509,101.0144817431471,98.94116869891826,99.78843688964844,219400
2025-01-22,99.23023449610362,100.7852211240008,96.68842241137521,98.15370178222656,202900
2025-01-23,99.67878598319737,102.16078562481039,98.41286874736141,99.90805053710938,296100
2025-01-24,98.91126590600983,99.99776105834667,97.45594889084835,98.17363739013672,196900
2025-01-27,97.91447047422875,101.1041884422488,97.72507835569748,99.927978515625,218900
2025-01-28,99.49936879119153,100.51608911241493,97.8247647995561,97.99421691894531,179300
2025-01-29,97.68521259268981,98.96109986691428,94.21638741161499,95.32282257080078,217900
2025-01-30,94.19645851925492,95.0138243101471,92.93054120594066,94.20642852783203,366500
2025-01-31,102.80869825786867,102.80869825786867,91.86397192176841,95.30288696289062,555300
2025-02-03,89.96010719883445,94.65497725474107,89.96010719883445,91.10641479492188,451600
2025-02-04,90.966865609353,95.11349930632042,90.38872680392134,95.09356689453125,363100
2025-02-05,95.89099459967244,97.10707707552719,94.13665334079217,95.34276580810547,259200
2025-02-06,96.05047904609881,99.6688162494857,93.26943999692857,93.69805908203125,370500
2025-02-07,93.56848339615216,95.36269706252686,90.70769937055194,90.87715148925781,269000
2025-02-10,91.5749071748423,93.69806266556832,91.5749071748423,92.39227294921875,357700
2025-02-11,91.40416729514627,94.24869374318068,91.40416729514627,93.81951904296875,310600
2025-02-12,92.18266910852864,94.23871146510417,91.02489265722657,93.56999969482422,401100
2025-02-13,94.41837052487658,95.25676172048735,93.26060163490963,94.8176040649414,179800
2025-02-14,95.00723612033507,96.04524021753731,93.15080674078533,94.3784408569336,213100
2025-02-18,94.27863410462234,94.98726997746154,93.14082353530354,94.95732879638672,236700
2025-02-19,93.6199050674412,93.81951801732436,91.03487396240234,91.03487396240234,192100
2025-02-20,90.36616653577333,90.61568654246099,87.93084883378293,89.26828002929688,262300
2025-02-21,89.98689562644411,89.98689562644411,81.28363688822769,85.10627746582031,523300
2025-02-24,86.26405442459388,88.53967559884829,84.57729679335002,87.25215148925781,842300
2025-02-25,86.69322977974628,87.33200037329699,83.13008446910561,83.38958740234375,449700
2025-02-26,83.38958892256038,84.62720601828374,79.96617414092744,80.49515533447266,335500
2025-02-27,80.47519194292526,81.35350726312137,78.498997701977,78.87826538085938,301700
2025-02-28,79.01799268282221,80.84448093140412,78.11971914952403,78.61875915527344,508900
2025-03-03,79.33738199375618,80.06598378948175,73.90783163467458,74.39688873291016,429300
2025-03-04,73.43873194528715,75.4847914800188,71.43258891159964,74.02759552001953,344700
2025-03-05,74.19726507877745,75.37499980771422,71.79189618872003,74.75619506835938,284100
2025-03-06,74.02759133312149,76.83220129450402,73.89784367520011,76.10359954833984,346800
2025-03-07,76.3032151442408,76.55273515140279,73.93777034978268,75.10552215576172,211200
2025-03-10,74.80609700395622,76.90207120922501,73.58844573442171,74.04756164550781,388300
2025-03-11,73.65830780758525,74.8959248882543,72.69016897921452,73.189208984375,343400
2025-03-12,73.6283571053367,74.61646177259888,70.82375478563861,72.74006652832031,395900
2025-03-13,73.79804227881144,75.494775339642,72.06137748695342,72.88978576660156,410800
2025-03-14,74.36694395141556,75.08556277962447,72.7899757022623,73.20916748046875,377700
2025-03-17,73.09937529958987,76.26329461026137,72.11127825562095,75.69438171386719,396600
2025-03-18,75.05561801211572,75.21531447795583,71.58230364230613,72.31089782714844,366600
2025-03-19,72.53047547163604,72.86982664861148,70.39458477188174,71.61224365234375,330500
2025-03-20,70.81377342453976,72.76003400631704,70.81377342453976,71.66214752197266,246500
2025-03-21,70.19496695760922,71.79189340576927,68.69784698469432,71.52241516113281,512100
2025-03-24,72.93968814847645,74.61646285124876,72.83988167153386,74.32701873779297,195300
2025-03-25,74.17730708984266,74.93585004032157,72.6302800065199,73.26905822753906,189200
2025-03-26,73.26905781725564,74.45676786130954,72.6702037143252,73.53853607177734,149000
2025-03-27,73.1592668902007,74.03757454702288,72.58037866389363,73.41876220703125,155200
2025-03-28,72.9995737762284,72.9995737762284,70.52433953247693,70.66407012939453,233100
2025-03-31,69.91550734151338,70.50437088892507,68.69784851800553,70.44448852539062,453000
2025-04-01,69.91550545835588,70.84372014186913,68.86751843625365,69.99534606933594,275000
2025-04-02,69.07711784435821,72.98958972772591,69.07711784435821,72.69017028808594,324600
2025-04-03,68.218766817284,68.79765504771021,63.38805944089649,64.12664031982422,528100
2025-04-04,61.68134334285781,64.07673306248572,57.6890233361049,63.50783157348633,728200
2025-04-07,62.000731034582024,67.19074800538316,59.04641502919651,60.683265686035156,752300
2025-04-08,64.81532025208482,64.87520261778238,58.59727825069203,59.475589752197266,727000
2025-04-09,59.20610526917389,72.52049642294179,58.70706526939503,71.62222290039062,1194600
2025-04-10,68.44832958980226,68.85753843827838,61.40188327890911,63.29823303222656,712600
2025-04-11,63.138541769028336,63.557737366418436,59.26599394815277,62.200347900390625,384100
2025-04-14,63.79727234586071,63.79727234586071,60.98268702515351,62.3400764465332,231100
2025-04-15,62.300151947176936,63.128560177039205,60.13432016864209,60.50360870361328,170700
2025-04-16,60.24411089890403,60.24411089890403,57.26983288224046,58.49747085571289,289300
2025-04-17,58.83681776790619,61.10245986354583,58.796893653453736,60.872901916503906,248100
2025-04-21,60.31397418638101,60.31397418638101,57.27981009868057,59.246028900146484,226500
2025-04-22,59.95466740874652,61.36196010605713,58.93662531597689,61.26215362548828,293100
2025-04-23,64.11665714361285,66.3723200784064,61.38192007251118,62.000728607177734,274800
2025-04-24,62.090553962778706,64.91512210281782,61.85101690232803,64.54582977294922,244000
2025-04-25,61.890938103730676,61.890938103730676,57.45946434749174,58.307830810546875,772300
2025-04-28,58.43758325061882,59.8548588307461,57.69900618259488,58.98652648925781,837600
2025-04-29,59.45562587094446,60.25408911719902,55.41340259329009,56.62107849121094,835000
2025-04-30,56.621078241323076,58.477507660280075,55.08403411945835,58.40764236450195,813900
2025-05-01,58.727030172661756,58.866760770192634,57.1700239272322,57.69900894165039,532000
2025-05-02,58.3876823538842,62.9988110737162,58.247951757430684,61.89094161987305,533900
2025-05-05,60.972708010433735,62.200345966800086,60.84295654296875,60.84295654296875,308500
2025-05-06,59.5454532199717,60.26407204523742,58.387680561139746,58.42760467529297,268000
2025-05-07,58.76695314432682,59.46560992575362,58.04833430544518,58.816856384277344,274200
2025-05-08,59.66522220327146,63.47788756396481,58.347756885302715,62.380001068115234,958300
2025-05-09,61.779998779296875,63.04999923706055,60.880001068115234,61.720001220703125,395700
2025-05-12,68.41999816894531,72.23999786376953,68.20999908447266,70.41000366210938,552300
2025-05-13,70.5199966430664,71.01000213623047,69.51000213623047,69.97000122070312,242800
2025-05-14,69.30999755859375,70.58000183105469,68.1500015258789,69.98999786376953,505200
2025-05-15,69.0,69.91000366210938,67.5199966430664,67.79000091552734,235100
2025-05-16,67.94999694824219,68.51000213623047,66.5999984741211,66.93000030517578,315600
2025-05-19,65.66999816894531,66.66999816894531,64.75,66.56999969482422,444900
2025-05-20,66.5199966430664,67.25,65.43000030517578,66.1500015258789,327900
2025-05-21,64.91000366210938,65.62999725341797,62.9900016784668,63.0,286800
2025-05-22,62.93000030517578,63.029998779296875,61.75,62.04999923706055,271600
2025-05-23,60.099998474121094,61.380001068115234,60.099998474121094,60.77000045776367,258000
