Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-21 00:00:00-05:00,6.139999866485596,6.188000202178955,5.860000133514404,5.989999771118164,266000,0.0,0.0
2025-01-22 00:00:00-05:00,6.019999980926514,6.210000038146973,5.974999904632568,6.090000152587891,581800,0.0,0.0
2025-01-23 00:00:00-05:00,6.010000228881836,6.15500020980835,5.989999771118164,6.099999904632568,397900,0.0,0.0
2025-01-24 00:00:00-05:00,6.070000171661377,6.21999979019165,5.940000057220459,6.039999961853027,325400,0.0,0.0
2025-01-27 00:00:00-05:00,6.0,6.0,5.579999923706055,5.659999847412109,371200,0.0,0.0
2025-01-28 00:00:00-05:00,5.599999904632568,5.949999809265137,5.559999942779541,5.840000152587891,391000,0.0,0.0
2025-01-29 00:00:00-05:00,5.860000133514404,6.0,5.699999809265137,5.909999847412109,354300,0.0,0.0
2025-01-30 00:00:00-05:00,5.820000171661377,6.070000171661377,5.800000190734863,5.920000076293945,171700,0.0,0.0
2025-01-31 00:00:00-05:00,5.980000019073486,6.199999809265137,5.800000190734863,6.03000020980835,332300,0.0,0.0
2025-02-03 00:00:00-05:00,5.900000095367432,6.090000152587891,5.849999904632568,6.0,205300,0.0,0.0
2025-02-04 00:00:00-05:00,6.059999942779541,6.360000133514404,6.010000228881836,6.309999942779541,572900,0.0,0.0
2025-02-05 00:00:00-05:00,6.320000171661377,6.440000057220459,6.21999979019165,6.309999942779541,249500,0.0,0.0
2025-02-06 00:00:00-05:00,6.320000171661377,6.380000114440918,6.199999809265137,6.25,269700,0.0,0.0
2025-02-07 00:00:00-05:00,6.25,6.320000171661377,6.03000020980835,6.079999923706055,345000,0.0,0.0
2025-02-10 00:00:00-05:00,6.039999961853027,6.099999904632568,5.869999885559082,6.050000190734863,455700,0.0,0.0
2025-02-11 00:00:00-05:00,6.0,6.139999866485596,5.942999839782715,5.96999979019165,355600,0.0,0.0
2025-02-12 00:00:00-05:00,5.909999847412109,6.333000183105469,5.909999847412109,6.289999961853027,373800,0.0,0.0
2025-02-13 00:00:00-05:00,6.329999923706055,6.389999866485596,6.210000038146973,6.309999942779541,218500,0.0,0.0
2025-02-14 00:00:00-05:00,6.28000020980835,6.300000190734863,6.126999855041504,6.21999979019165,98900,0.0,0.0
2025-02-18 00:00:00-05:00,6.190000057220459,6.257999897003174,6.059999942779541,6.059999942779541,110700,0.0,0.0
2025-02-19 00:00:00-05:00,6.050000190734863,6.123000144958496,5.920000076293945,6.039999961853027,238400,0.0,0.0
2025-02-20 00:00:00-05:00,5.960000038146973,6.019999980926514,5.75,5.900000095367432,273500,0.0,0.0
2025-02-21 00:00:00-05:00,5.960000038146973,6.019999980926514,5.659999847412109,5.739999771118164,306900,0.0,0.0
2025-02-24 00:00:00-05:00,5.739999771118164,5.757999897003174,5.28000020980835,5.400000095367432,445700,0.0,0.0
2025-02-25 00:00:00-05:00,5.389999866485596,5.449999809265137,5.054999828338623,5.099999904632568,613600,0.0,0.0
2025-02-26 00:00:00-05:00,5.110000133514404,5.320000171661377,5.070000171661377,5.130000114440918,277700,0.0,0.0
2025-02-27 00:00:00-05:00,5.190000057220459,5.190000057220459,4.929999828338623,4.949999809265137,251700,0.0,0.0
2025-02-28 00:00:00-05:00,4.909999847412109,5.070000171661377,4.900000095367432,5.070000171661377,217100,0.0,0.0
2025-03-03 00:00:00-05:00,5.079999923706055,5.119999885559082,4.78000020980835,4.800000190734863,195100,0.0,0.0
2025-03-04 00:00:00-05:00,4.300000190734863,4.760000228881836,4.210000038146973,4.570000171661377,384100,0.0,0.0
2025-03-05 00:00:00-05:00,4.610000133514404,4.704999923706055,4.510000228881836,4.679999828338623,152200,0.0,0.0
