Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-01-21 00:00:00-05:00,24.239362716674805,24.239362716674805,24.239362716674805,24.239362716674805,0,0.0,0.0,0.0
2025-01-22 00:00:00-05:00,24.25413703918457,24.25413703918457,24.25413703918457,24.25413703918457,0,0.0,0.0,0.0
2025-01-23 00:00:00-05:00,24.239362716674805,24.239362716674805,24.239362716674805,24.239362716674805,0,0.0,0.0,0.0
2025-01-24 00:00:00-05:00,24.25413703918457,24.25413703918457,24.25413703918457,24.25413703918457,0,0.0,0.0,0.0
2025-01-27 00:00:00-05:00,24.303382873535156,24.303382873535156,24.303382873535156,24.303382873535156,0,0.0,0.0,0.0
2025-01-28 00:00:00-05:00,24.298460006713867,24.298460006713867,24.298460006713867,24.298460006713867,0,0.0,0.0,0.0
2025-01-29 00:00:00-05:00,24.298460006713867,24.298460006713867,24.298460006713867,24.298460006713867,0,0.0,0.0,0.0
2025-01-30 00:00:00-05:00,24.32801055908203,24.32801055908203,24.32801055908203,24.32801055908203,0,0.0,0.0,0.0
2025-01-31 00:00:00-05:00,24.315202713012695,24.315202713012695,24.315202713012695,24.315202713012695,0,0.0,0.0,0.0
2025-02-03 00:00:00-05:00,24.345808029174805,24.345808029174805,24.345808029174805,24.345808029174805,100,0.058,0.0,0.0
2025-02-04 00:00:00-05:00,24.365554809570312,24.365554809570312,24.365554809570312,24.365554809570312,0,0.0,0.0,0.0
2025-02-05 00:00:00-05:00,24.40997886657715,24.40997886657715,24.40997886657715,24.40997886657715,100,0.0,0.0,0.0
2025-02-06 00:00:00-05:00,24.40997886657715,24.40997886657715,24.40997886657715,24.40997886657715,0,0.0,0.0,0.0
2025-02-07 00:00:00-05:00,24.390233993530273,24.390233993530273,24.390233993530273,24.390233993530273,0,0.0,0.0,0.0
2025-02-10 00:00:00-05:00,24.40997886657715,24.40997886657715,24.40997886657715,24.40997886657715,0,0.0,0.0,0.0
2025-02-11 00:00:00-05:00,24.390233993530273,24.390233993530273,24.390233993530273,24.390233993530273,0,0.0,0.0,0.0
2025-02-12 00:00:00-05:00,24.326061248779297,24.326061248779297,24.326061248779297,24.326061248779297,100,0.0,0.0,0.0
2025-02-13 00:00:00-05:00,24.35568199263694,24.375427626503686,24.35568199263694,24.365554809570312,400,0.0,0.0,0.0
2025-02-14 00:00:00-05:00,24.4149169921875,24.4149169921875,24.4149169921875,24.4149169921875,400,0.0,0.0,0.0
2025-02-18 00:00:00-05:00,24.355680465698242,24.355680465698242,24.355680465698242,24.355680465698242,100,0.0,0.0,0.0
2025-02-19 00:00:00-05:00,24.395170211791992,24.395170211791992,24.395170211791992,24.395170211791992,100,0.0,0.0,0.0
2025-02-20 00:00:00-05:00,24.4149169921875,24.4149169921875,24.4149169921875,24.4149169921875,2000,0.0,0.0,0.0
2025-02-21 00:00:00-05:00,24.424789428710938,24.424789428710938,24.424789428710938,24.424789428710938,100,0.0,0.0,0.0
2025-02-24 00:00:00-05:00,24.444535433480667,24.454408250402526,24.439598083496094,24.439598083496094,2500,0.0,0.0,0.0
2025-02-25 00:00:00-05:00,24.488962173461914,24.488962173461914,24.488962173461914,24.488962173461914,0,0.0,0.0,0.0
2025-02-26 00:00:00-05:00,24.5037696966764,24.50870704650879,24.5037696966764,24.50870704650879,100,0.0,0.0,0.0
2025-02-27 00:00:00-05:00,24.434662251579198,24.474153518676758,24.434662251579198,24.474153518676758,24400,0.0,0.0,0.0
2025-02-28 00:00:00-05:00,24.493896484375,24.493896484375,24.493896484375,24.493896484375,0,0.0,0.0,0.0
2025-03-03 00:00:00-05:00,24.49785747840566,24.517654179973228,24.487959127621878,24.502805709838867,3300,0.064,0.0,0.0
2025-03-04 00:00:00-05:00,24.487958448744916,24.49785679925429,24.458263397216797,24.458263397216797,200,0.0,0.0,0.0
2025-03-05 00:00:00-05:00,24.443418502807617,24.443418502807617,24.443418502807617,24.443418502807617,100,0.0,0.0,0.0
2025-03-06 00:00:00-05:00,24.44836592516432,24.44836592516432,24.433517456054688,24.433517456054688,1400,0.0,0.0,0.0
2025-03-07 00:00:00-05:00,24.418672561645508,24.418672561645508,24.398875860076647,24.418672561645508,400,0.0,0.0,0.0
2025-03-10 00:00:00-04:00,24.448366165161133,24.448366165161133,24.448366165161133,24.448366165161133,100,0.0,0.0,0.0
2025-03-11 00:00:00-04:00,24.44836660358916,24.44836660358916,24.3939266204834,24.3939266204834,200,0.0,0.0,0.0
2025-03-12 00:00:00-04:00,24.364234924316406,24.364234924316406,24.364234924316406,24.364234924316406,0,0.0,0.0,0.0
2025-03-13 00:00:00-04:00,24.369182586669922,24.369182586669922,24.369182586669922,24.369182586669922,0,0.0,0.0,0.0
2025-03-14 00:00:00-04:00,24.364234924316406,24.364234924316406,24.364234924316406,24.364234924316406,0,0.0,0.0,0.0
2025-03-17 00:00:00-04:00,24.369182586669922,24.369182586669922,24.369182586669922,24.369182586669922,0,0.0,0.0,0.0
2025-03-18 00:00:00-04:00,24.384031295776367,24.384031295776367,24.384031295776367,24.384031295776367,0,0.0,0.0,0.0
2025-03-19 00:00:00-04:00,24.379077911376953,24.379077911376953,24.379077911376953,24.379077911376953,0,0.0,0.0,0.0
2025-03-20 00:00:00-04:00,24.379077911376953,24.379077911376953,24.379077911376953,24.379077911376953,125000,0.0,0.0,0.0
2025-03-21 00:00:00-04:00,24.37907826018771,24.37907826018771,24.359283447265625,24.359283447265625,200,0.0,0.0,0.0
2025-03-24 00:00:00-04:00,24.2702037456827,24.344438552856445,24.2702037456827,24.344438552856445,100,0.0,0.0,0.0
2025-03-25 00:00:00-04:00,24.33255958557129,24.33255958557129,24.33255958557129,24.33255958557129,0,0.0,0.0,0.0
2025-03-26 00:00:00-04:00,24.28009884058626,24.28009884058626,24.255352020263672,24.255352020263672,100,0.0,0.0,0.0
2025-03-27 00:00:00-04:00,24.20586395263672,24.20586395263672,24.20586395263672,24.20586395263672,0,0.0,0.0,0.0
2025-03-28 00:00:00-04:00,24.28504753112793,24.28504753112793,24.28504753112793,24.28504753112793,0,0.0,0.0,0.0
2025-03-31 00:00:00-04:00,24.294944763183594,24.294944763183594,24.294944763183594,24.294944763183594,0,0.0,0.0,0.0
2025-04-01 00:00:00-04:00,24.375320434570312,24.375320434570312,24.375320434570312,24.375320434570312,100,0.061,0.0,0.0
2025-04-02 00:00:00-04:00,24.32074546813965,24.32074546813965,24.32074546813965,24.32074546813965,0,0.0,0.0,0.0
2025-04-03 00:00:00-04:00,24.434856414794922,24.434856414794922,24.434856414794922,24.434856414794922,100,0.0,0.0,0.0
2025-04-04 00:00:00-04:00,24.46164894104004,24.46164894104004,24.46164894104004,24.46164894104004,0,0.0,0.0,0.0
2025-04-07 00:00:00-04:00,24.24334716796875,24.24334716796875,24.24334716796875,24.24334716796875,0,0.0,0.0,0.0
2025-04-08 00:00:00-04:00,24.082597316474352,24.082597316474352,23.913909912109375,23.913909912109375,100,0.0,0.0,0.0
2025-04-09 00:00:00-04:00,23.8146818869485,23.854373931884766,23.8146818869485,23.854373931884766,4700,0.0,0.0,0.0
2025-04-10 00:00:00-04:00,24.051836013793945,24.051836013793945,24.051836013793945,24.051836013793945,0,0.0,0.0,0.0
2025-04-11 00:00:00-04:00,23.89406394958496,23.89406394958496,23.89406394958496,23.89406394958496,0,0.0,0.0,0.0
2025-04-14 00:00:00-04:00,24.052828364170967,24.122287549857816,24.037944793701172,24.037944793701172,4100,0.0,0.0,0.0
2025-04-15 00:00:00-04:00,24.077634811401367,24.077634811401367,24.077634811401367,24.077634811401367,0,0.0,0.0,0.0
